"",BBK01.OUA365,BBK01.OUA365_FLAGS
"",Loans to foreign non-banks for over five years / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:25,
1999-01,120.710,
1999-02,124.298,
1999-03,128.623,
1999-04,131.656,
1999-05,134.348,
1999-06,138.207,
1999-07,138.347,
1999-08,140.952,
1999-09,143.337,
1999-10,146.827,
1999-11,151.015,
1999-12,154.113,
2000-01,157.382,
2000-02,158.732,
2000-03,161.341,
2000-04,167.031,
2000-05,165.397,
2000-06,164.482,
2000-07,168.964,
2000-08,172.237,
2000-09,175.745,
2000-10,181.544,
2000-11,180.255,
2000-12,177.801,
2001-01,179.005,
2001-02,182.290,
2001-03,188.150,
2001-04,189.080,
2001-05,194.438,
2001-06,197.456,
2001-07,194.593,
2001-08,190.566,
2001-09,192.410,
2001-10,194.502,
2001-11,197.263,
2001-12,201.004,
2002-01,203.617,
2002-02,204.798,
2002-03,205.512,
2002-04,203.412,
2002-05,200.550,
2002-06,196.894,
2002-07,198.019,
2002-08,198.160,
2002-09,196.953,
2002-10,198.667,
2002-11,198.798,
2002-12,192.865,
2003-01,189.735,
2003-02,189.815,
2003-03,188.816,
2003-04,187.238,
2003-05,185.122,
2003-06,188.654,
2003-07,189.910,
2003-08,193.354,
2003-09,188.319,
2003-10,194.557,
2003-11,192.714,
2003-12,188.238,
2004-01,188.779,
2004-02,188.704,
2004-03,189.624,
2004-04,192.221,
2004-05,191.143,
2004-06,192.478,
2004-07,191.561,
2004-08,190.617,
2004-09,187.864,
2004-10,185.522,
2004-11,182.309,
2004-12,179.831,
2005-01,182.660,
2005-02,182.688,
2005-03,186.181,
2005-04,190.048,
2005-05,194.493,
2005-06,195.447,
2005-07,194.573,
2005-08,194.611,
2005-09,198.907,
2005-10,199.367,
2005-11,201.209,
2005-12,202.040,
2006-01,200.820,
2006-02,204.887,
2006-03,205.207,
2006-04,201.859,
2006-05,200.408,
2006-06,203.540,
2006-07,203.489,
2006-08,204.505,
2006-09,202.260,
2006-10,201.891,
2006-11,200.602,
2006-12,202.555,
2007-01,201.680,
2007-02,201.771,
2007-03,202.810,
2007-04,200.760,
2007-05,203.676,
2007-06,205.434,
2007-07,205.730,
2007-08,210.271,
2007-09,210.459,
2007-10,210.465,
2007-11,210.931,
2007-12,211.879,
2008-01,213.412,
2008-02,214.998,
2008-03,214.240,
2008-04,217.513,
2008-05,220.899,
2008-06,231.006,
2008-07,233.630,
2008-08,241.680,
2008-09,248.055,
2008-10,262.035,
2008-11,262.804,
2008-12,255.017,
2009-01,262.169,
2009-02,263.989,
2009-03,257.182,
2009-04,259.165,
2009-05,252.120,
2009-06,249.482,
2009-07,252.784,
2009-08,242.004,
2009-09,239.694,
2009-10,238.436,
2009-11,236.015,
2009-12,239.976,
2010-01,242.118,
2010-02,245.177,
2010-03,244.246,
2010-04,246.083,
2010-05,253.761,
2010-06,253.060,
2010-07,246.205,
2010-08,249.362,
2010-09,241.236,
2010-10,236.713,
2010-11,243.681,
2010-12,238.153,
2011-01,233.528,
2011-02,232.876,
2011-03,229.966,
2011-04,226.347,
2011-05,229.720,
2011-06,230.401,
2011-07,238.170,
2011-08,236.849,
2011-09,242.018,
2011-10,239.222,
2011-11,244.060,
2011-12,248.284,
2012-01,247.817,
2012-02,245.035,
2012-03,243.945,
2012-04,244.794,
2012-05,250.697,
2012-06,248.831,
2012-07,251.046,
2012-08,248.973,
2012-09,256.301,
2012-10,254.522,
2012-11,254.327,
2012-12,249.495,
2013-01,245.155,
2013-02,246.768,
2013-03,247.173,
2013-04,245.225,
2013-05,244.024,
2013-06,241.925,
2013-07,240.005,
2013-08,236.773,
2013-09,234.760,
2013-10,232.171,
2013-11,231.639,
2013-12,227.002,
2014-01,228.541,
2014-02,225.853,
2014-03,225.578,
2014-04,224.413,
2014-05,225.580,
2014-06,222.365,
2014-07,222.915,
2014-08,224.877,
2014-09,227.953,
2014-10,228.497,
2014-11,228.928,
2014-12,229.679,Provisional value
