"",BBK01.OEYI03N,BBK01.OEYI03N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 10:57:50,
2002-01,59.331,
2002-04,59.088,
2002-07,59.606,
2002-10,60.573,
2003-01,63.043,
2003-04,63.191,
2003-07,63.436,
2003-10,60.148,
2004-01,59.214,
2004-04,64.732,
2004-07,64.330,
2004-10,65.262,
2005-01,65.739,
2005-04,66.403,
2005-07,71.195,
2005-10,76.749,
2006-01,75.418,
2006-04,82.967,
2006-07,90.055,
2006-10,97.144,
2007-01,94.334,
2007-04,95.275,
2007-07,97.571,
2007-10,108.046,
2008-01,107.679,
2008-04,110.856,
2008-07,108.991,
2008-10,108.503,
2009-01,110.848,
2009-04,106.634,
2009-07,107.524,
2009-10,100.391,
2010-01,112.447,
2010-04,105.099,
2010-07,109.115,
2010-10,108.217,
2011-01,101.173,
2011-04,97.531,
2011-07,105.288,
2011-10,99.467,
2012-01,107.762,
2012-04,114.889,
2012-07,113.328,
2012-10,80.168,
2013-01,79.115,
2013-04,77.304,
2013-07,69.220,
2013-10,69.299,
2014-01,67.883,
2014-04,65.224,
2014-07,64.907,
