"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC22._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC22._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Air transport / Frachten / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:24,
1991-01,22.567,
1991-02,22.384,
1991-03,22.378,
1991-04,21.478,
1991-05,21.481,
1991-06,21.482,
1991-07,17.008,
1991-08,17.016,
1991-09,17.009,
1991-10,22.544,
1991-11,22.649,
1991-12,22.561,
1992-01,15.443,
1992-02,15.425,
1992-03,15.459,
1992-04,13.693,
1992-05,13.690,
1992-06,13.693,
1992-07,12.559,
1992-08,12.039,
1992-09,12.044,
1992-10,18.806,
1992-11,18.674,
1992-12,18.670,
1993-01,14.375,
1993-02,14.119,
1993-03,13.804,
1993-04,14.523,
1993-05,13.924,
1993-06,14.035,
1993-07,14.359,
1993-08,14.193,
1993-09,14.232,
1993-10,14.797,
1993-11,14.830,
1993-12,14.784,
1994-01,14.675,
1994-02,14.744,
1994-03,14.804,
1994-04,14.653,
1994-05,14.721,
1994-06,14.728,
1994-07,14.340,
1994-08,14.249,
1994-09,14.349,
1994-10,15.759,
1994-11,15.757,
1994-12,15.755,
1995-01,15.359,
1995-02,15.391,
1995-03,15.423,
1995-04,14.983,
1995-05,15.001,
1995-06,14.964,
1995-07,14.484,
1995-08,14.042,
1995-09,14.812,
1995-10,16.057,
1995-11,16.081,
1995-12,15.979,
1996-01,15.162,
1996-02,15.059,
1996-03,17.069,
1996-04,16.964,
1996-05,14.879,
1996-06,14.605,
1996-07,15.588,
1996-08,13.975,
1996-09,15.285,
1996-10,15.745,
1996-11,15.889,
1996-12,14.446,
1997-01,16.444,
1997-02,15.600,
1997-03,16.102,
1997-04,19.439,
1997-05,15.690,
1997-06,16.554,
1997-07,17.514,
1997-08,15.872,
1997-09,18.283,
1997-10,19.403,
1997-11,18.493,
1997-12,17.710,
1998-01,18.643,
1998-02,18.045,
1998-03,20.689,
1998-04,20.543,
1998-05,16.941,
1998-06,20.336,
1998-07,18.807,
1998-08,17.137,
1998-09,18.827,
1998-10,19.519,
1998-11,19.215,
1998-12,18.964,
1999-01,16.620,
1999-02,17.779,
1999-03,20.898,
1999-04,20.109,
1999-05,18.160,
1999-06,19.060,
1999-07,19.114,
1999-08,17.657,
1999-09,20.335,
1999-10,20.236,
1999-11,20.818,
1999-12,21.286,
2000-01,20.581,
2000-02,20.847,
2000-03,27.202,
2000-04,22.682,
2000-05,26.089,
2000-06,23.796,
2000-07,23.135,
2000-08,23.616,
2000-09,23.259,
2000-10,26.831,
2000-11,26.351,
2000-12,25.887,
2001-01,24.463,
2001-02,21.688,
2001-03,24.283,
2001-04,23.293,
2001-05,22.938,
2001-06,21.678,
2001-07,20.558,
2001-08,20.486,
2001-09,18.370,
2001-10,20.788,
2001-11,21.555,
2001-12,17.267,
2002-01,17.297,
2002-02,17.457,
2002-03,19.075,
2002-04,20.816,
2002-05,17.993,
2002-06,19.606,
2002-07,18.184,
2002-08,19.008,
2002-09,17.793,
2002-10,20.754,
2002-11,20.221,
2002-12,17.095,
2003-01,20.373,
2003-02,18.245,
2003-03,21.299,
2003-04,20.508,
2003-05,19.285,
2003-06,20.200,
2003-07,18.724,
2003-08,18.237,
2003-09,19.700,
2003-10,21.733,
2003-11,19.967,
2003-12,19.321,
2004-01,18.845,
2004-02,18.778,
2004-03,22.300,
2004-04,23.295,
2004-05,22.008,
2004-06,22.175,
2004-07,20.706,
2004-08,19.388,
2004-09,20.827,
2004-10,20.693,
2004-11,22.880,
2004-12,21.375,
2005-01,188.885,
2005-02,163.814,
2005-03,167.928,
2005-04,172.940,
2005-05,174.375,
2005-06,162.368,
2005-07,169.343,
2005-08,160.530,
2005-09,174.315,
2005-10,173.726,
2005-11,185.348,
2005-12,177.980,
2006-01,176.788,
2006-02,188.711,
2006-03,195.026,
2006-04,176.183,
2006-05,184.718,
2006-06,174.403,
2006-07,203.233,
2006-08,201.570,
2006-09,186.563,
2006-10,220.089,
2006-11,209.073,
2006-12,193.087,
2007-01,224.611,
2007-02,204.216,
2007-03,199.379,
2007-04,207.832,
2007-05,194.364,
2007-06,192.093,
2007-07,193.930,
2007-08,217.845,
2007-09,191.851,
2007-10,225.830,
2007-11,247.518,
2007-12,241.489,
2008-01,283.008,
2008-02,266.432,
2008-03,253.046,
2008-04,276.598,
2008-05,293.553,
2008-06,265.357,
2008-07,358.744,
2008-08,351.556,
2008-09,328.756,
2008-10,324.314,
2008-11,380.043,
2008-12,237.204,
2009-01,180.885,
2009-02,184.710,
2009-03,162.780,
2009-04,145.773,
2009-05,125.186,
