"",BBK01.WU0056,BBK01.WU0056_FLAGS
"",Net sales of domestic debt securities at nominal value / Bank debt securities,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:35,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,0,
1948-08,-,Nothing exists
1948-09,0,
1948-10,4,
1948-11,1,
1948-12,-,Nothing exists
1949-01,9,
1949-02,5,
1949-03,12,
1949-04,20,
1949-05,5,
1949-06,7,
1949-07,9,
1949-08,9,
1949-09,14,
1949-10,11,
1949-11,7,
1949-12,23,
1950-01,46,
1950-02,14,
1950-03,14,
1950-04,10,
1950-05,13,
1950-06,11,
1950-07,15,
1950-08,22,
1950-09,14,
1950-10,14,
1950-11,13,
1950-12,22,
1951-01,24,
1951-02,15,
1951-03,17,
1951-04,41,
1951-05,11,
1951-06,15,
1951-07,31,
1951-08,30,
1951-09,34,
1951-10,40,
1951-11,25,
1951-12,38,
1952-01,28,
1952-02,12,
1952-03,35,
1952-04,44,
1952-05,31,
1952-06,19,
1952-07,18,
1952-08,23,
1952-09,31,
1952-10,42,
1952-11,48,
1952-12,187,
1953-01,61,
1953-02,44,
1953-03,55,
1953-04,57,
1953-05,50,
1953-06,51,
1953-07,88,
1953-08,58,
1953-09,51,
1953-10,107,
1953-11,84,
1953-12,162,
1954-01,109,
1954-02,168,
1954-03,78,
1954-04,90,
1954-05,121,
1954-06,286,
1954-07,236,
1954-08,161,
1954-09,123,
1954-10,104,
1954-11,117,
1954-12,163,
1955-01,183,
1955-02,102,
1955-03,28,
1955-04,99,
1955-05,106,
1955-06,200,
1955-07,248,
1955-08,137,
1955-09,141,
1955-10,107,
1955-11,39,
1955-12,98,
1956-01,71,
1956-02,95,
1956-03,98,
1956-04,89,
1956-05,72,
1956-06,90,
1956-07,67,
1956-08,41,
1956-09,51,
1956-10,34,
1956-11,34,
1956-12,68,
1957-01,59,
1957-02,50,
1957-03,73,
1957-04,77,
1957-05,90,
1957-06,52,
1957-07,111,
1957-08,120,
1957-09,159,
1957-10,163,
1957-11,175,
1957-12,120,
1958-01,153,
1958-02,233,
1958-03,205,
1958-04,261,
1958-05,86,
1958-06,145,
1958-07,245,
1958-08,237,
1958-09,153,
1958-10,193,
1958-11,141,
1958-12,109,
1959-01,566,
1959-02,231,
1959-03,219,
1959-04,256,
1959-05,316,
1959-06,186,
1959-07,325,
1959-08,189,
1959-09,193,
1959-10,118,
1959-11,231,
1959-12,237,
1960-01,175,
1960-02,164,
1960-03,182,
1960-04,139,
1960-05,130,
1960-06,77,
1960-07,229,
1960-08,212,
1960-09,123,
1960-10,167,
1960-11,101,
1960-12,111,
1961-01,330,
1961-02,283,
1961-03,333,
1961-04,215,
1961-05,267,
1961-06,273,
1961-07,154,
1961-08,234,
1961-09,169,
1961-10,281,
1961-11,241,
1961-12,279,
1962-01,488,
1962-02,333,
1962-03,260,
1962-04,218,
1962-05,389,
1962-06,212,
1962-07,310,
1962-08,271,
1962-09,263,
1962-10,185,
1962-11,229,
1962-12,209,
1963-01,695,
1963-02,281,
1963-03,329,
1963-04,225,
1963-05,365,
1963-06,276,
1963-07,265,
1963-08,401,
1963-09,260,
1963-10,426,
1963-11,402,
1963-12,400,
1964-01,953,
1964-02,293,
1964-03,393,
1964-04,419,
1964-05,252,
1964-06,314,
1964-07,470,
1964-08,396,
1964-09,338,
1964-10,394,
1964-11,300,
1964-12,546,
1965-01,643,
1965-02,658,
1965-03,437,
1965-04,450,
1965-05,282,
1965-06,330,
1965-07,592,
1965-08,261,
1965-09,207,
1965-10,246,
1965-11,311,
1965-12,183,
1966-01,525,
1966-02,297,
1966-03,198,
1966-04,120,
1966-05,157,
1966-06,77,
1966-07,184,
1966-08,186,
1966-09,198,
1966-10,159,
1966-11,154,
1966-12,355,
1967-01,349,
1967-02,319,
1967-03,423,
1967-04,239,
1967-05,434,
1967-06,288,
1967-07,455,
1967-08,297,
1967-09,402,
1967-10,663,
1967-11,534,
1967-12,372,
1968-01,1117,
1968-02,534,
1968-03,608,
1968-04,490,
1968-05,545,
1968-06,442,
1968-07,661,
1968-08,680,
1968-09,345,
1968-10,628,
1968-11,409,
1968-12,785,
1969-01,957,
1969-02,753,
1969-03,429,
1969-04,530,
1969-05,638,
1969-06,275,
1969-07,697,
1969-08,606,
1969-09,479,
1969-10,764,
1969-11,353,
1969-12,182,
1970-01,336,
1970-02,425,
1970-03,578,
1970-04,647,
1970-05,327,
1970-06,410,
1970-07,695,
1970-08,576,
1970-09,461,
1970-10,628,
1970-11,696,
1970-12,749,
1971-01,622,
1971-02,357,
1971-03,676,
1971-04,940,
1971-05,659,
1971-06,381,
1971-07,922,
1971-08,695,
1971-09,544,
1971-10,690,
1971-11,595,
1971-12,762,
1972-01,2264,
1972-02,1633,
1972-03,1389,
1972-04,1197,
1972-05,1126,
1972-06,1164,
1972-07,1500,
1972-08,948,
1972-09,924,
1972-10,595,
1972-11,558,
1972-12,424,
1973-01,1413,
1973-02,1765,
1973-03,815,
1973-04,624,
1973-05,921,
1973-06,1692,
1973-07,1472,
1973-08,1552,
1973-09,371,
1973-10,1284,
1973-11,185,
1973-12,-333,
1974-01,979,
1974-02,343,
1974-03,638,
1974-04,1175,
1974-05,875,
1974-06,915,
1974-07,609,
1974-08,1594,
1974-09,933,
1974-10,927,
1974-11,1583,
1974-12,161,
1975-01,2058,
1975-02,2070,
1975-03,1339,
1975-04,1854,
1975-05,1447,
1975-06,1081,
1975-07,1560,
1975-08,1430,
1975-09,1765,
1975-10,1447,
1975-11,1540,
1975-12,621,
1976-01,3210,
1976-02,2242,
1976-03,2054,
1976-04,1078,
1976-05,1032,
1976-06,734,
1976-07,1477,
1976-08,1487,
1976-09,1274,
1976-10,1142,
1976-11,1052,
1976-12,-408,
1977-01,2355,
1977-02,896,
1977-03,1605,
1977-04,1130,
1977-05,763,
1977-06,706,
1977-07,2213,
1977-08,1287,
1977-09,384,
1977-10,1274,
1977-11,1220,
1977-12,1351,
1978-01,4056,
1978-02,2449,
1978-03,1099,
1978-04,694,
1978-05,1340,
1978-06,1668,
1978-07,865,
1978-08,2013,
1978-09,1834,
1978-10,-626,
1978-11,1278,
1978-12,-612,
1979-01,2569,
1979-02,2157,
1979-03,2659,
1979-04,1335,
1979-05,1640,
1979-06,1797,
1979-07,1627,
1979-08,1718,
1979-09,213,
