"",BBK01.RU5821,BBK01.RU5821_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Hong Kong / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:23:26,
1982-06,1.580,
1982-07,1.513,
1982-08,1.516,
1982-09,1.677,
1982-10,1.673,
1982-11,1.684,
1982-12,1.903,
1983-01,1.948,
1983-02,1.873,
1983-03,1.880,
1983-04,1.933,
1983-05,2.088,
1983-06,2.418,
1983-07,2.382,
1983-08,2.508,
1983-09,2.465,
1983-10,2.348,
1983-11,2.569,
1983-12,2.732,
1984-01,2.948,
1984-02,2.863,
1984-03,2.828,
1984-04,3.047,
1984-05,3.069,
1984-06,3.072,
1984-07,3.182,
1984-08,2.883,
1984-09,3.132,
1984-10,3.159,
1984-11,3.140,
1984-12,3.312,
1985-01,3.465,
1985-02,3.583,
1985-03,3.468,
1985-04,3.518,
1985-05,3.608,
1985-06,3.710,
1985-07,3.362,
1985-08,3.191,
1985-09,3.024,
1985-10,3.081,
1985-11,3.152,
1985-12,3.268,
1986-01,3.137,
1986-02,3.012,
1986-03,3.106,
1986-04,3.126,
1986-05,2.961,
1986-06,2.830,
1986-07,2.795,
1986-08,2.855,
1986-09,2.880,
1986-10,2.818,
1986-11,2.725,
1986-12,2.634,
1987-01,2.931,
1987-02,2.595,
1987-03,2.831,
1987-04,2.721,
1987-05,2.841,
1987-06,2.963,
1987-07,2.750,
1987-08,2.753,
1987-09,2.720,
1987-10,3.164,
1987-11,2.591,
1987-12,2.488,
1988-01,2.928,
1988-02,2.593,
1988-03,2.755,
1988-04,2.545,
1988-05,2.771,
1988-06,2.829,
1988-07,2.698,
1988-08,2.716,
1988-09,2.588,
1988-10,2.744,
1988-11,2.609,
1988-12,2.602,
1989-01,2.829,
1989-02,2.642,
1989-03,3.073,
1989-04,2.868,
1989-05,3.024,
1989-06,2.836,
1989-07,2.472,
1989-08,2.517,
1989-09,2.674,
1989-10,2.417,
1989-11,2.373,
1989-12,2.187,
1990-01,1.946,
1990-02,2.036,
1990-03,2.155,
1990-04,1.865,
1990-05,1.658,
1990-06,2.025,
1990-07,1.935,
1990-08,1.895,
1990-09,2.062,
1990-10,1.836,
1990-11,1.835,
1990-12,1.714,
