"",BBK01.QUW538,BBK01.QUW538_FLAGS
"",Foreign branches: Short-term loans and advances to foreign banks / Mexico / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:50:50,
2001-12,0.142,
2002-01,0.047,
2002-02,0.031,
2002-03,0.055,
2002-04,0.077,
2002-05,0.190,
2002-06,0.049,
2002-07,0.013,
2002-08,0.018,
2002-09,0.027,
2002-10,0.016,
2002-11,0.019,
2002-12,0.043,
2003-01,0.072,
2003-02,0.030,
2003-03,0.042,
2003-04,0.030,
2003-05,0.020,
2003-06,0.034,
2003-07,0.191,
2003-08,0.047,
2003-09,0.089,
2003-10,0.047,
2003-11,0.042,
2003-12,0.021,
2004-01,0.075,
2004-02,0.056,
2004-03,0.052,
2004-04,0.118,
2004-05,0.021,
2004-06,0.069,
2004-07,0.062,
2004-08,0.060,
2004-09,.,No value available
2004-10,0.032,
2004-11,0.016,
2004-12,0.086,
2005-01,0.005,
2005-02,0.008,
2005-03,0.046,
2005-04,0.020,
2005-05,0.033,
2005-06,0.027,
2005-07,0.017,
2005-08,0.020,
2005-09,0.037,
2005-10,0.052,
2005-11,0.072,
2005-12,0.066,
2006-01,0.091,
2006-02,0.060,
2006-03,0.093,
2006-04,0.040,
2006-05,0.179,
2006-06,0.135,
2006-07,0.053,
2006-08,0.120,
2006-09,0.874,
2006-10,0.104,
2006-11,0.072,
2006-12,0.330,
2007-01,0.087,
2007-02,0.117,
2007-03,0.075,
2007-04,0.116,
2007-05,0.084,
2007-06,0.071,
2007-07,0.059,
2007-08,0.028,
2007-09,0.034,
2007-10,0.055,
2007-11,0.020,
2007-12,0.052,
2008-01,0.035,
2008-02,0.043,
2008-03,0.094,
2008-04,0.047,
2008-05,0.097,
2008-06,0.025,
2008-07,0.275,
2008-08,0.070,
2008-09,0.019,
2008-10,0.046,
2008-11,0.095,
2008-12,0.049,
2009-01,0.458,
2009-02,0.055,
2009-03,0.079,
2009-04,0.102,
2009-05,0.113,
2009-06,0.080,
2009-07,0.110,
2009-08,0.088,
2009-09,0.085,
2009-10,0.091,
2009-11,0.087,
2009-12,0.054,
2010-01,0.161,
2010-02,0.138,
2010-03,0.122,
2010-04,0.152,
2010-05,0.085,
2010-06,0.076,
2010-07,0.085,
2010-08,0.131,
2010-09,0.924,
2010-10,0.115,
2010-11,0.249,
2010-12,0.118,
2011-01,0.090,
2011-02,0.057,
2011-03,0.142,
2011-04,0.099,
2011-05,0.123,
2011-06,0.210,
2011-07,0.287,
2011-08,0.435,
2011-09,0.732,
2011-10,0.224,
2011-11,0.324,
2011-12,0.328,
2012-01,0.218,
2012-02,0.344,
2012-03,0.435,
2012-04,0.740,
2012-05,0.434,
2012-06,0.871,
2012-07,0.427,
2012-08,0.284,
2012-09,0.298,
2012-10,0.202,
2012-11,0.185,
2012-12,0.241,
2013-01,0.275,
2013-02,0.176,
2013-03,0.172,
2013-04,0.267,
2013-05,0.265,
2013-06,0.320,
2013-07,0.247,
2013-08,0.455,
2013-09,0.441,
2013-10,0.580,
2013-11,0.354,
2013-12,0.318,
2014-01,0.435,
2014-02,0.424,
2014-03,0.401,
2014-04,0.460,
2014-05,0.578,
2014-06,0.478,
2014-07,0.586,
2014-08,0.700,
2014-09,0.681,
2014-10,1.048,
2014-11,0.502,
