"",BBK01.CEF30N,BBK01.CEF30N_FLAGS
"",Debt securities                                  debtor: Total           creditor: Rest of the world,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:37:14,
1999-01,658.0,
1999-04,664.1,
1999-07,683.1,
1999-10,705.0,
2000-01,702.1,
2000-04,756.9,
2000-07,772.2,
2000-10,798.1,
2001-01,873.7,
2001-04,818.2,
2001-07,927.5,
2001-10,873.0,
2002-01,875.6,
2002-04,931.7,
2002-07,1007.4,
2002-10,1038.4,
2003-01,1097.7,
2003-04,1122.4,
2003-07,1080.6,
2003-10,1085.8,
2004-01,1159.0,
2004-04,1149.3,
2004-07,1207.9,
2004-10,1234.9,
2005-01,1293.8,
2005-04,1407.1,
2005-07,1419.0,
2005-10,1415.3,
2006-01,1688.3,
2006-04,1673.4,
2006-07,1693.4,
2006-10,1715.2,
2007-01,1724.2,
2007-04,1706.3,
2007-07,1712.6,
2007-10,1756.1,
2008-01,1801.5,
2008-04,1765.2,
2008-07,1833.5,
2008-10,1894.9,
2009-01,1879.4,
2009-04,1895.3,
2009-07,1905.1,
2009-10,1919.4,
2010-01,1976.3,
2010-04,2016.7,
2010-07,2032.1,
2010-10,1988.0,
2011-01,1954.2,
2011-04,1999.4,
2011-07,2119.1,
2011-10,2093.9,
2012-01,2120.8,
2012-04,2168.3,
2012-07,2157.8,
2012-10,2170.6,
2013-01,2126.0,
2013-04,2069.1,
2013-07,2001.3,
2013-10,1983.6,
2014-01,2004.4,
2014-04,2026.2,
2014-07,2070.0,
