"",BBK01.OUE371,BBK01.OUE371_FLAGS
"",Loans to foreign enterprises and households for over five years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:26,
1999-01,1.524,
1999-02,1.600,
1999-03,1.684,
1999-04,1.758,
1999-05,1.814,
1999-06,1.886,
1999-07,1.849,
1999-08,1.909,
1999-09,1.832,
1999-10,1.876,
1999-11,1.926,
1999-12,1.909,
2000-01,2.104,
2000-02,2.030,
2000-03,1.973,
2000-04,1.986,
2000-05,1.952,
2000-06,1.864,
2000-07,1.928,
2000-08,1.967,
2000-09,1.954,
2000-10,2.021,
2000-11,1.958,
2000-12,1.836,
2001-01,1.787,
2001-02,1.776,
2001-03,1.763,
2001-04,1.760,
2001-05,1.838,
2001-06,1.820,
2001-07,1.850,
2001-08,1.743,
2001-09,1.717,
2001-10,1.810,
2001-11,1.915,
2001-12,1.962,
2002-01,2.033,
2002-02,1.998,
2002-03,2.046,
2002-04,2.155,
2002-05,2.105,
2002-06,1.900,
2002-07,1.959,
2002-08,1.971,
2002-09,1.974,
2002-10,2.071,
2002-11,2.100,
2002-12,2.027,
2003-01,2.042,
2003-02,2.085,
2003-03,2.075,
2003-04,2.084,
2003-05,1.939,
2003-06,1.843,
2003-07,1.858,
2003-08,1.946,
2003-09,2.032,
2003-10,2.077,
2003-11,2.106,
2003-12,1.959,
2004-01,1.998,
2004-02,2.094,
2004-03,2.181,
2004-04,2.137,
2004-05,2.177,
2004-06,2.608,
2004-07,2.566,
2004-08,2.632,
2004-09,2.821,
2004-10,2.727,
2004-11,2.739,
2004-12,2.836,
2005-01,2.854,
2005-02,2.770,
2005-03,2.844,
2005-04,3.699,
2005-05,3.370,
2005-06,3.699,
2005-07,3.423,
2005-08,3.548,
2005-09,3.591,
2005-10,3.872,
2005-11,3.850,
2005-12,3.489,
2006-01,2.701,
2006-02,2.744,
2006-03,2.759,
2006-04,2.768,
2006-05,2.663,
2006-06,2.864,
2006-07,3.209,
2006-08,3.185,
2006-09,3.081,
2006-10,3.257,
2006-11,3.176,
2006-12,3.334,
2007-01,3.603,
2007-02,3.786,
2007-03,3.990,
2007-04,3.983,
2007-05,4.139,
2007-06,4.098,
2007-07,4.470,
2007-08,4.627,
2007-09,4.679,
2007-10,4.835,
2007-11,5.528,
2007-12,5.554,
2008-01,5.542,
2008-02,6.370,
2008-03,6.551,
2008-04,6.716,
2008-05,6.833,
2008-06,6.707,
2008-07,6.676,
2008-08,6.652,
2008-09,6.839,
2008-10,6.620,
2008-11,6.604,
2008-12,6.679,
2009-01,6.946,
2009-02,7.061,
2009-03,7.279,
2009-04,7.230,
2009-05,6.979,
2009-06,6.969,
2009-07,6.894,
2009-08,6.877,
2009-09,6.924,
2009-10,6.903,
2009-11,6.900,
2009-12,6.658,
2010-01,6.573,
2010-02,6.778,
2010-03,6.637,
2010-04,6.569,
2010-05,6.635,
2010-06,6.818,
2010-07,6.791,
2010-08,6.777,
2010-09,6.737,
2010-10,6.387,
2010-11,6.817,
2010-12,6.832,
2011-01,6.688,
2011-02,6.786,
2011-03,6.689,
2011-04,6.416,
2011-05,6.446,
2011-06,7.698,
2011-07,7.851,
2011-08,7.052,
2011-09,7.061,
2011-10,6.951,
2011-11,7.002,
2011-12,7.065,
2012-01,6.990,
2012-02,6.866,
2012-03,6.748,
2012-04,5.158,
2012-05,5.266,
2012-06,5.024,
2012-07,4.975,
2012-08,4.906,
2012-09,4.841,
2012-10,4.782,
2012-11,4.665,
2012-12,4.636,
2013-01,4.564,
2013-02,4.731,
2013-03,4.704,
2013-04,4.641,
2013-05,4.650,
2013-06,4.456,
2013-07,4.380,
2013-08,4.258,
2013-09,4.293,
2013-10,4.149,
2013-11,4.078,
2013-12,4.111,
2014-01,4.126,
2014-02,4.288,
2014-03,4.165,
2014-04,3.744,
2014-05,3.798,
2014-06,3.640,
2014-07,3.910,
2014-08,3.836,
2014-09,3.817,
2014-10,3.801,
2014-11,3.838,
2014-12,3.433,Provisional value
