"",BBK01.PQ1301,BBK01.PQ1301_FLAGS
"","Lending to wholesale and retail trade, repair of motor vehicles, motorcycles and personal and household goods / Savings banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:43,
1968-10,2.744,
1969-01,2.916,
1969-04,3.085,
1969-07,3.133,
1969-10,3.315,
1970-01,3.634,
1970-04,3.734,
1970-07,3.762,
1970-10,3.755,
1971-01,3.951,
1971-04,4.056,
1971-07,4.185,
1971-10,4.286,
1972-01,4.437,
1972-04,4.713,
1972-07,4.797,
1972-10,4.986,
1973-01,5.315,
1973-04,5.535,
1973-07,5.622,
1973-10,5.599,
1974-01,5.911,
1974-04,5.992,
1974-07,5.994,
1974-10,5.804,
1975-01,5.948,
1975-04,6.079,
1975-07,6.062,
1975-10,6.074,
1976-01,6.527,
1976-04,6.848,
1976-07,7.176,
1976-10,7.306,
1977-01,7.784,
1977-04,8.119,
1977-07,8.278,
1977-10,8.341,
1978-01,8.728,
1978-04,9.201,
1978-07,9.468,
1978-10,9.705,
1979-01,10.435,
1979-04,11.004,
1979-07,11.596,
1979-10,11.885,
1980-01,12.647,
1980-04,13.185,
1980-07,13.386,
1980-10,18.337,
1981-01,19.465,
1981-04,19.781,
1981-07,19.998,
1981-10,19.813,
1982-01,20.253,
1982-04,20.634,
1982-07,20.840,
1982-10,20.600,
1983-01,20.817,
1983-04,21.145,
1983-07,21.632,
1983-10,21.886,
1984-01,22.596,
1984-04,23.119,
1984-07,23.539,
1984-10,23.422,
1985-01,24.419,
1985-04,24.672,
1985-07,24.693,
1985-10,24.316,
1986-01,24.989,
1986-04,25.059,
1986-07,25.069,
1986-10,24.764,
1987-01,25.337,
1987-04,25.495,
1987-07,25.714,
1987-10,25.427,
1988-01,26.006,
1988-04,26.431,
1988-07,26.942,
1988-10,26.812,
1989-01,27.694,
1989-04,28.289,
1989-07,28.592,
1989-10,28.676,
1990-01,29.582,
1990-04,30.055,
1990-07,30.032,
1990-10,30.285,
1991-01,31.596,
1991-04,32.690,
1991-07,33.662,
1991-10,34.284,
1992-01,35.215,
1992-04,36.309,
1992-07,37.044,
1992-10,37.228,
1993-01,37.803,
1993-04,38.461,
1993-07,39.255,
1993-10,39.749,
1994-01,40.145,
1994-04,41.025,
1994-07,41.653,
1994-10,41.942,
1995-01,43.575,
1995-04,43.870,
1995-07,44.515,
1995-10,44.598,
1996-01,44.837,
1996-04,45.432,
1996-07,45.766,
1996-10,46.014,
1997-01,46.135,
1997-04,46.417,
1997-07,47.159,
1997-10,47.495,
1998-01,47.283,
1998-04,48.025,
1998-07,48.537,
1998-10,48.983,
1999-01,45.992,
1999-04,46.057,
1999-07,46.753,
1999-10,46.866,
2000-01,47.267,
2000-04,47.908,
2000-07,48.088,
2000-10,48.123,
2001-01,48.395,
2001-04,48.666,
2001-07,50.035,
2001-10,49.524,
2002-01,49.346,
2002-04,49.018,
2002-07,48.524,
2002-10,48.119,
2003-01,47.211,
2003-04,46.586,
2003-07,45.844,
2003-10,44.576,
2004-01,44.172,
2004-04,43.635,
2004-07,42.974,
2004-10,41.668,
2005-01,41.385,
2005-04,41.025,
2005-07,40.756,
2005-10,40.466,
2006-01,40.096,
2006-04,39.945,
2006-07,39.708,
2006-10,39.087,
2007-01,39.051,
2007-04,39.318,
2007-07,39.337,
2007-10,39.742,
2008-01,39.668,
2008-04,39.693,
2008-07,39.962,
2008-10,39.966,
2009-01,38.811,
2009-04,38.705,
2009-07,38.356,
2009-10,37.568,
2010-01,37.138,
2010-04,37.101,
2010-07,37.177,
2010-10,36.779,
2011-01,37.092,
2011-04,37.000,
2011-07,37.155,
2011-10,36.628,
2012-01,36.919,
2012-04,37.012,
2012-07,37.196,
2012-10,36.578,
2013-01,36.839,
2013-04,36.504,
2013-07,36.499,
2013-10,35.909,
2014-01,35.687,
2014-04,35.659,
2014-07,35.677,
2014-10,35.312,
