"",BBK01.WU5011,BBK01.WU5011_FLAGS
"",Exchange rates on the Frankfurt exchange / ffrs 100 = DM .../ up to December 1959 / France,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:19:15,
1953-05,1.1948,
1953-06,1.1913,
1953-07,1.1953,
1953-08,1.1985,
1953-09,1.1969,
1953-10,1.1928,
1953-11,1.1948,
1953-12,1.1932,
1954-01,1.1936,
1954-02,1.1933,
1954-03,1.1919,
1954-04,1.1922,
1954-05,1.1926,
1954-06,1.1951,
1954-07,1.1936,
1954-08,1.1940,
1954-09,1.2003,
1954-10,1.1994,
1954-11,1.2000,
1954-12,1.2008,
1955-01,1.2041,
1955-02,1.2063,
1955-03,1.2075,
1955-04,1.2007,
1955-05,1.2002,
1955-06,1.1983,
1955-07,1.1998,
1955-08,1.2017,
1955-09,1.2000,
1955-10,1.1939,
1955-11,1.1960,
1955-12,1.1945,
1956-01,1.1914,
1956-02,1.1925,
1956-03,1.1914,
1956-04,1.1913,
1956-05,1.1911,
1956-06,1.1911,
1956-07,1.1912,
1956-08,1.1912,
1956-09,1.1911,
1956-10,1.1911,
1956-11,1.1911,
1956-12,1.1911,
1957-01,1.1912,
1957-02,1.1911,
1957-03,1.1911,
1957-04,1.1911,
1957-05,1.1911,
1957-06,1.1911,
1957-07,1.1911,
1957-08,1.0634,
1957-09,0.9960,
1957-10,0.9948,
1957-11,0.9955,
1957-12,0.9996,
1958-01,1.0004,
1958-02,0.9975,
1958-03,0.9948,
1958-04,0.9937,
1958-05,0.9928,
1958-06,0.9939,
1958-07,0.9948,
1958-08,0.9964,
1958-09,0.9954,
1958-10,0.9934,
1958-11,0.9930,
1958-12,0.9753,
1959-01,0.8520,
1959-02,0.8524,
1959-03,0.8530,
1959-04,0.8529,
1959-05,0.8531,
1959-06,0.8524,
1959-07,0.8523,
1959-08,0.8533,
1959-09,0.8530,
1959-10,0.8513,
1959-11,0.8503,
1959-12,0.8501,
"","General: Average calculated from daily quotations. From 4 May 1953 to 31 December 1959 official quotation on the Frankfurt exchange. Currency conversion with effect from 1 January 1960: ffrs 100 = NF 1 (french New Franc). Rates from 1960, see wu5012.",
