"",BBK01.OUA369,BBK01.OUA369_FLAGS
"",Loans to foreign enterprises and households for up to and including one year / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:14,
1999-01,47.543,
1999-02,44.108,
1999-03,46.617,
1999-04,49.618,
1999-05,53.182,
1999-06,45.685,
1999-07,50.463,
1999-08,47.677,
1999-09,50.338,
1999-10,53.880,
1999-11,55.068,
1999-12,50.140,
2000-01,53.957,
2000-02,57.075,
2000-03,60.518,
2000-04,66.339,
2000-05,62.370,
2000-06,49.961,
2000-07,50.290,
2000-08,57.328,
2000-09,59.661,
2000-10,62.239,
2000-11,65.481,
2000-12,68.598,
2001-01,75.898,
2001-02,79.673,
2001-03,95.294,
2001-04,102.072,
2001-05,100.626,
2001-06,95.027,
2001-07,90.615,
2001-08,92.050,
2001-09,96.381,
2001-10,98.480,
2001-11,108.322,
2001-12,96.945,
2002-01,100.768,
2002-02,101.254,
2002-03,110.450,
2002-04,105.842,
2002-05,109.224,
2002-06,103.054,
2002-07,99.216,
2002-08,96.963,
2002-09,106.047,
2002-10,106.581,
2002-11,108.544,
2002-12,90.453,
2003-01,89.180,
2003-02,107.285,
2003-03,109.153,
2003-04,121.886,
2003-05,122.556,
2003-06,112.416,
2003-07,103.376,
2003-08,99.491,
2003-09,108.657,
2003-10,104.123,
2003-11,116.138,
2003-12,108.220,
2004-01,115.844,
2004-02,124.523,
2004-03,132.244,
2004-04,135.819,
2004-05,121.934,
2004-06,123.227,
2004-07,125.179,
2004-08,132.277,
2004-09,139.511,
2004-10,136.581,
2004-11,154.890,
2004-12,133.275,
2005-01,149.042,
2005-02,149.837,
2005-03,136.100,
2005-04,165.448,
2005-05,152.367,
2005-06,139.143,
2005-07,142.202,
2005-08,141.902,
2005-09,140.160,
2005-10,141.814,
2005-11,147.999,
2005-12,129.953,
2006-01,150.947,
2006-02,142.188,
2006-03,138.054,
2006-04,157.944,
2006-05,152.781,
2006-06,148.318,
2006-07,152.940,
2006-08,156.070,
2006-09,157.804,
2006-10,162.356,
2006-11,166.304,
2006-12,152.466,
2007-01,174.062,
2007-02,175.484,
2007-03,178.825,
2007-04,188.945,
2007-05,189.907,
2007-06,188.862,
2007-07,182.065,
2007-08,192.976,
2007-09,196.904,
2007-10,192.823,
2007-11,209.335,
2007-12,194.117,
2008-01,212.189,
2008-02,222.435,
2008-03,224.399,
2008-04,223.835,
2008-05,227.506,
2008-06,191.151,
2008-07,193.763,
2008-08,200.532,
2008-09,200.719,
2008-10,206.195,
2008-11,179.989,
2008-12,149.210,
2009-01,151.803,
2009-02,139.088,
2009-03,132.917,
2009-04,145.104,
2009-05,141.605,
2009-06,141.029,
2009-07,135.191,
2009-08,129.184,
2009-09,123.610,
2009-10,125.543,
2009-11,122.803,
2009-12,115.963,
2010-01,120.130,
2010-02,121.638,
2010-03,118.666,
2010-04,143.070,
2010-05,155.421,
2010-06,133.768,
2010-07,129.590,
2010-08,132.981,
2010-09,116.556,
2010-10,112.547,
2010-11,127.049,
2010-12,109.897,
2011-01,111.644,
2011-02,115.061,
2011-03,106.808,
2011-04,126.802,
2011-05,129.039,
2011-06,117.820,
2011-07,118.805,
2011-08,126.886,
2011-09,124.180,
2011-10,112.432,
2011-11,113.029,
2011-12,100.736,
2012-01,100.377,
2012-02,98.564,
2012-03,115.295,
2012-04,121.598,
2012-05,118.639,
2012-06,108.234,
2012-07,112.590,
2012-08,114.494,
2012-09,115.200,
2012-10,114.955,
2012-11,125.456,
2012-12,103.781,
2013-01,109.220,
2013-02,109.276,
2013-03,115.371,
2013-04,117.211,
2013-05,116.443,
2013-06,108.690,
2013-07,107.784,
2013-08,106.852,
2013-09,100.979,
2013-10,100.708,
2013-11,107.057,
2013-12,98.760,
2014-01,109.045,
2014-02,111.478,
2014-03,107.089,
2014-04,116.455,
2014-05,114.056,
2014-06,114.841,
2014-07,120.268,
2014-08,115.603,
2014-09,108.839,
2014-10,107.430,
2014-11,110.967,
2014-12,89.101,Provisional value
