"",BBDE1.M.DE.Y.AEB1.A2R240050.F.V.I10.A,BBDE1.M.DE.Y.AEB1.A2R240050.F.V.I10.A_FLAGS
"","Orders received from the domestic market / At current prices, flows / Germany / 24+25 Manufacture of basic metals and fabricated metal products, except machinery and equipment / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:38,
1991-01,71.4,
1991-02,72.2,
1991-03,70.3,
1991-04,69.1,
1991-05,68.5,
1991-06,68.6,
1991-07,66.5,
1991-08,67.7,
1991-09,67.7,
1991-10,68.3,
1991-11,69.5,
1991-12,70.5,
1992-01,73.2,
1992-02,73.2,
1992-03,70.1,
1992-04,70.1,
1992-05,69.3,
1992-06,67.5,
1992-07,65.7,
1992-08,66.7,
1992-09,65.7,
1992-10,62.7,
1992-11,61.6,
1992-12,60.8,
1993-01,62.0,
1993-02,60.6,
1993-03,59.1,
1993-04,59.4,
1993-05,59.6,
1993-06,58.5,
1993-07,58.8,
1993-08,58.1,
1993-09,60.7,
1993-10,60.9,
1993-11,61.8,
1993-12,61.9,
1994-01,60.6,
1994-02,61.9,
1994-03,64.2,
1994-04,66.4,
1994-05,66.6,
1994-06,67.4,
1994-07,67.1,
1994-08,69.1,
1994-09,70.9,
1994-10,70.2,
1994-11,70.7,
1994-12,73.4,
1995-01,67.6,
1995-02,71.0,
1995-03,70.3,
1995-04,69.1,
1995-05,67.3,
1995-06,66.7,
1995-07,65.6,
1995-08,65.3,
1995-09,66.0,
1995-10,64.3,
1995-11,63.1,
1995-12,62.7,
1996-01,63.5,
1996-02,60.4,
1996-03,61.1,
1996-04,61.8,
1996-05,63.1,
1996-06,63.4,
1996-07,62.7,
1996-08,63.4,
1996-09,63.5,
1996-10,63.0,
1996-11,63.2,
1996-12,64.9,
1997-01,62.0,
1997-02,63.9,
1997-03,65.6,
1997-04,64.7,
1997-05,66.0,
1997-06,67.3,
1997-07,68.8,
1997-08,67.3,
1997-09,67.3,
1997-10,69.7,
1997-11,70.7,
1997-12,70.3,
1998-01,70.6,
1998-02,70.0,
1998-03,71.5,
1998-04,73.5,
1998-05,70.3,
1998-06,71.5,
1998-07,67.6,
1998-08,69.7,
1998-09,66.3,
1998-10,66.9,
1998-11,65.8,
1998-12,65.1,
1999-01,66.4,
1999-02,64.2,
1999-03,65.1,
1999-04,65.1,
1999-05,65.5,
1999-06,66.1,
1999-07,67.9,
1999-08,68.5,
