"",BBK01.QU2122,BBK01.QU2122_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Netherlands / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:10:52,
1968-12,0.315,
1969-01,.,No value available
1969-02,.,No value available
1969-03,.,No value available
1969-04,.,No value available
1969-05,.,No value available
1969-06,.,No value available
1969-07,.,No value available
1969-08,.,No value available
1969-09,.,No value available
1969-10,.,No value available
1969-11,.,No value available
1969-12,0.481,
1970-01,.,No value available
1970-02,.,No value available
1970-03,.,No value available
1970-04,.,No value available
1970-05,.,No value available
1970-06,.,No value available
1970-07,.,No value available
1970-08,.,No value available
1970-09,.,No value available
1970-10,.,No value available
1970-11,.,No value available
1970-12,0.637,
1971-01,.,No value available
1971-02,.,No value available
1971-03,.,No value available
1971-04,.,No value available
1971-05,.,No value available
1971-06,.,No value available
1971-07,.,No value available
1971-08,.,No value available
1971-09,.,No value available
1971-10,.,No value available
1971-11,.,No value available
1971-12,0.669,
1972-01,.,No value available
1972-02,.,No value available
1972-03,.,No value available
1972-04,.,No value available
1972-05,.,No value available
1972-06,.,No value available
1972-07,.,No value available
1972-08,.,No value available
1972-09,.,No value available
1972-10,.,No value available
1972-11,.,No value available
1972-12,0.889,
1973-01,.,No value available
1973-02,.,No value available
1973-03,.,No value available
1973-04,.,No value available
1973-05,.,No value available
1973-06,.,No value available
1973-07,.,No value available
1973-08,.,No value available
1973-09,.,No value available
1973-10,.,No value available
1973-11,.,No value available
1973-12,0.714,
1974-01,.,No value available
1974-02,.,No value available
1974-03,.,No value available
1974-04,.,No value available
1974-05,.,No value available
1974-06,.,No value available
1974-07,.,No value available
1974-08,.,No value available
1974-09,.,No value available
1974-10,.,No value available
1974-11,.,No value available
1974-12,0.885,
1975-01,.,No value available
1975-02,.,No value available
1975-03,.,No value available
1975-04,.,No value available
1975-05,.,No value available
1975-06,.,No value available
1975-07,.,No value available
1975-08,.,No value available
1975-09,.,No value available
1975-10,.,No value available
1975-11,.,No value available
1975-12,1.428,
1976-01,1.178,
1976-02,1.403,
1976-03,1.458,
1976-04,1.194,
1976-05,1.262,
1976-06,1.142,
1976-07,1.078,
1976-08,1.132,
1976-09,1.142,
1976-10,1.215,
1976-11,1.210,
1976-12,1.731,
1977-01,1.235,
1977-02,1.299,
1977-03,1.146,
1977-04,1.199,
1977-05,1.142,
1977-06,1.074,
1977-07,1.098,
1977-08,1.055,
1977-09,1.135,
1977-10,1.130,
1977-11,1.325,
1977-12,1.420,
1978-01,1.236,
1978-02,1.178,
1978-03,1.323,
1978-04,1.237,
1978-05,1.296,
1978-06,1.260,
1978-07,1.259,
1978-08,1.263,
1978-09,1.276,
1978-10,1.227,
1978-11,1.271,
1978-12,1.736,
1979-01,1.580,
1979-02,1.526,
1979-03,1.315,
1979-04,1.302,
1979-05,1.218,
1979-06,1.350,
1979-07,1.181,
1979-08,1.148,
1979-09,1.162,
1979-10,1.137,
1979-11,1.294,
1979-12,1.380,
1980-01,1.215,
1980-02,1.439,
1980-03,1.242,
1980-04,1.326,
1980-05,1.338,
1980-06,1.481,
1980-07,1.263,
1980-08,1.387,
1980-09,1.187,
1980-10,1.279,
1980-11,1.300,
1980-12,1.410,
1981-01,1.234,
1981-02,1.385,
1981-03,1.499,
1981-04,1.406,
1981-05,1.502,
1981-06,1.365,
1981-07,1.295,
1981-08,1.337,
1981-09,1.327,
1981-10,1.259,
1981-11,1.271,
1981-12,1.365,
1982-01,1.308,
1982-02,1.250,
1982-03,1.274,
1982-04,1.332,
1982-05,1.297,
1982-06,1.300,
1982-07,1.360,
1982-08,1.394,
1982-09,1.340,
1982-10,1.331,
1982-11,1.275,
1982-12,1.409,
1983-01,1.270,
1983-02,1.221,
1983-03,1.200,
1983-04,1.287,
1983-05,1.272,
1983-06,1.368,
1983-07,1.233,
1983-08,1.293,
1983-09,1.262,
1983-10,1.377,
1983-11,1.294,
1983-12,1.461,
1984-01,1.304,
1984-02,1.287,
1984-03,1.359,
1984-04,1.522,
1984-05,1.529,
1984-06,1.437,
1984-07,1.382,
1984-08,1.277,
1984-09,1.408,
1984-10,1.506,
1984-11,1.392,
1984-12,1.471,
1985-01,1.417,
1985-02,1.478,
1985-03,1.345,
1985-04,1.482,
1985-05,1.518,
1985-06,1.632,
1985-07,1.634,
1985-08,1.641,
1985-09,1.606,
1985-10,1.536,
1985-11,1.543,
1985-12,1.798,
1986-01,1.454,
1986-02,1.586,
1986-03,1.652,
1986-04,1.723,
1986-05,1.925,
1986-06,1.894,
1986-07,1.855,
1986-08,1.841,
1986-09,1.921,
1986-10,1.821,
1986-11,1.832,
1986-12,1.891,
1987-01,1.883,
1987-02,1.889,
1987-03,1.748,
1987-04,1.952,
1987-05,2.083,
1987-06,2.271,
1987-07,2.047,
1987-08,2.048,
1987-09,2.084,
1987-10,2.147,
1987-11,2.182,
1987-12,2.190,
1988-01,2.294,
1988-02,2.436,
1988-03,2.377,
1988-04,2.683,
1988-05,2.561,
1988-06,2.566,
1988-07,2.606,
1988-08,2.846,
1988-09,2.865,
1988-10,2.719,
1988-11,2.569,
1988-12,2.763,
1989-01,2.660,
1989-02,2.627,
1989-03,2.912,
1989-04,2.924,
1989-05,3.039,
1989-06,3.262,
1989-07,2.841,
1989-08,3.289,
1989-09,3.139,
1989-10,2.964,
1989-11,2.952,
1989-12,3.237,
1990-01,3.146,
1990-02,3.177,
1990-03,3.417,
1990-04,3.284,
1990-05,3.244,
1990-06,3.471,
1990-07,3.082,
1990-08,3.471,
1990-09,3.496,
1990-10,3.268,
1990-11,3.219,
1990-12,3.940,
1991-01,3.838,
1991-02,3.996,
1991-03,4.577,
1991-04,4.269,
1991-05,4.169,
1991-06,4.311,
1991-07,4.221,
1991-08,4.419,
1991-09,4.369,
1991-10,4.216,
1991-11,4.128,
1991-12,4.531,
1992-01,5.264,
1992-02,4.775,
1992-03,5.274,
1992-04,5.636,
1992-05,5.509,
1992-06,5.519,
1992-07,5.720,
1992-08,5.622,
1992-09,6.236,
1992-10,5.626,
1992-11,5.964,
1992-12,5.324,
1993-01,5.898,
1993-02,6.269,
1993-03,6.459,
1993-04,6.486,
1993-05,5.887,
1993-06,6.207,
1993-07,5.981,
1993-08,6.428,
1993-09,5.718,
1993-10,6.366,
1993-11,6.382,
1993-12,6.127,
1994-01,7.116,
1994-02,6.564,
1994-03,6.586,
1994-04,6.364,
1994-05,6.580,
1994-06,6.784,
1994-07,6.436,
1994-08,6.087,
1994-09,6.522,
1994-10,5.962,
1994-11,6.898,
1994-12,6.530,
1995-01,5.892,
1995-02,6.859,
1995-03,6.913,
1995-04,6.284,
1995-05,6.717,
1995-06,7.383,
1995-07,6.520,
1995-08,6.821,
1995-09,6.165,
1995-10,8.390,
1995-11,8.752,
1995-12,7.066,
1996-01,7.066,
1996-02,6.988,
1996-03,7.747,
1996-04,7.999,
1996-05,7.166,
1996-06,6.339,
1996-07,6.676,
1996-08,7.393,
1996-09,7.420,
1996-10,7.259,
1996-11,7.884,
1996-12,7.837,
1997-01,9.178,
1997-02,9.507,
1997-03,9.651,
1997-04,8.975,
1997-05,9.662,
1997-06,9.133,
1997-07,8.594,
1997-08,10.308,
1997-09,9.584,
1997-10,9.669,
1997-11,10.319,
1997-12,10.216,
1998-01,10.611,
1998-02,10.785,
1998-03,13.029,
1998-04,12.065,
1998-05,12.373,
1998-06,14.815,
1998-07,12.202,
1998-08,12.003,
1998-09,14.773,
1998-10,14.418,
1998-11,15.708,
1998-12,12.213,
1999-01,19.719,
1999-02,16.050,
1999-03,17.864,
1999-04,17.124,
1999-05,17.986,
1999-06,18.788,
1999-07,16.762,
1999-08,18.314,
1999-09,20.068,
1999-10,19.650,
1999-11,22.103,
1999-12,14.674,
2000-01,16.617,
2000-02,15.322,
2000-03,21.231,
2000-04,24.452,
2000-05,27.953,
2000-06,20.191,
2000-07,22.855,
2000-08,26.214,
2000-09,21.335,
2000-10,21.274,
2000-11,26.077,
2000-12,20.073,
2001-01,25.679,
2001-02,33.278,
2001-03,31.284,
2001-04,36.329,
2001-05,34.277,
2001-06,27.951,
2001-07,28.755,
2001-08,28.951,
2001-09,26.392,
2001-10,28.265,
2001-11,30.555,
2001-12,22.677,
2002-01,20.184,
2002-02,19.099,
2002-03,22.420,
2002-04,28.966,
2002-05,27.980,
2002-06,19.447,
2002-07,19.258,
2002-08,18.404,
2002-09,17.321,
2002-10,16.314,
2002-11,17.552,
2002-12,15.235,
2003-01,15.557,
2003-02,21.437,
2003-03,22.034,
2003-04,21.123,
2003-05,21.459,
2003-06,18.001,
2003-07,19.040,
2003-08,21.094,
2003-09,18.354,
2003-10,22.286,
2003-11,18.107,
2003-12,14.626,
2004-01,16.619,
2004-02,18.535,
2004-03,25.584,
2004-04,30.207,
2004-05,26.180,
2004-06,17.300,
2004-07,16.513,
2004-08,18.083,
2004-09,16.065,
2004-10,17.137,
2004-11,16.243,
2004-12,17.254,
2005-01,24.791,
2005-02,24.393,
2005-03,23.421,
2005-04,36.427,
2005-05,32.350,
2005-06,20.003,
2005-07,18.608,
2005-08,18.747,
2005-09,17.492,
2005-10,17.892,
2005-11,16.396,
2005-12,15.124,
2006-01,20.359,
2006-02,20.018,
2006-03,18.415,
2006-04,26.671,
2006-05,28.265,
2006-06,23.486,
2006-07,21.130,
