"",BBK01.TVD444,BBK01.TVD444_FLAGS
2008-02,-266,
2008-03,709,
2008-04,-2251,
2008-05,1374,
2008-06,1076,
2008-07,-2617,
2008-08,1070,
2008-09,1291,
2008-10,-2007,
2008-11,-1131,
2008-12,430,
2009-01,-1826,
2009-02,-341,
2009-03,-648,
2009-04,372,
2009-05,4427,
2009-06,4128,
2009-07,-5989,
2009-08,1871,
2009-09,-2322,
2009-10,487,
2009-11,939,
2009-12,-1942,
2010-01,-918,
2010-02,-557,
2010-03,-372,
2010-04,-534,
2010-05,788,
2010-06,222,
2010-07,-1213,
2010-08,741,
2010-09,330,
2010-10,13429,
2010-11,7128,
2010-12,-2527,
2011-01,-1634,
2011-02,723,
2011-03,-1587,
2011-04,-2253,
2011-05,1003,
2011-06,3480,
2011-07,-2665,
2011-08,1141,
2011-09,4029,
2011-10,-2904,
2011-11,-2057,
2011-12,2017,
2012-01,3037,
2012-02,4355,
2012-03,-9652,
2012-04,172,
2012-05,-1903,
2012-06,2347,
2012-07,-3831,
2012-08,-2268,
2012-09,-779,
2012-10,-18,
2012-11,5,
2012-12,-712,
2013-01,-1950,
2013-02,-415,
2013-03,-182,
2013-04,-1583,
2013-05,682,
2013-06,-561,
2013-07,1541,
2013-08,-6775,
2013-09,-1328,
2013-10,-1490,
2013-11,387,
2013-12,1699,
2014-01,-4249,
2014-02,1123,
2014-03,-294,
2014-04,1502,
2014-05,-2259,
2014-06,1866,
2014-07,-1022,
2014-08,-1149,
2014-09,843,
2014-10,-320,
2014-11,-554,
2014-12,3255,
2015-01,436,
