"",BBK01.OUG198,BBK01.OUG198_FLAGS
"",Time deposits of domestic government / for more than one year up to and including two years / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:34,
1999-01,0.003,
1999-02,0.012,
1999-03,0.024,
1999-04,0.022,
1999-05,0.014,
1999-06,0.010,
1999-07,0.016,
1999-08,0.054,
1999-09,0.044,
1999-10,0.013,
1999-11,0.039,
1999-12,0.063,
2000-01,0.405,
2000-02,0.405,
2000-03,0.418,
2000-04,0.422,
2000-05,0.422,
2000-06,0.422,
2000-07,0.422,
2000-08,0.423,
2000-09,0.425,
2000-10,0.410,
2000-11,0.410,
2000-12,0.411,
2001-01,0.411,
2001-02,0.413,
2001-03,0.402,
2001-04,0.401,
2001-05,0.401,
2001-06,0.376,
2001-07,0.169,
2001-08,0.169,
2001-09,0.169,
2001-10,0.167,
2001-11,0.142,
2001-12,0.142,
2002-01,0.044,
2002-02,0.044,
2002-03,0.044,
2002-04,0.041,
2002-05,0.041,
2002-06,0.045,
2002-07,0.041,
2002-08,0.041,
2002-09,0.042,
2002-10,0.042,
2002-11,0.051,
2002-12,0.042,
2003-01,0.042,
2003-02,0.042,
2003-03,0.041,
2003-04,0.041,
2003-05,0.041,
2003-06,0.041,
2003-07,0.001,
2003-08,0.001,
2003-09,0.001,
2003-10,0.001,
2003-11,0.001,
2003-12,0.003,
2004-01,0.003,
2004-02,0.008,
2004-03,0.003,
2004-04,0.003,
2004-05,0.003,
2004-06,0.004,
2004-07,0.004,
2004-08,0.004,
2004-09,0.003,
2004-10,0.027,
2004-11,0.009,
2004-12,0.002,
2005-01,0.001,
2005-02,0.001,
2005-03,0.001,
2005-04,0.001,
2005-05,0.001,
2005-06,0.001,
2005-07,0.001,
2005-08,0.001,
2005-09,0.003,
2005-10,0.001,
2005-11,0.001,
2005-12,0.002,
2006-01,0.002,
2006-02,0.002,
2006-03,0.001,
2006-04,0.017,
2006-05,0.036,
2006-06,0.004,
2006-07,0.004,
2006-08,0.004,
2006-09,0.215,
2006-10,0.223,
2006-11,0.215,
2006-12,0.455,
2007-01,0.505,
2007-02,0.505,
2007-03,0.505,
2007-04,0.502,
2007-05,0.502,
2007-06,0.892,
2007-07,0.941,
2007-08,0.941,
2007-09,0.941,
2007-10,0.930,
2007-11,0.956,
2007-12,1.206,
2008-01,0.916,
2008-02,0.918,
2008-03,1.918,
2008-04,1.918,
2008-05,1.936,
2008-06,2.493,
2008-07,2.466,
2008-08,2.420,
2008-09,2.432,
2008-10,2.241,
2008-11,2.218,
2008-12,1.670,
2009-01,1.673,
2009-02,1.886,
2009-03,1.267,
2009-04,1.368,
2009-05,1.380,
2009-06,1.164,
2009-07,1.285,
2009-08,1.283,
2009-09,1.297,
2009-10,1.288,
2009-11,1.306,
2009-12,1.255,
2010-01,1.251,
2010-02,1.251,
2010-03,1.219,
2010-04,1.118,
2010-05,1.090,
2010-06,0.652,
2010-07,0.318,
2010-08,0.315,
2010-09,0.303,
2010-10,0.301,
2010-11,0.298,
2010-12,0.300,
2011-01,0.301,
2011-02,0.108,
2011-03,0.115,
2011-04,0.128,
2011-05,0.133,
2011-06,0.212,
2011-07,0.606,
2011-08,0.624,
2011-09,0.621,
2011-10,0.725,
2011-11,0.737,
2011-12,0.736,
2012-01,0.735,
2012-02,0.726,
2012-03,0.709,
2012-04,0.685,
2012-05,0.690,
2012-06,1.032,
2012-07,0.643,
2012-08,0.648,
2012-09,0.637,
2012-10,0.538,
2012-11,0.528,
2012-12,0.517,
2013-01,0.514,
2013-02,0.508,
2013-03,0.642,
2013-04,0.645,
2013-05,0.683,
2013-06,0.770,
2013-07,0.325,
2013-08,0.316,
2013-09,0.313,
2013-10,0.353,
2013-11,0.367,
2013-12,0.484,
2014-01,0.490,
2014-02,0.570,
2014-03,0.587,
2014-04,0.651,
2014-05,0.640,
2014-06,0.646,
2014-07,0.623,
2014-08,0.620,
2014-09,0.549,
2014-10,0.543,
2014-11,0.536,
2014-12,1.136,Provisional value
