"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.FL._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.FL._Z._T._X.N_FLAGS
2001-03,25852.959,
2001-04,-1530.718,
2001-05,3682.076,
2001-06,-1052.961,
2001-07,-14108.154,
2001-08,-2521.221,
2001-09,-116.647,
2001-10,1227.621,
2001-11,-14980.246,
2001-12,8310.342,
2002-01,-8439.474,
2002-02,4590.878,
2002-03,638.743,
2002-04,-2365.408,
2002-05,-11485.631,
2002-06,1919.231,
2002-07,-2126.854,
2002-08,-4456.180,
2002-09,6978.106,
2002-10,2866.553,
2002-11,-5863.779,
2002-12,-5209.894,
2003-01,8836.226,
2003-02,1325.860,
2003-03,8475.557,
2003-04,-812.100,
2003-05,-2315.417,
2003-06,-4070.422,
2003-07,1779.270,
2003-08,-4504.096,
2003-09,4098.841,
2003-10,-508.715,
2003-11,15.869,
2003-12,-5440.818,
2004-01,8413.561,
2004-02,-4509.282,
2004-03,6078.612,
2004-04,-3084.896,
2004-05,307.594,
2004-06,5283.956,
2004-07,-334.016,
2004-08,755.637,
2004-09,5159.928,
2004-10,-1301.798,
2004-11,-3380.289,
2004-12,-8031.599,
2005-01,571.716,
2005-02,2925.662,
2005-03,6210.523,
2005-04,1329.012,
2005-05,-832.173,
2005-06,7881.224,
2005-07,-1257.826,
2005-08,-839.058,
2005-09,4797.999,
2005-10,-400.333,
2005-11,3253.900,
2005-12,-553.643,
2006-01,124.709,
2006-02,8244.265,
2006-03,8870.230,
2006-04,4720.838,
2006-05,-2456.293,
2006-06,1443.115,
2006-07,-2262.218,
2006-08,-2448.928,
2006-09,4967.486,
2006-10,3902.688,
2006-11,-2774.852,
2006-12,-3358.720,
2007-01,11364.702,
2007-02,-3782.004,
2007-03,6864.327,
2007-04,713.916,
2007-05,5901.840,
2007-06,-537.155,
2007-07,2844.162,
2007-08,1165.233,
2007-09,10866.921,
2007-10,-745.416,
2007-11,-3750.924,
2007-12,-6564.884,
2008-01,223.743,
2008-02,6836.860,
2008-03,5152.005,
2008-04,9281.358,
2008-05,-548.816,
2008-06,4093.360,
2008-07,-236.159,
2008-08,-4914.059,
2008-09,11210.896,
2008-10,6128.728,
2008-11,3640.282,
2008-12,-8355.327,
2009-01,-1277.481,
2009-02,-3314.865,
2009-03,6608.566,
2009-04,-3226.125,
2009-05,1733.434,
2009-06,738.564,
2009-07,-2460.825,
2009-08,-3460.888,
2009-09,1782.725,
2009-10,6086.434,
2009-11,2603.137,
2009-12,1709.486,
2010-01,1861.458,
2010-02,2116.675,
2010-03,11407.088,
2010-04,-4366.569,
2010-05,9838.851,
2010-06,13370.219,
2010-07,-4933.185,
2010-08,-3754.798,
2010-09,5732.792,
2010-10,769.944,
2010-11,4481.418,
2010-12,-2901.289,
2011-01,2955.254,
2011-02,2688.714,
2011-03,7028.767,
2011-04,1470.744,
2011-05,1400.555,
2011-06,-1510.414,
2011-07,-1311.999,
2011-08,-2247.913,
2011-09,4146.812,
2011-10,-2990.711,
2011-11,-3747.613,
2011-12,7068.998,
2012-01,-2072.794,
2012-02,4114.932,
2012-03,7906.197,
2012-04,-3217.941,
2012-05,1371.919,
2012-06,9458.939,
2012-07,-2302.013,
2012-08,-2548.620,
2012-09,1930.800,
2012-10,-4393.900,
2012-11,11544.503,
2012-12,-106.908,
2013-01,-5039.786,
2013-02,-1122.100,
2013-03,10311.676,
2013-04,12140.436,
2013-05,-1234.305,
2013-06,8796.724,
2013-07,-11212.028,
2013-08,3578.980,
2013-09,5226.178,
2013-10,-14605.122,
2013-11,6549.478,
2013-12,5113.375,
2014-01,-7138.436,
2014-02,6762.158,Provisional value
2014-03,7479.214,Provisional value
2014-04,8548.443,Provisional value
2014-05,-5116.120,Provisional value
2014-06,1007.118,Provisional value
2014-07,-1525.902,Provisional value
2014-08,114.716,Provisional value
2014-09,8583.484,
2014-10,-4685.916,
2014-11,-1531.385,
2014-12,5569.730,Provisional value
