"",BBNZ1.Q.DE.N.H.0050.A,BBNZ1.Q.DE.N.H.0050.A_FLAGS
"","Germany / National accounts / Origin of GDP / Agriculture, forestry and fishing / Chain-linked index",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:22,
1991-01,136.53,
1991-04,146.80,
1991-07,156.35,
1991-10,145.33,
1992-01,132.84,
1992-04,142.53,
1992-07,152.87,
1992-10,141.00,
1993-01,119.17,
1993-04,127.78,
1993-07,137.89,
1993-10,127.61,
1994-01,87.06,
1994-04,93.72,
1994-07,100.31,
1994-10,93.13,
1995-01,88.72,
1995-04,96.12,
1995-07,103.55,
1995-10,95.71,
1996-01,92.75,
1996-04,99.28,
1996-07,105.97,
1996-10,99.99,
1997-01,95.47,
1997-04,99.01,
1997-07,106.23,
1997-10,100.64,
1998-01,90.78,
1998-04,97.39,
1998-07,104.85,
1998-10,100.54,
1999-01,100.09,
1999-04,107.37,
1999-07,114.08,
1999-10,105.44,
2000-01,96.96,
2000-04,103.14,
2000-07,110.10,
2000-10,100.37,
2001-01,91.64,
2001-04,98.52,
2001-07,105.92,
2001-10,100.52,
2002-01,89.48,
2002-04,98.26,
2002-07,104.88,
2002-10,98.83,
2003-01,91.83,
2003-04,100.58,
2003-07,108.02,
2003-10,100.07,
2004-01,127.13,
2004-04,134.15,
2004-07,139.71,
2004-10,128.90,
2005-01,91.64,
2005-04,97.57,
2005-07,101.49,
2005-10,93.35,
2006-01,87.43,
2006-04,91.72,
2006-07,94.41,
2006-10,88.83,
2007-01,109.78,
2007-04,114.40,
2007-07,117.88,
2007-10,111.10,
2008-01,130.81,
2008-04,136.97,
2008-07,141.41,
2008-10,133.50,
2009-01,126.26,
2009-04,133.68,
2009-07,137.22,
2009-10,128.59,
2010-01,95.56,
2010-04,101.64,
2010-07,103.43,
2010-10,99.37,
2011-01,82.87,
2011-04,87.46,
2011-07,89.58,
2011-10,84.59,
2012-01,95.61,
2012-04,100.69,
2012-07,102.56,
2012-10,94.76,
2013-01,92.91,
2013-04,98.47,
2013-07,100.30,
2013-10,94.39,
2014-01,98.33,
2014-04,104.25,
2014-07,107.05,
2014-10,98.83,
