"",BBK01.OEHB05G,BBK01.OEHB05G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:04,
2002-01,84.553,
2002-04,84.543,
2002-07,84.634,
2002-10,84.727,
2003-01,84.350,
2003-04,84.606,
2003-07,85.104,
2003-10,85.124,
2004-01,84.913,
2004-04,85.143,
2004-07,85.514,
2004-10,85.525,
2005-01,85.395,
2005-04,85.698,
2005-07,86.429,
2005-10,87.013,
2006-01,87.446,
2006-04,88.205,
2006-07,88.692,
2006-10,89.119,
2007-01,89.177,
2007-04,89.800,
2007-07,90.451,
2007-10,91.152,
2008-01,91.385,
2008-04,92.105,
2008-07,93.057,
2008-10,93.489,
2009-01,93.446,
2009-04,94.342,
2009-07,95.135,
2009-10,95.388,
2010-01,95.242,
2010-04,96.170,
2010-07,96.742,
2010-10,97.389,
2011-01,97.216,
2011-04,98.114,
2011-07,98.850,
2011-10,99.565,
2012-01,100.017,
2012-04,100.662,
2012-07,101.811,
2012-10,102.672,
2013-01,102.572,
2013-04,103.271,
2013-07,104.288,
2013-10,104.421,
2014-01,104.759,
2014-04,105.526,
2014-07,106.324,
