"",BBK01.OEAC12K,BBK01.OEAC12K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:49,
2002-01,14.165,
2002-04,14.434,
2002-07,14.327,
2002-10,15.880,
2003-01,15.554,
2003-04,13.867,
2003-07,13.961,
2003-10,13.799,
2004-01,13.531,
2004-04,16.362,
2004-07,17.149,
2004-10,17.053,
2005-01,16.765,
2005-04,16.941,
2005-07,16.997,
2005-10,16.757,
2006-01,16.776,
2006-04,16.482,
2006-07,16.138,
2006-10,15.598,
2007-01,15.508,
2007-04,15.515,
2007-07,15.410,
2007-10,15.296,
2008-01,15.237,
2008-04,15.317,
2008-07,15.392,
2008-10,15.420,
2009-01,15.287,
2009-04,16.366,
2009-07,16.409,
2009-10,15.936,
2010-01,15.999,
2010-04,15.978,
2010-07,16.142,
2010-10,16.377,
2011-01,16.324,
2011-04,16.273,
2011-07,16.294,
2011-10,16.270,
2012-01,16.303,
2012-04,16.695,
2012-07,17.059,
2012-10,17.208,
2013-01,17.300,
2013-04,17.556,
2013-07,17.817,
2013-10,18.057,
2014-01,18.128,
2014-04,18.261,
2014-07,18.334,
