"",BBK01.OUL004,BBK01.OUL004_FLAGS
"",Deposits of banks (MFIs) / Time deposits / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:22,
1948-12,0.001,
1949-01,-,Nothing exists
1949-02,-,Nothing exists
1949-03,-,Nothing exists
1949-04,-,Nothing exists
1949-05,-,Nothing exists
1949-06,0.009,
1949-07,-,Nothing exists
1949-08,-,Nothing exists
1949-09,-,Nothing exists
1949-10,-,Nothing exists
1949-11,-,Nothing exists
1949-12,0.003,
1950-01,-,Nothing exists
1950-02,-,Nothing exists
1950-03,-,Nothing exists
1950-04,-,Nothing exists
1950-05,-,Nothing exists
1950-06,0.012,
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,0.022,
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,0.028,
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,0.036,
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,0.043,
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,0.056,
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,0.076,
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,0.090,
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,0.107,
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,0.126,
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,0.142,
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,0.156,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,0.173,
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,0.183,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,0.200,
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,0.223,
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,0.239,
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,0.252,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.257,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.284,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.296,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.323,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.369,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.423,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.484,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.560,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.630,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.706,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.778,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.863,
1965-01,0.863,
1965-02,0.876,
1965-03,0.895,
1965-04,0.919,
1965-05,0.927,
1965-06,0.921,
1965-07,0.929,
1965-08,0.941,
1965-09,0.965,
1965-10,0.982,
1965-11,0.993,
1965-12,1.166,
1966-01,1.173,
1966-02,1.181,
1966-03,1.189,
1966-04,1.203,
1966-05,1.206,
1966-06,1.191,
1966-07,1.194,
1966-08,1.215,
1966-09,1.226,
1966-10,1.239,
1966-11,1.250,
1966-12,1.233,
1967-01,1.227,
1967-02,1.243,
1967-03,1.250,
1967-04,1.264,
1967-05,1.257,
1967-06,1.232,
1967-07,1.235,
1967-08,1.268,
1967-09,1.271,
1967-10,1.280,
1967-11,1.289,
1967-12,1.299,
1968-01,1.298,
1968-02,1.319,
1968-03,1.332,
1968-04,1.344,
1968-05,1.360,
1968-06,1.347,
1968-07,1.363,
1968-08,1.387,
1968-09,1.416,
1968-10,1.439,
1968-11,1.453,
1968-12,1.550,
1969-01,1.560,
1969-02,1.586,
1969-03,1.603,
1969-04,1.637,
1969-05,1.656,
1969-06,1.663,
1969-07,1.689,
1969-08,1.721,
1969-09,1.740,
1969-10,1.772,
1969-11,1.788,
1969-12,1.806,
1970-01,1.826,
1970-02,1.864,
1970-03,1.882,
1970-04,1.908,
1970-05,1.920,
1970-06,1.921,
1970-07,1.937,
1970-08,1.963,
1970-09,1.981,
1970-10,2.004,
1970-11,2.024,
1970-12,2.030,
1971-01,2.040,
1971-02,2.079,
1971-03,2.104,
1971-04,2.133,
1971-05,2.181,
1971-06,2.176,
1971-07,2.172,
1971-08,2.203,
1971-09,2.227,
1971-10,2.284,
1971-11,2.338,
1971-12,2.276,
1972-01,2.316,
1972-02,2.379,
1972-03,2.427,
1972-04,2.479,
1972-05,2.544,
1972-06,2.579,
1972-07,2.652,
1972-08,2.734,
1972-09,2.839,
1972-10,2.916,
1972-11,2.958,
1972-12,3.000,
1973-01,3.142,
1973-02,3.265,
1973-03,3.472,
1973-04,3.503,
1973-05,3.661,
1973-06,3.748,
1973-07,3.752,
1973-08,3.840,
1973-09,3.913,
1973-10,4.076,
1973-11,4.108,
1973-12,4.247,
1974-01,4.310,
1974-02,4.331,
1974-03,4.298,
1974-04,4.329,
1974-05,4.255,
1974-06,4.255,
1974-07,4.253,
1974-08,4.226,
1974-09,4.224,
1974-10,4.267,
1974-11,4.261,
1974-12,4.194,
1975-01,4.141,
1975-02,4.131,
1975-03,4.119,
1975-04,4.129,
1975-05,4.140,
1975-06,4.108,
1975-07,4.104,
1975-08,4.145,
1975-09,4.146,
1975-10,4.259,
1975-11,4.321,
1975-12,4.372,
1976-01,4.333,
1976-02,4.374,
1976-03,4.404,
1976-04,4.480,
1976-05,4.549,
1976-06,4.575,
1976-07,4.586,
1976-08,4.673,
1976-09,4.793,
1976-10,4.915,
1976-11,5.043,
1976-12,5.058,
1977-01,5.002,
1977-02,5.052,
1977-03,5.101,
1977-04,5.214,
1977-05,5.305,
1977-06,5.381,
1977-07,5.461,
1977-08,5.556,
1977-09,5.648,
1977-10,5.801,
1977-11,5.905,
1977-12,5.939,
1978-01,5.885,
1978-02,5.966,
1978-03,6.079,
1978-04,6.196,
1978-05,6.314,
1978-06,6.451,
1978-07,6.744,
1978-08,6.889,
1978-09,7.018,
1978-10,7.341,
1978-11,7.545,
1978-12,7.845,
1979-01,7.892,
1979-02,8.044,
1979-03,8.053,
1979-04,8.220,
1979-05,8.449,
1979-06,8.704,
1979-07,8.943,
1979-08,9.778,
1979-09,9.386,
1979-10,9.725,
1979-11,10.109,
1979-12,10.288,
1980-01,10.314,
1980-02,10.421,
1980-03,10.699,
1980-04,11.080,
1980-05,11.229,
1980-06,11.409,
1980-07,11.817,
1980-08,11.818,
1980-09,12.051,
1980-10,12.200,
1980-11,12.256,
1980-12,12.329,
1981-01,12.381,
1981-02,12.331,
1981-03,12.550,
1981-04,12.740,
1981-05,12.967,
1981-06,13.134,
1981-07,13.387,
1981-08,13.528,
1981-09,13.720,
1981-10,13.832,
1981-11,13.902,
1981-12,13.734,
1982-01,13.301,
1982-02,13.257,
1982-03,13.356,
1982-04,13.015,
1982-05,12.955,
1982-06,12.924,
1982-07,12.993,
1982-08,13.020,
1982-09,13.092,
1982-10,13.350,
1982-11,13.318,
1982-12,13.377,
1983-01,13.232,
1983-02,13.245,
1983-03,13.232,
1983-04,13.641,
1983-05,14.804,
1983-06,14.925,
1983-07,15.068,
1983-08,15.147,
1983-09,15.263,
1983-10,15.592,
1983-11,15.553,
1983-12,15.847,
1984-01,15.555,
1984-02,15.639,
1984-03,15.349,
1984-04,15.456,
1984-05,15.457,
1984-06,15.240,
1984-07,15.532,
1984-08,15.915,
1984-09,16.124,
1984-10,16.562,
1984-11,16.288,
1984-12,16.774,
1985-01,16.115,
1985-02,16.103,
1985-03,15.904,
1985-04,15.354,
1985-05,15.915,
1985-06,15.573,
1985-07,16.353,
1985-08,15.901,
1985-09,15.789,
1985-10,16.134,
1985-11,15.907,
1985-12,18.512,
1986-01,17.312,
1986-02,17.225,
1986-03,17.258,
1986-04,18.094,
1986-05,17.361,
1986-06,17.194,
1986-07,17.589,
1986-08,17.355,
1986-09,17.572,
1986-10,17.263,
1986-11,17.395,
1986-12,18.079,
1987-01,17.099,
1987-02,17.271,
1987-03,17.636,
1987-04,17.067,
1987-05,17.438,
1987-06,17.085,
1987-07,17.525,
1987-08,17.672,
1987-09,17.785,
1987-10,17.784,
1987-11,17.618,
1987-12,18.253,
1988-01,17.748,
1988-02,17.727,
1988-03,18.177,
1988-04,18.090,
1988-05,18.202,
1988-06,18.145,
1988-07,18.703,
1988-08,18.073,
1988-09,20.895,
1988-10,18.642,
