"",BBK01.OEAI07V,BBK01.OEAI07V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 10:51:49,
2002-01,22.989,
2002-04,22.230,
2002-07,22.233,
2002-10,22.928,
2003-01,22.994,
2003-04,22.721,
2003-07,22.692,
2003-10,23.130,
2004-01,23.021,
2004-04,22.943,
2004-07,22.921,
2004-10,23.467,
2005-01,25.035,
2005-04,24.855,
2005-07,24.617,
2005-10,24.862,
2006-01,24.739,
2006-04,24.465,
2006-07,24.127,
2006-10,24.338,
2007-01,24.261,
2007-04,23.887,
2007-07,23.662,
2007-10,23.995,
2008-01,23.713,
2008-04,23.318,
2008-07,22.950,
2008-10,23.753,
2009-01,23.931,
2009-04,23.951,
2009-07,23.975,
2009-10,24.339,
2010-01,24.386,
2010-04,24.278,
2010-07,24.336,
2010-10,24.647,
2011-01,24.651,
2011-04,24.514,
2011-07,24.448,
2011-10,24.616,
2012-01,24.788,
2012-04,24.870,
2012-07,25.015,
2012-10,25.251,
2013-01,25.142,
2013-04,24.922,
2013-07,24.794,
2013-10,24.927,
2014-01,24.991,
2014-04,24.848,
2014-07,25.004,
