"",BBK01.OEAA05N,BBK01.OEAA05N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:02,
2002-01,444.783,
2002-04,448.734,
2002-07,452.273,
2002-10,454.490,
2003-01,449.925,
2003-04,448.247,
2003-07,451.789,
2003-10,438.779,
2004-01,440.872,
2004-04,444.060,
2004-07,448.456,
2004-10,405.364,
2005-01,419.144,
2005-04,422.973,
2005-07,429.750,
2005-10,435.670,
2006-01,453.643,
2006-04,458.873,
2006-07,464.984,
2006-10,465.182,
2007-01,463.809,
2007-04,470.510,
2007-07,475.647,
2007-10,477.774,
2008-01,482.064,
2008-04,490.881,
2008-07,469.753,
2008-10,475.070,
2009-01,471.502,
2009-04,478.673,
2009-07,484.055,
2009-10,487.350,
2010-01,487.961,
2010-04,486.552,
2010-07,489.300,
2010-10,492.763,
2011-01,493.216,
2011-04,493.558,
2011-07,496.714,
2011-10,498.906,
2012-01,498.999,
2012-04,482.825,
2012-07,483.830,
2012-10,482.878,
2013-01,482.153,
2013-04,483.612,
2013-07,480.334,
2013-10,480.317,
2014-01,481.760,
2014-04,483.421,
2014-07,485.874,
