"",BBK01.AY4971,BBK01.AY4971_FLAGS
"",Monetary capital formation / Debt securities / With an maturity of over 2 years / German contribution / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:23,
1995-01,57.26170,
1995-02,57.44845,
1995-03,58.20684,
1995-04,58.44848,
1995-05,59.15498,
1995-06,59.61422,
1995-07,61.29861,
1995-08,62.22279,
1995-09,62.86474,
1995-10,63.61378,
1995-11,63.69760,
1995-12,64.84753,
1996-01,65.51649,
1996-02,66.42787,
1996-03,66.68771,
1996-04,67.84783,
1996-05,68.85221,
1996-06,69.22953,
1996-07,69.42706,
1996-08,69.92875,
1996-09,70.46341,
1996-10,71.10502,
1996-11,71.83243,
1996-12,72.77232,
1997-01,72.95310,
1997-02,73.65746,
1997-03,74.92200,
1997-04,75.16502,
1997-05,75.67212,
1997-06,76.49841,
1997-07,76.98274,
1997-08,77.07363,
1997-09,77.19462,
1997-10,77.44905,
1997-11,77.88324,
1997-12,78.53604,
1998-01,78.81366,
1998-02,79.98347,
1998-03,80.95131,
1998-04,81.98781,
1998-05,82.40191,
1998-06,82.70295,
1998-07,83.84690,
1998-08,83.75585,
1998-09,84.82864,
1998-10,83.96180,
1998-11,84.30944,
1998-12,85.06056,
1999-01,86.76258,
1999-02,87.65122,
1999-03,88.18194,
1999-04,89.45248,
1999-05,89.73406,
1999-06,90.03849,
1999-07,90.04319,
1999-08,90.80647,
1999-09,92.59221,
1999-10,93.01734,
1999-11,93.50433,
1999-12,94.18491,
2000-01,92.88959,
2000-02,92.87080,
2000-03,92.83209,
2000-04,93.94296,
2000-05,94.90750,
2000-06,95.09163,
2000-07,95.71739,
2000-08,96.08933,
2000-09,95.73578,
2000-10,96.18282,
2000-11,95.03271,
2000-12,95.88599,
2001-01,96.76620,
2001-02,97.24387,
2001-03,96.84407,
2001-04,95.79562,
2001-05,95.18507,
2001-06,95.69654,
2001-07,95.22730,
2001-08,95.63404,
2001-09,95.67999,
2001-10,96.14830,
2001-11,97.18766,
2001-12,97.90464,
2002-01,97.88816,
2002-02,98.01430,
2002-03,99.24542,
2002-04,98.79029,
2002-05,98.99377,
2002-06,99.38661,
2002-07,100.15332,
2002-08,100.91670,
2002-09,100.93147,
2002-10,101.08721,
2002-11,101.14664,
2002-12,100.53408,
2003-01,100.52555,
2003-02,100.79162,
2003-03,100.28433,
2003-04,100.21389,
2003-05,100.39068,
2003-06,100.90971,
2003-07,101.35362,
2003-08,102.00097,
2003-09,103.05730,
2003-10,103.58804,
2003-11,104.20113,
2003-12,104.75053,
2004-01,105.08415,
2004-02,105.38000,
2004-03,106.28834,
2004-04,106.97525,
2004-05,107.12110,
2004-06,106.91234,
2004-07,107.02423,
2004-08,108.10224,
2004-09,109.28918,
2004-10,109.37521,
2004-11,109.48179,
2004-12,109.77539,
2005-01,109.23267,
2005-02,110.11353,
2005-03,110.79410,
2005-04,112.08223,
2005-05,111.80593,
2005-06,112.48089,
2005-07,112.70626,
2005-08,112.94171,
2005-09,112.57319,
2005-10,112.78401,
2005-11,112.68087,
2005-12,112.27111,
2006-01,112.23793,
2006-02,113.32378,
2006-03,112.44697,
2006-04,111.75080,
2006-05,111.87021,
2006-06,111.92128,
2006-07,112.20828,
2006-08,111.88178,
2006-09,111.22997,
2006-10,111.16788,
2006-11,111.33606,
2006-12,112.32305,
2007-01,112.46820,
2007-02,112.64480,
2007-03,111.74629,
2007-04,111.89196,
2007-05,112.29737,
2007-06,111.80161,
2007-07,111.74624,
2007-08,110.80687,
2007-09,110.30367,
2007-10,111.12543,
2007-11,109.66764,
2007-12,109.23784,
2008-01,108.79882,
2008-02,108.12677,
2008-03,107.80688,
2008-04,107.59847,
2008-05,106.63771,
2008-06,106.73234,
2008-07,106.80844,
2008-08,106.77384,
2008-09,105.82716,
2008-10,103.47477,
2008-11,102.28703,
2008-12,100.72199,
2009-01,100.22070,
2009-02,99.07754,
2009-03,98.08384,
2009-04,96.83466,
2009-05,96.94237,
2009-06,96.50487,
2009-07,95.41408,
2009-08,95.82661,
2009-09,93.44011,
2009-10,93.14891,
2009-11,91.89422,
2009-12,90.82093,
2010-01,90.46231,
2010-02,89.69617,
2010-03,90.05686,
2010-04,89.50892,
2010-05,89.66568,
2010-06,89.17014,
2010-07,87.74189,
2010-08,87.57258,
2010-09,87.76041,
2010-10,87.02214,
2010-11,87.51316,
2010-12,88.03034,
2011-01,88.10604,
2011-02,88.15271,
2011-03,87.57146,
2011-04,87.46929,
2011-05,87.05852,
2011-06,87.24233,
2011-07,86.60579,
2011-08,86.55235,
2011-09,86.11258,
2011-10,86.26068,
2011-11,85.81734,
2011-12,85.80584,
2012-01,82.70279,
2012-02,83.78280,
2012-03,83.01833,
2012-04,82.83709,
2012-05,82.20848,
2012-06,81.94383,
2012-07,81.84663,
2012-08,81.60814,
2012-09,81.28754,
2012-10,80.56713,
2012-11,79.91756,
2012-12,79.03899,
2013-01,78.32841,
2013-02,78.48077,
2013-03,77.10007,
2013-04,76.31406,
2013-05,75.00975,
2013-06,73.79009,
2013-07,72.97612,
