"",BBK01.PQ1189,BBK01.PQ1189_FLAGS
"",Lending to holding companies / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:53,
1980-10,0.565,
1981-01,0.569,
1981-04,0.663,
1981-07,0.733,
1981-10,1.047,
1982-01,0.835,
1982-04,0.887,
1982-07,0.911,
1982-10,0.944,
1983-01,0.959,
1983-04,0.935,
1983-07,0.963,
1983-10,0.989,
1984-01,0.954,
1984-04,0.933,
1984-07,0.977,
1984-10,1.150,
1985-01,1.083,
1985-04,1.198,
1985-07,1.157,
1985-10,1.219,
1986-01,1.312,
1986-04,1.221,
1986-07,1.291,
1986-10,1.578,
1987-01,1.453,
1987-04,1.413,
1987-07,1.307,
1987-10,1.258,
1988-01,1.179,
1988-04,1.192,
1988-07,1.324,
1988-10,1.497,
1989-01,1.580,
1989-04,1.587,
1989-07,1.618,
1989-10,1.809,
1990-01,1.908,
1990-04,1.908,
1990-07,1.971,
1990-10,2.003,
1991-01,2.372,
1991-04,2.595,
1991-07,2.598,
1991-10,3.182,
1992-01,2.618,
1992-04,2.889,
1992-07,3.028,
1992-10,3.121,
1993-01,3.263,
1993-04,3.294,
1993-07,3.394,
1993-10,3.220,
1994-01,3.774,
1994-04,3.610,
1994-07,3.659,
1994-10,3.659,
1995-01,4.457,
1995-04,4.494,
1995-07,4.208,
1995-10,4.286,
1996-01,4.673,
1996-04,4.503,
1996-07,4.633,
1996-10,5.145,
1997-01,4.804,
1997-04,5.385,
1997-07,5.564,
1997-10,6.551,
1998-01,7.427,
1998-04,7.582,
1998-07,7.801,
1998-10,8.698,
1999-01,9.129,
1999-04,11.118,
1999-07,10.381,
1999-10,12.705,
2000-01,13.448,
2000-04,12.194,
2000-07,12.921,
2000-10,13.484,
2001-01,14.631,
2001-04,15.114,
2001-07,14.764,
2001-10,15.973,
2002-01,15.992,
2002-04,15.140,
2002-07,14.883,
2002-10,16.951,
2003-01,15.234,
2003-04,14.955,
2003-07,14.957,
2003-10,13.073,
2004-01,14.025,
2004-04,14.816,
2004-07,14.007,
2004-10,13.373,
2005-01,12.806,
2005-04,12.921,
2005-07,13.803,
2005-10,13.096,
2006-01,13.181,
2006-04,13.991,
2006-07,14.246,
2006-10,13.807,
2007-01,14.162,
2007-04,14.642,
2007-07,17.147,
2007-10,17.559,
2008-01,17.955,
2008-04,17.915,
2008-07,18.249,
2008-10,16.549,
2009-01,18.413,
2009-04,16.819,
2009-07,16.681,
2009-10,14.386,
2010-01,13.782,
2010-04,14.154,
2010-07,16.022,
2010-10,15.962,
2011-01,15.328,
2011-04,13.886,
2011-07,13.283,
2011-10,13.066,
2012-01,12.142,
2012-04,12.360,
2012-07,11.490,
2012-10,10.237,
2013-01,9.705,
2013-04,9.550,
2013-07,8.997,
2013-10,8.329,
2014-01,8.654,
2014-04,8.913,
2014-07,8.518,
2014-10,6.878,
