"",BBK01.BQ1828,BBK01.BQ1828_FLAGS
"","Central, state and local government debt - old debt",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:23,
1950-10,-,Nothing exists
1951-01,.,No value available
1951-04,.,No value available
1951-07,.,No value available
1951-10,-,Nothing exists
1952-01,.,No value available
1952-04,.,No value available
1952-07,.,No value available
1952-10,-,Nothing exists
1953-01,.,No value available
1953-04,.,No value available
1953-07,.,No value available
1953-10,3570.5,
1954-01,.,No value available
1954-04,.,No value available
1954-07,.,No value available
1954-10,4113.0,
1955-01,.,No value available
1955-04,.,No value available
1955-07,.,No value available
1955-10,4293.9,
1956-01,.,No value available
1956-04,.,No value available
1956-07,.,No value available
1956-10,4269.0,
1957-01,.,No value available
1957-04,.,No value available
1957-07,.,No value available
1957-10,4235.8,
1958-01,.,No value available
1958-04,.,No value available
1958-07,.,No value available
1958-10,4326.3,
1959-01,.,No value available
1959-04,.,No value available
1959-07,.,No value available
1959-10,3901.0,
1960-01,.,No value available
1960-04,.,No value available
1960-07,.,No value available
1960-10,4038.7,
1961-01,.,No value available
1961-04,.,No value available
1961-07,.,No value available
1961-10,2374.6,
1962-01,.,No value available
1962-04,.,No value available
1962-07,.,No value available
1962-10,2371.0,
1963-01,.,No value available
1963-04,.,No value available
1963-07,.,No value available
1963-10,2296.1,
1964-01,.,No value available
1964-04,.,No value available
1964-07,.,No value available
1964-10,2267.9,
1965-01,.,No value available
1965-04,.,No value available
1965-07,.,No value available
1965-10,2206.2,
1966-01,.,No value available
1966-04,.,No value available
1966-07,.,No value available
1966-10,1724.5,
1967-01,.,No value available
1967-04,.,No value available
1967-07,.,No value available
1967-10,1671.4,
1968-01,.,No value available
1968-04,.,No value available
1968-07,.,No value available
1968-10,1470.9,
1969-01,.,No value available
1969-04,.,No value available
1969-07,.,No value available
1969-10,1215.2,
1970-01,.,No value available
1970-04,.,No value available
1970-07,.,No value available
1970-10,1116.0,
1971-01,.,No value available
1971-04,.,No value available
1971-07,.,No value available
1971-10,1048.0,
1972-01,.,No value available
1972-04,.,No value available
1972-07,.,No value available
1972-10,927.1,
1973-01,.,No value available
1973-04,.,No value available
1973-07,.,No value available
1973-10,766.2,
1974-01,.,No value available
1974-04,.,No value available
1974-07,.,No value available
1974-10,672.2,
1975-01,.,No value available
1975-04,.,No value available
1975-07,.,No value available
1975-10,615.5,
1976-01,.,No value available
1976-04,.,No value available
1976-07,.,No value available
1976-10,521.2,
1977-01,.,No value available
1977-04,.,No value available
1977-07,.,No value available
1977-10,453.2,
1978-01,.,No value available
1978-04,.,No value available
1978-07,.,No value available
1978-10,446.8,
1979-01,.,No value available
1979-04,.,No value available
1979-07,.,No value available
1979-10,390.8,
1980-01,.,No value available
1980-04,.,No value available
1980-07,.,No value available
1980-10,117.3,
1981-01,.,No value available
1981-04,.,No value available
1981-07,.,No value available
1981-10,83.6,
1982-01,.,No value available
1982-04,.,No value available
1982-07,.,No value available
1982-10,53.2,
1983-01,.,No value available
1983-04,.,No value available
1983-07,.,No value available
1983-10,26.9,
1984-01,.,No value available
1984-04,.,No value available
1984-07,.,No value available
1984-10,1.9,
1985-01,.,No value available
1985-04,.,No value available
1985-07,.,No value available
1985-10,1.6,
1986-01,.,No value available
1986-04,.,No value available
1986-07,.,No value available
1986-10,1.4,
1987-01,.,No value available
1987-04,.,No value available
1987-07,.,No value available
1987-10,1.2,
1988-01,.,No value available
1988-04,.,No value available
1988-07,.,No value available
1988-10,1.2,
1989-01,.,No value available
1989-04,.,No value available
1989-07,.,No value available
1989-10,1.2,
1990-01,1.2,
1990-04,1.2,
1990-07,1.2,
1990-10,1.2,
1991-01,1.2,
1991-04,1.2,
1991-07,1.2,
1991-10,853.2,
1992-01,852.4,
1992-04,849.7,
1992-07,844.8,
1992-10,838.1,
1993-01,833.1,
1993-04,836.4,
1993-07,833.5,
1993-10,826.5,
1994-01,820.6,
1994-04,818.2,
1994-07,817.0,
1994-10,805.2,
1995-01,1191.4,
1995-04,806.5,
1995-07,7995.1,
1995-10,7824.9,
1996-01,6502.5,
1996-04,3167.6,
1996-07,3179.1,
1996-10,5187.1,
1997-01,5082.1,
1997-04,779.2,
1997-07,785.3,
1997-10,780.0,
1998-01,766.7,
1998-04,774.7,
1998-07,759.1,
1998-10,744.9,
1999-01,745.3,
1999-04,747.8,
1999-07,749.5,
1999-10,592.7,
2000-01,558.0,
2000-04,557.2,
2000-07,562.9,
2000-10,408.9,
2001-01,376.7,
2001-04,381.0,
2001-07,373.6,
2001-10,230.9,
2002-01,197.0,
2002-04,189.7,
2002-07,190.0,
2002-10,163.6,Provisional value
2003-01,128.6,
2003-04,128.2,
2003-07,124.0,
2003-10,119.1,
2004-01,89.7,
2004-04,89.9,
2004-07,88.7,
2004-10,83.7,
2005-01,85.7,
2005-04,88.4,
2005-07,88.4,
2005-10,87.7,
2006-01,86.8,
2006-04,84.7,
2006-07,85.1,
2006-10,82.2,
2007-01,81.4,
2007-04,80.9,
2007-07,78.9,
2007-10,76.0,
2008-01,71.6,
2008-04,71.5,
2008-07,74.4,
2008-10,72.8,
2009-01,74.2,
2009-04,72.8,
2009-07,71.6,
2009-10,71.0,
2010-01,73.4,
2010-04,77.9,
2010-07,74.5,
2010-10,2.2,
2011-01,2.2,
2011-04,2.3,
2011-07,2.2,
2011-10,2.2,
2012-01,2.2,
2012-04,2.2,
2012-07,2.2,
2012-10,2.2,
2013-01,2.2,Provisional value
2013-04,2.2,Provisional value
2013-07,2.2,Provisional value
2013-10,2.2,Provisional value
2014-01,2.2,Provisional value
2014-04,2.2,Provisional value
2014-07,2.2,Provisional value
"",General: For Germany as a whole (western Germany up to and including 1990),
