"",BBK01.QUY377,BBK01.QUY377_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / EU member states / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:03,
2002-03,154.403,
2002-04,141.130,
2002-05,143.071,
2002-06,132.499,
2002-07,131.756,
2002-08,131.987,
2002-09,138.574,
2002-10,135.869,
2002-11,136.775,
2002-12,130.472,
2003-01,136.120,
2003-02,137.122,
2003-03,130.606,
2003-04,129.867,
2003-05,125.916,
2003-06,125.425,
2003-07,119.311,
2003-08,112.326,
2003-09,116.107,
2003-10,115.772,
2003-11,113.932,
2003-12,115.557,
2004-01,118.447,
2004-02,121.703,
2004-03,128.098,
2004-04,126.955,
2004-05,141.019,
2004-06,143.348,
2004-07,140.381,
2004-08,144.975,
2004-09,142.246,
2004-10,152.205,
2004-11,151.107,
2004-12,147.519,
2005-01,150.089,
2005-02,157.863,
2005-03,166.545,
2005-04,176.113,
2005-05,174.673,
2005-06,172.471,
2005-07,165.340,
2005-08,166.321,
2005-09,163.146,
2005-10,161.560,
2005-11,156.569,
2005-12,135.783,
2006-01,147.073,
2006-02,145.889,
2006-03,148.106,
2006-04,151.383,
2006-05,152.410,
2006-06,149.907,
2006-07,147.064,
2006-08,142.359,
2006-09,145.239,
2006-10,145.334,
2006-11,145.186,
2006-12,139.363,
2007-01,144.781,
2007-02,143.209,
2007-03,143.744,
2007-04,141.190,
2007-05,145.638,
2007-06,147.422,
2007-07,143.068,
2007-08,136.321,
2007-09,132.131,
2007-10,132.948,
2007-11,125.591,
2007-12,122.083,
2008-01,133.184,
2008-02,139.718,
2008-03,140.535,
2008-04,139.488,
2008-05,137.530,
2008-06,141.904,
2008-07,141.758,
2008-08,137.334,
2008-09,132.654,
2008-10,127.313,
2008-11,127.847,
2008-12,122.319,
2009-01,121.125,
2009-02,122.803,
2009-03,122.017,
2009-04,122.037,
2009-05,124.508,
2009-06,127.559,
2009-07,127.018,
2009-08,126.388,
2009-09,130.215,
2009-10,136.230,
2009-11,136.178,
2009-12,127.494,
2010-01,133.410,
2010-02,130.847,
2010-03,132.019,
2010-04,133.502,
2010-05,124.435,
2010-06,127.602,
2010-07,131.480,
2010-08,124.852,
2010-09,129.937,
2010-10,127.641,
2010-11,127.042,
2010-12,120.308,
2011-01,127.247,
2011-02,127.052,
2011-03,125.499,
2011-04,126.956,
2011-05,129.953,
2011-06,126.649,
2011-07,125.182,
2011-08,126.514,
2011-09,122.619,
2011-10,125.458,
2011-11,118.749,
2011-12,110.317,
2012-01,113.110,
2012-02,112.917,
2012-03,113.708,
2012-04,111.696,
2012-05,113.048,
2012-06,111.865,
2012-07,112.882,
2012-08,110.713,
2012-09,114.316,
2012-10,113.105,
2012-11,110.814,
2012-12,113.579,
2013-01,117.043,
2013-02,115.376,
2013-03,116.708,
2013-04,117.092,
2013-05,123.347,
2013-06,118.887,
2013-07,120.682,
2013-08,125.593,
2013-09,122.698,
2013-10,124.054,
2013-11,126.721,
2013-12,120.480,
2014-01,122.145,
2014-02,125.883,
2014-03,123.951,
2014-04,126.789,
2014-05,129.796,
2014-06,129.144,
2014-07,130.635,
2014-08,126.228,
2014-09,135.242,
2014-10,135.463,
