"",BBK01.PC3755,BBK01.PC3755_FLAGS
"",Lending to holding companies / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:58,
1985-10,0.251,
1986-01,0.271,
1986-04,0.312,
1986-07,0.315,
1986-10,0.334,
1987-01,0.338,
1987-04,0.292,
1987-07,0.262,
1987-10,0.242,
1988-01,0.319,
1988-04,0.358,
1988-07,0.437,
1988-10,0.419,
1989-01,0.397,
1989-04,0.464,
1989-07,0.472,
1989-10,0.588,
1990-01,0.757,
1990-04,0.674,
1990-07,0.727,
1990-10,0.710,
1991-01,0.768,
1991-04,0.940,
1991-07,0.901,
1991-10,0.749,
1992-01,0.845,
1992-04,0.819,
1992-07,0.845,
1992-10,1.128,
1993-01,1.092,
1993-04,1.171,
1993-07,1.089,
1993-10,1.001,
1994-01,1.257,
1994-04,1.251,
1994-07,1.493,
1994-10,1.395,
1995-01,1.299,
1995-04,1.216,
1995-07,1.402,
1995-10,1.225,
1996-01,1.423,
1996-04,1.476,
1996-07,1.445,
1996-10,1.312,
1997-01,1.533,
1997-04,1.552,
1997-07,1.648,
1997-10,1.795,
1998-01,1.889,
1998-04,1.958,
1998-07,1.943,
1998-10,1.951,
1999-01,2.197,
1999-04,2.206,
1999-07,2.260,
1999-10,2.082,
2000-01,2.326,
2000-04,2.443,
2000-07,2.354,
2000-10,3.274,
2001-01,3.044,
2001-04,2.905,
2001-07,2.822,
2001-10,2.851,
2002-01,3.006,
2002-04,3.037,
2002-07,2.784,
2002-10,4.123,
2003-01,4.381,
2003-04,4.359,
2003-07,4.305,
2003-10,4.162,
2004-01,3.104,
2004-04,3.158,
2004-07,3.155,
2004-10,2.827,
2005-01,2.763,
2005-04,2.819,
2005-07,5.503,
2005-10,4.974,
2006-01,4.711,
2006-04,4.324,
2006-07,5.551,
2006-10,5.127,
2007-01,5.282,
2007-04,5.436,
2007-07,6.396,
2007-10,6.723,
2008-01,8.018,
2008-04,8.991,
2008-07,8.866,
2008-10,9.815,
2009-01,8.092,
2009-04,8.697,
2009-07,8.922,
2009-10,8.014,
2010-01,6.423,
2010-04,6.904,
2010-07,6.738,
2010-10,6.402,
2011-01,6.694,
2011-04,6.107,
2011-07,6.341,
2011-10,6.217,
2012-01,6.250,
2012-04,6.736,
2012-07,6.055,
2012-10,6.036,
2013-01,5.931,
2013-04,5.464,
2013-07,5.264,
2013-10,5.115,
2014-01,4.800,
2014-04,5.861,
2014-07,6.026,
2014-10,6.499,
