"",BBK01.OEAC57I,BBK01.OEAC57I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:47,
2002-01,23.152,
2002-04,23.200,
2002-07,21.825,
2002-10,21.734,
2003-01,21.368,
2003-04,21.367,
2003-07,22.621,
2003-10,22.563,
2004-01,22.492,
2004-04,22.489,
2004-07,20.937,
2004-10,20.889,
2005-01,21.185,
2005-04,21.251,
2005-07,21.796,
2005-10,21.440,
2006-01,21.759,
2006-04,21.697,
2006-07,22.508,
2006-10,22.390,
2007-01,22.064,
2007-04,21.921,
2007-07,21.908,
2007-10,21.683,
2008-01,21.638,
2008-04,22.612,
2008-07,22.627,
2008-10,22.335,
2009-01,22.458,
2009-04,23.361,
2009-07,23.395,
2009-10,22.548,
2010-01,23.318,
2010-04,22.474,
2010-07,24.230,
2010-10,24.177,
2011-01,24.255,
2011-04,24.685,
2011-07,24.635,
2011-10,25.124,
2012-01,25.562,
2012-04,26.339,
2012-07,26.717,
2012-10,26.859,
2013-01,27.150,
2013-04,27.122,
2013-07,27.340,
2013-10,26.627,
2014-01,26.610,
2014-04,26.740,
2014-07,26.533,
