"",BBK01.PQM354,BBK01.PQM354_FLAGS
"",Lending to domestic enterprises / Total / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:17,
1968-10,17.920,
1969-01,17.968,
1969-04,18.280,
1969-07,18.621,
1969-10,19.009,
1970-01,19.025,
1970-04,19.263,
1970-07,19.572,
1970-10,19.337,
1971-01,19.679,
1971-04,20.070,
1971-07,20.785,
1971-10,21.423,
1972-01,22.169,
1972-04,22.783,
1972-07,21.497,
1972-10,22.219,
1973-01,23.505,
1973-04,24.023,
1973-07,24.392,
1973-10,25.049,
1974-01,25.423,
1974-04,26.032,
1974-07,26.525,
1974-10,27.422,
1975-01,27.980,
1975-04,28.690,
1975-07,29.198,
1975-10,29.778,
1976-01,30.335,
1976-04,30.096,
1976-07,30.474,
1976-10,31.180,
1977-01,31.557,
1977-04,32.208,
1977-07,32.686,
1977-10,33.557,
1978-01,34.114,
1978-04,34.856,
1978-07,35.541,
1978-10,36.321,
1979-01,36.896,
1979-04,37.352,
1979-07,37.788,
1979-10,38.461,
1980-01,39.053,
1980-04,39.844,
1980-07,40.728,
1980-10,42.055,
1981-01,42.576,
1981-04,43.574,
1981-07,44.443,
1981-10,45.167,
1982-01,45.550,
1982-04,46.158,
1982-07,46.693,
1982-10,47.540,
1983-01,48.081,
1983-04,47.529,
1983-07,47.856,
1983-10,48.392,
1984-01,48.730,
1984-04,49.208,
1984-07,50.067,
1984-10,50.971,
1985-01,51.104,
1985-04,51.902,
1985-07,52.359,
1985-10,52.537,
1986-01,52.674,
1986-04,52.966,
1986-07,53.013,
1986-10,53.122,
1987-01,52.925,
1987-04,52.893,
1987-07,53.107,
1987-10,53.663,
1988-01,53.772,
1988-04,54.315,
1988-07,54.703,
1988-10,54.960,
1989-01,55.417,
1989-04,55.624,
1989-07,55.928,
1989-10,56.552,
1990-01,56.651,
1990-04,56.917,
1990-07,57.826,
1990-10,59.230,
1991-01,59.105,
1991-04,59.913,
1991-07,61.655,
1991-10,64.129,
1992-01,60.942,
1992-04,63.685,
1992-07,65.529,
1992-10,68.537,
1993-01,65.101,
1993-04,67.496,
1993-07,71.039,
1993-10,76.119,
1994-01,78.555,
1994-04,80.658,
1994-07,83.024,
1994-10,84.516,
1995-01,78.321,
1995-04,82.643,
1995-07,84.913,
1995-10,87.580,
1996-01,89.334,
1996-04,87.826,
1996-07,89.940,
1996-10,93.780,
1997-01,94.570,
1997-04,95.499,
1997-07,97.209,
1997-10,100.678,
1998-01,103.258,
1998-04,106.545,
1998-07,109.656,
1998-10,114.167,
1999-01,93.554,
1999-04,94.603,
1999-07,96.261,
1999-10,100.322,
2000-01,102.323,
2000-04,104.074,
2000-07,105.843,
2000-10,107.775,
2001-01,108.627,
2001-04,110.095,
2001-07,110.939,
2001-10,111.769,
2002-01,112.665,
2002-04,112.556,
2002-07,112.987,
2002-10,113.172,
2003-01,116.164,
2003-04,117.040,
2003-07,116.725,
2003-10,120.853,
2004-01,117.876,
2004-04,118.158,
2004-07,118.102,
2004-10,117.600,
2005-01,116.245,
2005-04,116.604,
2005-07,117.904,
2005-10,116.409,
2006-01,114.863,
2006-04,113.550,
2006-07,112.494,
2006-10,111.011,
2007-01,110.122,
2007-04,108.621,
2007-07,107.379,
2007-10,111.493,
2008-01,109.217,
2008-04,109.851,
2008-07,110.464,
2008-10,109.930,
2009-01,108.790,
2009-04,103.675,
2009-07,103.917,
2009-10,103.062,
2010-01,102.745,
2010-04,103.458,
2010-07,102.372,
2010-10,100.338,
2011-01,100.781,
2011-04,99.515,
2011-07,99.988,
2011-10,99.154,
2012-01,97.907,
2012-04,92.669,
2012-07,90.814,
2012-10,89.183,
2013-01,87.511,
2013-04,86.660,
2013-07,82.608,
2013-10,79.606,
2014-01,79.240,
2014-04,78.925,
2014-07,76.285,
2014-10,75.271,
