"",BBK01.PQ1122,BBK01.PQ1122_FLAGS
"",Lending to craft trades / Short-term / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:47,
1968-10,0.016,
1969-01,0.033,
1969-04,0.044,
1969-07,0.047,
1969-10,0.050,
1970-01,0.056,
1970-04,0.063,
1970-07,0.060,
1970-10,0.059,
1971-01,0.060,
1971-04,0.065,
1971-07,0.072,
1971-10,0.084,
1972-01,0.090,
1972-04,0.101,
1972-07,0.105,
1972-10,0.080,
1973-01,0.082,
1973-04,0.086,
1973-07,0.091,
1973-10,0.092,
1974-01,0.087,
1974-04,0.105,
1974-07,0.100,
1974-10,0.092,
1975-01,0.089,
1975-04,0.102,
1975-07,0.101,
1975-10,0.090,
1976-01,0.098,
1976-04,0.096,
1976-07,0.095,
1976-10,0.092,
1977-01,0.107,
1977-04,0.102,
1977-07,0.097,
1977-10,0.090,
1978-01,0.103,
1978-04,0.103,
1978-07,0.098,
1978-10,0.093,
1979-01,0.100,
1979-04,0.108,
1979-07,0.120,
1979-10,0.113,
1980-01,0.135,
1980-04,0.186,
1980-07,0.124,
1980-10,0.151,
1981-01,0.113,
1981-04,0.096,
1981-07,0.106,
1981-10,0.095,
1982-01,0.125,
1982-04,0.132,
1982-07,0.126,
1982-10,0.122,
1983-01,0.134,
1983-04,0.139,
1983-07,0.178,
1983-10,0.187,
1984-01,0.127,
1984-04,0.128,
1984-07,0.180,
1984-10,0.173,
1985-01,0.194,
1985-04,0.177,
1985-07,0.170,
1985-10,0.172,
1986-01,0.185,
1986-04,0.179,
1986-07,0.187,
1986-10,0.175,
1987-01,0.168,
1987-04,0.155,
1987-07,0.142,
1987-10,0.129,
1988-01,0.118,
1988-04,0.123,
1988-07,0.138,
1988-10,0.116,
1989-01,0.129,
1989-04,0.116,
1989-07,0.133,
1989-10,0.122,
1990-01,0.126,
1990-04,0.211,
1990-07,0.183,
1990-10,0.212,
1991-01,0.250,
1991-04,0.250,
1991-07,0.270,
1991-10,0.274,
1992-01,0.334,
1992-04,0.335,
1992-07,0.367,
1992-10,0.341,
1993-01,0.365,
1993-04,0.373,
1993-07,0.337,
1993-10,0.330,
1994-01,0.367,
1994-04,0.336,
1994-07,0.339,
1994-10,0.369,
1995-01,0.422,
1995-04,0.600,
1995-07,0.637,
1995-10,0.680,
1996-01,0.688,
1996-04,0.654,
1996-07,0.768,
1996-10,0.849,
1997-01,0.934,
1997-04,0.957,
1997-07,1.001,
1997-10,0.613,
1998-01,0.609,
1998-04,0.715,
1998-07,0.749,
1998-10,0.738,
1999-01,0.741,
1999-04,0.773,
1999-07,0.809,
1999-10,0.743,
2000-01,0.715,
2000-04,0.851,
2000-07,0.879,
2000-10,0.876,
2001-01,0.908,
2001-04,0.936,
2001-07,0.928,
2001-10,0.687,
2002-01,0.686,
2002-04,0.621,
2002-07,0.790,
2002-10,0.464,
2003-01,0.454,
2003-04,0.511,
2003-07,0.633,
2003-10,0.491,
2004-01,0.494,
2004-04,0.458,
2004-07,0.528,
2004-10,0.486,
2005-01,0.521,
2005-04,0.483,
2005-07,0.529,
2005-10,0.451,
2006-01,0.497,
2006-04,0.533,
2006-07,0.519,
2006-10,0.393,
2007-01,0.362,
2007-04,0.372,
2007-07,0.360,
2007-10,0.295,
2008-01,0.450,
2008-04,0.606,
2008-07,0.532,
2008-10,0.494,
2009-01,0.378,
2009-04,0.414,
2009-07,0.408,
2009-10,0.351,
2010-01,0.374,
2010-04,0.380,
2010-07,0.393,
2010-10,0.372,
2011-01,0.371,
2011-04,0.371,
2011-07,0.325,
2011-10,0.301,
2012-01,0.321,
2012-04,0.350,
2012-07,0.450,
2012-10,0.410,
2013-01,0.426,
2013-04,0.376,
2013-07,0.389,
2013-10,0.335,
2014-01,0.280,
2014-04,0.344,
2014-07,0.355,
2014-10,0.275,
