"",BBK01.TUE364,BBK01.TUE364_FLAGS
"",Claims on non-euro-area residents / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:03,
1997-09,1874532,
1997-10,1858198,
1997-11,1916780,
1997-12,1923766,
1998-01,1925539,
1998-02,1952623,
1998-03,2005278,
1998-04,1966837,
1998-05,1972998,
1998-06,2009835,
1998-07,1959716,
1998-08,1978086,
1998-09,1990545,
1998-10,1978089,
1998-11,2018403,
1998-12,1914600,
1999-01,2062967,
1999-02,1971169,
1999-03,2068142,
1999-04,2071903,
1999-05,2023996,
1999-06,2158986,
1999-07,2096955,
1999-08,2070824,
1999-09,2097058,
1999-10,2133976,
1999-11,2192134,
1999-12,2120152,
2000-01,2165822,
2000-02,2202863,
2000-03,2261778,
2000-04,2367962,
2000-05,2356315,
2000-06,2347534,
2000-07,2375259,
2000-08,2421260,
2000-09,2463833,
2000-10,2516350,
2000-11,2489148,
2000-12,2406894,
2001-01,2465730,
2001-02,2486194,
2001-03,2638883,
2001-04,2616236,
2001-05,2677450,
2001-06,2704784,
2001-07,2619132,
2001-08,2623021,
2001-09,2697763,
2001-10,2741649,
2001-11,2826619,
2001-12,2807754,
2002-01,2830938,
2002-02,2836155,
2002-03,2844690,
2002-04,2825992,
2002-05,2845696,
2002-06,2731165,
2002-07,2755562,
2002-08,2745046,
2002-09,2813453,
2002-10,2862849,
2002-11,2936468,
2002-12,2839512,
2003-01,2849693,
2003-02,2906047,
2003-03,2890599,
2003-04,2902905,
2003-05,2877204,
2003-06,2957477,
2003-07,2943198,
2003-08,2928771,
2003-09,2887556,
2003-10,2950818,
2003-11,2953775,
2003-12,2886358,
2004-01,3014951,
2004-02,3033944,
2004-03,3152497,
2004-04,3229477,
2004-05,3197520,
2004-06,3183293,
2004-07,3185821,
2004-08,3226066,
2004-09,3214597,
2004-10,3219519,
2004-11,3282584,
2004-12,3237440,
2005-01,3348425,
2005-02,3390708,
2005-03,3453316,
2005-04,3578657,
2005-05,3637985,
2005-06,3690618,
2005-07,3723590,
2005-08,3713291,
2005-09,3825997,
2005-10,3880742,
2005-11,4051488,
2005-12,3988212,
2006-01,4087241,
2006-02,4135309,
2006-03,4170901,
2006-04,4214175,
2006-05,4243180,
2006-06,4190694,
2006-07,4282414,
2006-08,4278531,
2006-09,4415550,
2006-10,4537720,
2006-11,4620098,
2006-12,4688052,
2007-01,4861081,
2007-02,4945640,
2007-03,5039437,
2007-04,5149461,
2007-05,5250577,
2007-06,5243656,
2007-07,5293151,
2007-08,5292673,
2007-09,5275443,
2007-10,5401265,
2007-11,5434594,
2007-12,5303572,
2008-01,5551105,
2008-02,5586722,
2008-03,5422654,
2008-04,5514993,
2008-05,5508600,
2008-06,5357764,
2008-07,5396508,
2008-08,5500164,
2008-09,5601023,
2008-10,5784047,
2008-11,5673305,
2008-12,5231601,
2009-01,5389251,
2009-02,5303900,
2009-03,5034435,
2009-04,5094272,
2009-05,4960835,
2009-06,4910780,
2009-07,4872305,
2009-08,4861288,
2009-09,4779752,
2009-10,4787064,
2009-11,4796424,
2009-12,4809194,
2010-01,4941842,
2010-02,5013329,
2010-03,4999214,
2010-04,5122821,
2010-05,5349597,
2010-06,5247366,
2010-07,5050551,
2010-08,5236738,
2010-09,5032592,
2010-10,4974536,
2010-11,5146888,
2010-12,5005126,
2011-01,5016704,
2011-02,5053332,
2011-03,4946016,
2011-04,4965840,
2011-05,5131282,
2011-06,4982221,
2011-07,5028218,
2011-08,5117200,
2011-09,5190071,
2011-10,5027990,
2011-11,5063251,
2011-12,5032699,
2012-01,5046616,
2012-02,5015728,
2012-03,5034065,
2012-04,5056369,
2012-05,5205886,
2012-06,5089709,
2012-07,5183359,
2012-08,5104060,
2012-09,5045616,
2012-10,5013039,
2012-11,4996631,
2012-12,4845577,
2013-01,4799606,
2013-02,4826074,
2013-03,4844200,
2013-04,4818696,
2013-05,4798564,
2013-06,4669075,
2013-07,4636859,
2013-08,4661942,
2013-09,4587551,
2013-10,4625304,
2013-11,4616616,
2013-12,4487324,
2014-01,4680436,
2014-02,4671492,
2014-03,4638649,
2014-04,4697156,
2014-05,4770810,
2014-06,4751087,
2014-07,4852955,
2014-08,4877162,
2014-09,4988582,
2014-10,4969090,
2014-11,5040260,
2014-12,4991135,
2015-01,5425131,
