"",BBK01.QUX193,BBK01.QUX193_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / International organisations / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:23:05,
2001-12,0.234,
2002-01,0.238,
2002-02,0.237,
2002-03,0.221,
2002-04,0.077,
2002-05,0.077,
2002-06,0.073,
2002-07,0.061,
2002-08,0.061,
2002-09,0.050,
2002-10,0.050,
2002-11,0.050,
2002-12,0.048,
2003-01,0.046,
2003-02,0.048,
2003-03,0.046,
2003-04,0.046,
2003-05,0.055,
2003-06,0.057,
2003-07,0.057,
2003-08,0.062,
2003-09,0.059,
2003-10,0.061,
2003-11,0.059,
2003-12,0.065,
2004-01,0.058,
2004-02,0.056,
2004-03,0.048,
2004-04,0.046,
2004-05,0.046,
2004-06,0.046,
2004-07,0.044,
2004-08,-,Nothing exists
2004-09,-,Nothing exists
2004-10,-,Nothing exists
2004-11,-,Nothing exists
2004-12,-,Nothing exists
2005-01,0.081,
2005-02,0.081,
2005-03,0.080,
2005-04,0.081,
2005-05,-,Nothing exists
2005-06,0.080,
2005-07,0.080,
2005-08,0.080,
2005-09,0.080,
2005-10,0.080,
2005-11,0.080,
2005-12,0.078,
2006-01,0.078,
2006-02,0.078,
2006-03,0.078,
2006-04,0.078,
2006-05,0.078,
2006-06,0.027,
2006-07,0.027,
2006-08,0.027,
2006-09,0.027,
2006-10,0.027,
2006-11,0.027,
2006-12,0.027,
2007-01,0.027,
2007-02,0.027,
2007-03,0.027,
2007-04,0.027,
2007-05,0.027,
2007-06,0.026,
2007-07,0.026,
2007-08,0.026,
2007-09,0.026,
2007-10,.,No value available
2007-11,0.026,
2007-12,0.071,
2008-01,0.071,
2008-02,0.065,
2008-03,0.071,
2008-04,0.071,
2008-05,0.071,
2008-06,0.071,
2008-07,0.071,
2008-08,0.071,
2008-09,0.069,
2008-10,0.069,
2008-11,0.069,
2008-12,0.069,
2009-01,0.069,
2009-02,0.066,
2009-03,0.064,
2009-04,0.064,
2009-05,0.064,
2009-06,0.064,
2009-07,0.062,
2009-08,0.062,
2009-09,0.056,
2009-10,0.055,
2009-11,0.055,
2009-12,0.055,
2010-01,0.055,
2010-02,0.052,
2010-03,0.050,
2010-04,0.050,
2010-05,0.050,
2010-06,0.050,
2010-07,0.050,
2010-08,0.050,
2010-09,0.048,
2010-10,0.048,
2010-11,0.048,
2010-12,0.048,
2011-01,0.048,
2011-02,0.045,
2011-03,0.043,
2011-04,0.043,
2011-05,0.043,
2011-06,0.043,
2011-07,0.043,
2011-08,0.043,
2011-09,0.041,
2011-10,0.041,
2011-11,0.041,
2011-12,0.041,
2012-01,0.041,
2012-02,0.038,
2012-03,0.036,
2012-04,0.036,
2012-05,0.036,
2012-06,0.036,
2012-07,0.036,
2012-08,0.036,
2012-09,0.034,
2012-10,0.034,
2012-11,0.034,
2012-12,0.034,
2013-01,0.034,
2013-02,0.031,
2013-03,0.020,
2013-04,0.029,
2013-05,0.029,
2013-06,0.029,
2013-07,0.029,
2013-08,0.029,
2013-09,0.027,
2013-10,0.026,
2013-11,0.026,
2013-12,0.026,
2014-01,0.026,
2014-02,0.026,
2014-03,0.024,
2014-04,0.024,
2014-05,0.024,
2014-06,0.016,
2014-07,0.016,
2014-08,0.016,
2014-09,0.014,
2014-10,0.014,
2014-11,0.014,
