"",BBK01.PC3771,BBK01.PC3771_FLAGS
"","Lending to health, veterinary and social work (enterprises and the professions) / Foreign banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:43,
1989-01,.,No value available
1989-04,.,No value available
1989-07,0.050,
1989-10,0.057,
1990-01,0.077,
1990-04,0.074,
1990-07,0.073,
1990-10,0.076,
1991-01,0.074,
1991-04,0.066,
1991-07,0.070,
1991-10,0.073,
1992-01,0.075,
1992-04,0.073,
1992-07,0.063,
1992-10,0.525,
1993-01,0.516,
1993-04,0.524,
1993-07,0.527,
1993-10,0.548,
1994-01,0.548,
1994-04,0.556,
1994-07,0.579,
1994-10,0.596,
1995-01,0.634,
1995-04,0.663,
1995-07,0.668,
1995-10,0.674,
1996-01,0.704,
1996-04,0.703,
1996-07,0.675,
1996-10,0.705,
1997-01,0.693,
1997-04,0.683,
1997-07,0.674,
1997-10,0.726,
1998-01,0.716,
1998-04,0.710,
1998-07,0.717,
1998-10,0.803,
1999-01,0.808,
1999-04,0.806,
1999-07,0.819,
1999-10,0.874,
2000-01,0.862,
2000-04,0.875,
2000-07,0.942,
2000-10,0.898,
2001-01,0.846,
2001-04,0.957,
2001-07,0.938,
2001-10,0.923,
2002-01,0.942,
2002-04,1.384,
2002-07,1.413,
2002-10,1.486,
2003-01,1.543,
2003-04,1.495,
2003-07,1.479,
2003-10,1.472,
2004-01,1.397,
2004-04,1.372,
2004-07,1.319,
2004-10,1.252,
2005-01,1.268,
2005-04,1.257,
2005-07,1.219,
2005-10,7.088,
2006-01,6.932,
2006-04,6.898,
2006-07,6.802,
2006-10,6.750,
2007-01,6.765,
2007-04,6.604,
2007-07,6.537,
2007-10,6.458,
2008-01,6.333,
2008-04,6.223,
2008-07,6.071,
2008-10,5.981,
2009-01,5.801,
2009-04,5.758,
2009-07,5.554,
2009-10,5.701,
2010-01,5.487,
2010-04,5.344,
2010-07,5.340,
2010-10,5.334,
2011-01,5.233,
2011-04,5.363,
2011-07,5.330,
2011-10,5.129,
2012-01,5.229,
2012-04,5.169,
2012-07,4.954,
2012-10,5.133,
2013-01,5.132,
2013-04,4.824,
2013-07,4.769,
2013-10,4.702,
2014-01,4.621,
2014-04,4.590,
2014-07,4.512,
2014-10,4.456,
