"",BBK01.PC3828,BBK01.PC3828_FLAGS
"",Housing loans to domestic employees and other individuals / Short-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:12,
1985-10,0.031,
1986-01,0.026,
1986-04,0.029,
1986-07,0.024,
1986-10,0.022,
1987-01,0.020,
1987-04,0.017,
1987-07,0.018,
1987-10,0.017,
1988-01,0.017,
1988-04,0.019,
1988-07,0.020,
1988-10,0.017,
1989-01,0.017,
1989-04,0.017,
1989-07,0.014,
1989-10,0.014,
1990-01,0.019,
1990-04,0.023,
1990-07,0.023,
1990-10,0.024,
1991-01,0.041,
1991-04,0.035,
1991-07,0.075,
1991-10,0.073,
1992-01,0.066,
1992-04,0.076,
1992-07,0.067,
1992-10,0.106,
1993-01,0.186,
1993-04,0.070,
1993-07,0.075,
1993-10,0.070,
1994-01,0.066,
1994-04,0.061,
1994-07,0.086,
1994-10,0.049,
1995-01,0.047,
1995-04,0.042,
1995-07,0.039,
1995-10,0.034,
1996-01,0.030,
1996-04,0.031,
1996-07,0.031,
1996-10,0.029,
1997-01,0.023,
1997-04,0.023,
1997-07,0.021,
1997-10,0.015,
1998-01,0.014,
1998-04,0.014,
1998-07,0.014,
1998-10,0.015,
1999-01,0.016,
1999-04,0.015,
1999-07,0.015,
1999-10,0.016,
2000-01,0.018,
2000-04,0.018,
2000-07,0.036,
2000-10,0.042,
2001-01,0.036,
2001-04,0.033,
2001-07,0.034,
2001-10,0.036,
2002-01,0.029,
2002-04,0.050,
2002-07,0.092,
2002-10,0.088,
2003-01,0.037,
2003-04,0.029,
2003-07,0.023,
2003-10,0.031,
2004-01,0.068,
2004-04,0.057,
2004-07,0.059,
2004-10,0.047,
2005-01,0.048,
2005-04,0.052,
2005-07,0.055,
2005-10,0.088,
2006-01,0.076,
2006-04,0.074,
2006-07,0.087,
2006-10,0.070,
2007-01,0.068,
2007-04,0.061,
2007-07,0.059,
2007-10,0.092,
2008-01,0.102,
2008-04,0.102,
2008-07,0.114,
2008-10,0.123,
2009-01,0.156,
2009-04,0.149,
2009-07,0.138,
2009-10,0.140,
2010-01,0.124,
2010-04,0.117,
2010-07,0.363,
2010-10,0.363,
2011-01,0.365,
2011-04,0.311,
2011-07,0.288,
2011-10,0.114,
2012-01,0.114,
2012-04,0.102,
2012-07,0.093,
2012-10,0.100,
2013-01,0.101,
2013-04,0.114,
2013-07,0.110,
2013-10,0.115,
2014-01,0.101,
2014-04,0.113,
2014-07,0.126,
2014-10,0.126,
