"",BBK01.OEAC23L,BBK01.OEAC23L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:52:09,
2002-01,6.840,
2002-04,4.916,
2002-07,6.407,
2002-10,4.967,
2003-01,12.451,
2003-04,9.056,
2003-07,13.164,
2003-10,13.183,
2004-01,10.690,
2004-04,7.096,
2004-07,7.005,
2004-10,10.024,
2005-01,15.292,
2005-04,15.066,
2005-07,23.368,
2005-10,21.353,
2006-01,27.975,
2006-04,32.014,
2006-07,32.543,
2006-10,15.559,
2007-01,29.399,
2007-04,30.121,
2007-07,25.237,
2007-10,19.414,
2008-01,29.883,
2008-04,23.904,
2008-07,24.636,
2008-10,29.357,
2009-01,42.667,
2009-04,36.173,
2009-07,30.939,
2009-10,28.177,
2010-01,18.857,
2010-04,18.731,
2010-07,15.600,
2010-10,18.273,
2011-01,22.571,
2011-04,25.964,
2011-07,25.164,
2011-10,26.077,
2012-01,25.251,
2012-04,22.069,
2012-07,23.181,
2012-10,25.234,
2013-01,31.768,
2013-04,40.915,
2013-07,6.918,
2013-10,5.755,
2014-01,6.283,
2014-04,5.925,
2014-07,6.986,
