"",BBK01.QUK853,BBK01.QUK853_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Czech Republic / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:29,
2002-03,6.242,
2002-04,6.263,
2002-05,6.413,
2002-06,6.543,
2002-07,6.124,
2002-08,6.188,
2002-09,6.294,
2002-10,6.257,
2002-11,6.328,
2002-12,6.267,
2003-01,6.223,
2003-02,5.598,
2003-03,5.395,
2003-04,5.512,
2003-05,5.430,
2003-06,5.479,
2003-07,5.329,
2003-08,5.316,
2003-09,5.267,
2003-10,5.361,
2003-11,5.528,
2003-12,5.362,
2004-01,5.187,
2004-02,5.335,
2004-03,5.373,
2004-04,5.551,
2004-05,5.635,
2004-06,5.615,
2004-07,5.669,
2004-08,5.586,
2004-09,5.554,
2004-10,5.668,
2004-11,5.726,
2004-12,5.584,
2005-01,5.656,
2005-02,5.683,
2005-03,5.724,
2005-04,5.735,
2005-05,5.704,
2005-06,5.587,
2005-07,5.632,
2005-08,5.813,
2005-09,5.926,
2005-10,6.030,
2005-11,6.076,
2005-12,2.391,
2006-01,2.927,
2006-02,2.931,
2006-03,2.989,
2006-04,3.027,
2006-05,3.042,
2006-06,2.937,
2006-07,2.953,
2006-08,2.984,
2006-09,3.020,
2006-10,3.103,
2006-11,3.247,
2006-12,3.355,
2007-01,3.381,
2007-02,3.389,
2007-03,3.435,
2007-04,3.433,
2007-05,3.446,
2007-06,3.704,
2007-07,3.665,
2007-08,3.747,
2007-09,4.111,
2007-10,3.869,
2007-11,4.120,
2007-12,4.314,
2008-01,4.365,
2008-02,4.361,
2008-03,4.452,
2008-04,4.631,
2008-05,4.668,
2008-06,4.872,
2008-07,4.949,
2008-08,4.944,
2008-09,5.503,
2008-10,5.668,
2008-11,5.601,
2008-12,5.500,
2009-01,5.393,
2009-02,5.346,
2009-03,5.327,
2009-04,5.344,
2009-05,5.367,
2009-06,5.395,
2009-07,5.433,
2009-08,5.468,
2009-09,5.369,
2009-10,5.237,
2009-11,5.251,
2009-12,5.102,
2010-01,5.172,
2010-02,5.178,
2010-03,5.107,
2010-04,5.063,
2010-05,5.004,
2010-06,5.051,
2010-07,5.030,
2010-08,5.015,
2010-09,5.070,
2010-10,5.007,
2010-11,5.044,
2010-12,4.885,
2011-01,4.983,
2011-02,4.957,
2011-03,4.765,
2011-04,4.826,
2011-05,4.884,
2011-06,4.876,
2011-07,4.783,
2011-08,4.830,
2011-09,4.765,
2011-10,4.764,
2011-11,4.679,
2011-12,4.543,
2012-01,4.557,
2012-02,4.643,
2012-03,4.733,
2012-04,4.626,
2012-05,4.540,
2012-06,4.468,
2012-07,4.483,
2012-08,4.563,
2012-09,4.407,
2012-10,4.278,
2012-11,4.230,
2012-12,4.244,
2013-01,4.234,
2013-02,4.183,
2013-03,4.241,
2013-04,4.160,
2013-05,4.169,
2013-06,4.124,
2013-07,4.279,
2013-08,4.195,
2013-09,4.226,
2013-10,4.224,
2013-11,4.122,
2013-12,4.139,
2014-01,4.174,
2014-02,4.180,
2014-03,4.191,
2014-04,4.253,
2014-05,4.238,
2014-06,4.284,
2014-07,4.334,
2014-08,4.388,
2014-09,3.939,
2014-10,3.742,
