"",BBK01.OUU228,BBK01.OUU228_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than two years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:51,
1999-01,93.065,
1999-02,93.467,
1999-03,93.796,
1999-04,93.737,
1999-05,93.660,
1999-06,93.622,
1999-07,93.403,
1999-08,93.410,
1999-09,93.517,
1999-10,93.480,
1999-11,93.733,
1999-12,96.870,
2000-01,96.508,
2000-02,96.594,
2000-03,96.628,
2000-04,96.271,
2000-05,95.965,
2000-06,95.588,
2000-07,95.077,
2000-08,94.883,
2000-09,94.791,
2000-10,94.450,
2000-11,94.376,
2000-12,97.188,
2001-01,96.836,
2001-02,96.804,
2001-03,96.752,
2001-04,96.341,
2001-05,96.049,
2001-06,95.875,
2001-07,95.251,
2001-08,95.195,
2001-09,95.261,
2001-10,95.006,
2001-11,95.204,
2001-12,98.267,
2002-01,98.339,
2002-02,98.577,
2002-03,99.041,
2002-04,99.102,
2002-05,99.213,
2002-06,99.260,
2002-07,98.964,
2002-08,99.022,
2002-09,99.217,
2002-10,99.241,
2002-11,99.596,
2002-12,102.738,
2003-01,102.991,
2003-02,103.363,
2003-03,103.988,
2003-04,104.254,
2003-05,104.344,
2003-06,104.581,
2003-07,104.690,
2003-08,104.945,
2003-09,105.312,
2003-10,105.346,
2003-11,105.688,
2003-12,108.966,
2004-01,109.324,
2004-02,109.686,
2004-03,110.489,
2004-04,110.733,
2004-05,110.852,
2004-06,111.080,
2004-07,110.992,
2004-08,111.258,
2004-09,111.555,
2004-10,111.720,
2004-11,112.260,
2004-12,115.779,
2005-01,116.219,
2005-02,116.751,
2005-03,117.762,
2005-04,118.172,
2005-05,118.422,
2005-06,118.622,
2005-07,118.499,
2005-08,118.797,
2005-09,119.114,
2005-10,119.268,
2005-11,119.631,
2005-12,122.848,
2006-01,123.252,
2006-02,123.546,
2006-03,124.257,
2006-04,124.447,
2006-05,124.436,
2006-06,124.340,
2006-07,124.039,
2006-08,124.000,
2006-09,124.024,
2006-10,123.831,
2006-11,123.755,
2006-12,126.467,
2007-01,126.471,
2007-02,126.330,
2007-03,126.657,
2007-04,126.434,
2007-05,126.131,
2007-06,125.826,
2007-07,125.216,
2007-08,124.893,
2007-09,124.754,
2007-10,124.245,
2007-11,123.929,
2007-12,126.367,
2008-01,126.552,
2008-02,126.251,
2008-03,126.276,
2008-04,125.723,
2008-05,125.184,
2008-06,124.658,
2008-07,123.612,
2008-08,122.983,
2008-09,122.451,
2008-10,121.513,
2008-11,120.854,
2008-12,122.985,
2009-01,122.632,
2009-02,122.512,
2009-03,122.589,
2009-04,122.377,
2009-05,122.315,
2009-06,122.339,
2009-07,122.186,
2009-08,122.444,
2009-09,122.802,
2009-10,123.267,
2009-11,123.838,
2009-12,126.928,
2010-01,127.576,
2010-02,128.242,
2010-03,129.056,
2010-04,129.433,
2010-05,129.903,
2010-06,130.319,
2010-07,130.566,
2010-08,130.930,
2010-09,131.428,
2010-10,131.646,
2010-11,132.123,
2010-12,134.838,
2011-01,135.454,
2011-02,135.854,
2011-03,136.305,
2011-04,136.342,
2011-05,136.487,
2011-06,136.778,
2011-07,136.824,
2011-08,136.994,
2011-09,137.395,
2011-10,137.509,
2011-11,137.779,
2011-12,140.539,
2012-01,140.880,
2012-02,141.251,
2012-03,141.651,
2012-04,141.714,
2012-05,141.993,
2012-06,142.205,
2012-07,142.372,
2012-08,142.572,
2012-09,142.897,
2012-10,143.125,
2012-11,142.866,
2012-12,145.415,
2013-01,146.158,
2013-02,146.862,
2013-03,147.480,
2013-04,147.806,
2013-05,148.329,
2013-06,148.767,
2013-07,148.503,
2013-08,148.666,
2013-09,149.093,
2013-10,149.250,
2013-11,149.662,
2013-12,152.105,
2014-01,152.727,
2014-02,153.473,
2014-03,153.902,
2014-04,153.999,
2014-05,154.539,
2014-06,154.826,
2014-07,154.943,
2014-08,155.444,
2014-09,156.035,
2014-10,156.358,
2014-11,156.782,
2014-12,159.513,Provisional value
