"",BBK01.OU7720,BBK01.OU7720_FLAGS
"",Securities (excluding money market paper) issued by domestic non-banks (non-MFIs) / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:53:57,
1985-12,4.387,
1986-01,4.558,
1986-02,4.946,
1986-03,4.851,
1986-04,5.058,
1986-05,4.595,
1986-06,4.277,
1986-07,4.623,
1986-08,5.112,
1986-09,4.828,
1986-10,4.769,
1986-11,4.984,
1986-12,5.137,
1987-01,5.518,
1987-02,5.766,
1987-03,5.702,
1987-04,5.386,
1987-05,5.406,
1987-06,5.413,
1987-07,5.345,
1987-08,5.401,
1987-09,5.436,
1987-10,5.932,
1987-11,5.805,
1987-12,5.974,
1988-01,6.267,
1988-02,6.052,
1988-03,6.000,
1988-04,5.667,
1988-05,5.539,
1988-06,5.515,
1988-07,5.413,
1988-08,6.057,
1988-09,6.959,
1988-10,7.230,
1988-11,7.228,
1988-12,6.552,
1989-01,7.209,
1989-02,7.198,
1989-03,7.183,
1989-04,6.825,
1989-05,6.974,
1989-06,7.393,
1989-07,7.549,
1989-08,7.252,
1989-09,7.616,
1989-10,7.275,
1989-11,7.240,
1989-12,6.697,
1990-01,7.264,
1990-02,7.111,
1990-03,7.192,
1990-04,7.218,
1990-05,7.604,
1990-06,7.491,
1990-07,7.985,
1990-08,7.683,
1990-09,7.208,
1990-10,7.366,
1990-11,7.308,
1990-12,6.670,
1991-01,7.388,
1991-02,7.575,
1991-03,7.411,
1991-04,7.254,
1991-05,7.602,
1991-06,6.952,
1991-07,6.713,
1991-08,6.807,
1991-09,7.036,
1991-10,6.857,
1991-11,6.547,
1991-12,5.783,
1992-01,6.892,
1992-02,6.912,
1992-03,6.293,
1992-04,6.993,
1992-05,6.555,
1992-06,6.545,
1992-07,6.443,
1992-08,6.816,
1992-09,7.102,
1992-10,8.423,
1992-11,8.086,
1992-12,7.220,
1993-01,8.892,
1993-02,9.691,
1993-03,8.998,
1993-04,9.294,
1993-05,10.142,
1993-06,9.261,
1993-07,9.748,
1993-08,9.898,
1993-09,10.246,
1993-10,11.623,
1993-11,12.048,
1993-12,11.980,
1994-01,12.610,
1994-02,12.857,
1994-03,12.953,
1994-04,13.073,
1994-05,13.255,
1994-06,12.044,
1994-07,12.477,
1994-08,12.546,
1994-09,11.539,
1994-10,12.280,
1994-11,12.811,
1994-12,11.475,
1995-01,11.336,
1995-02,12.554,
1995-03,11.106,
1995-04,11.775,
1995-05,11.735,
1995-06,10.009,
1995-07,9.604,
1995-08,10.579,
1995-09,11.160,
1995-10,11.697,
1995-11,12.217,
1995-12,11.174,
1996-01,12.729,
1996-02,12.753,
1996-03,12.227,
1996-04,14.231,
1996-05,14.312,
1996-06,11.998,
1996-07,13.119,
1996-08,13.381,
1996-09,12.923,
1996-10,14.250,
1996-11,14.510,
1996-12,14.327,
1997-01,15.549,
1997-02,15.605,
1997-03,16.881,
1997-04,18.641,
1997-05,18.473,
1997-06,17.191,
1997-07,17.454,
1997-08,18.527,
1997-09,16.306,
1997-10,17.079,
1997-11,18.333,
1997-12,19.507,
1998-01,15.734,
1998-02,16.134,
1998-03,18.550,
1998-04,19.359,
1998-05,19.989,
1998-06,22.122,
1998-07,19.628,
1998-08,19.433,
1998-09,18.650,
1998-10,19.314,
1998-11,20.467,
1998-12,20.564,
1999-01,16.457,
1999-02,16.775,
1999-03,16.038,
1999-04,18.087,
1999-05,21.426,
1999-06,17.335,
1999-07,16.884,
1999-08,16.838,
1999-09,17.085,
1999-10,17.214,
