"",BBK01.OUD314,BBK01.OUD314_FLAGS
"",Time deposits of social security funds / Total / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:20,
1999-01,2.186,
1999-02,2.202,
1999-03,2.084,
1999-04,2.313,
1999-05,2.639,
1999-06,2.780,
1999-07,2.645,
1999-08,3.029,
1999-09,3.014,
1999-10,3.314,
1999-11,2.742,
1999-12,4.020,
2000-01,3.219,
2000-02,3.950,
2000-03,3.490,
2000-04,3.843,
2000-05,3.889,
2000-06,4.712,
2000-07,4.178,
2000-08,4.583,
2000-09,4.549,
2000-10,4.630,
2000-11,4.521,
2000-12,6.948,
2001-01,5.871,
2001-02,5.229,
2001-03,5.157,
2001-04,5.299,
2001-05,5.247,
2001-06,5.173,
2001-07,4.473,
2001-08,4.614,
2001-09,4.732,
2001-10,4.347,
2001-11,4.491,
2001-12,5.259,
2002-01,4.100,
2002-02,4.520,
2002-03,4.417,
2002-04,4.766,
2002-05,4.743,
2002-06,5.135,
2002-07,4.436,
2002-08,4.169,
2002-09,5.320,
2002-10,4.116,
2002-11,3.791,
2002-12,5.207,
2003-01,3.928,
2003-02,3.731,
2003-03,3.973,
2003-04,3.955,
2003-05,3.991,
2003-06,4.091,
2003-07,3.708,
2003-08,3.352,
2003-09,3.500,
2003-10,2.895,
2003-11,3.416,
2003-12,4.268,
2004-01,3.466,
2004-02,3.330,
2004-03,3.546,
2004-04,3.372,
2004-05,3.452,
2004-06,3.318,
2004-07,3.054,
2004-08,3.046,
2004-09,2.690,
2004-10,2.789,
2004-11,2.866,
2004-12,3.785,
2005-01,3.102,
2005-02,2.820,
2005-03,2.842,
2005-04,2.658,
2005-05,3.210,
2005-06,3.813,
2005-07,3.228,
2005-08,3.324,
2005-09,3.356,
2005-10,3.496,
2005-11,4.047,
2005-12,4.005,
2006-01,4.650,
2006-02,3.655,
2006-03,4.466,
2006-04,4.849,
2006-05,4.541,
2006-06,3.933,
2006-07,4.201,
2006-08,4.249,
2006-09,4.809,
2006-10,4.362,
2006-11,5.701,
2006-12,5.048,
2007-01,3.816,
2007-02,5.024,
2007-03,4.985,
2007-04,4.945,
2007-05,5.782,
2007-06,5.786,
2007-07,5.551,
2007-08,6.129,
2007-09,5.903,
2007-10,5.553,
2007-11,6.106,
2007-12,6.157,
2008-01,6.676,
2008-02,6.288,
2008-03,6.270,
2008-04,6.732,
2008-05,7.064,
2008-06,7.125,
2008-07,6.628,
2008-08,6.846,
2008-09,7.191,
2008-10,7.222,
2008-11,6.680,
2008-12,6.257,
2009-01,5.719,
2009-02,6.117,
2009-03,6.271,
2009-04,7.120,
2009-05,7.851,
2009-06,7.947,
2009-07,7.753,
2009-08,6.335,
2009-09,5.005,
2009-10,5.082,
2009-11,4.806,
2009-12,5.482,
2010-01,4.542,
2010-02,4.484,
2010-03,4.653,
2010-04,4.866,
2010-05,5.646,
2010-06,5.062,
2010-07,5.050,
2010-08,5.962,
2010-09,5.310,
2010-10,6.008,
2010-11,5.640,
2010-12,6.190,
2011-01,5.644,
2011-02,6.432,
2011-03,6.993,
2011-04,6.954,
2011-05,7.501,
2011-06,7.959,
2011-07,8.390,
2011-08,8.562,
2011-09,8.737,
2011-10,9.300,
2011-11,9.363,
2011-12,9.882,
2012-01,9.860,
2012-02,9.905,
2012-03,9.421,
2012-04,9.449,
2012-05,10.613,
2012-06,12.055,
2012-07,11.966,
2012-08,12.039,
2012-09,11.908,
2012-10,12.272,
2012-11,12.305,
2012-12,12.188,
2013-01,12.810,
2013-02,12.885,
2013-03,13.685,
2013-04,13.515,
2013-05,14.508,
2013-06,13.988,
2013-07,14.531,
2013-08,14.805,
2013-09,14.089,
2013-10,13.891,
2013-11,14.315,
2013-12,14.473,
2014-01,14.447,
2014-02,14.390,
2014-03,14.930,
2014-04,14.565,
2014-05,15.379,
2014-06,14.980,
2014-07,14.634,
2014-08,14.726,
2014-09,14.389,
2014-10,14.170,
2014-11,13.528,
2014-12,14.121,Provisional value
