"",BBK01.OEAH03G,BBK01.OEAH03G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:06,
2002-01,182.982,
2002-04,180.712,
2002-07,182.017,
2002-10,181.351,
2003-01,178.186,
2003-04,174.793,
2003-07,175.594,
2003-10,175.150,
2004-01,170.570,
2004-04,168.344,
2004-07,165.869,
2004-10,168.351,
2005-01,153.397,
2005-04,154.732,
2005-07,153.461,
2005-10,160.191,
2006-01,158.370,
2006-04,156.440,
2006-07,160.900,
2006-10,164.878,
2007-01,166.692,
2007-04,173.092,
2007-07,178.680,
2007-10,187.290,
2008-01,180.698,
2008-04,193.116,
2008-07,212.397,
2008-10,210.368,
2009-01,209.241,
2009-04,212.343,
2009-07,203.973,
2009-10,203.062,
2010-01,191.578,
2010-04,191.851,
2010-07,197.310,
2010-10,193.614,
2011-01,202.973,
2011-04,200.596,
2011-07,200.135,
2011-10,199.274,
2012-01,195.470,
2012-04,196.289,
2012-07,191.199,
2012-10,186.828,
2013-01,180.229,
2013-04,172.032,
2013-07,167.149,
2013-10,170.949,
2014-01,169.038,
2014-04,169.485,
2014-07,170.846,
