"",BBK01.OELB05H,BBK01.OELB05H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:21,
2002-01,65.565,
2002-04,65.658,
2002-07,65.703,
2002-10,65.523,
2003-01,64.993,
2003-04,65.239,
2003-07,65.598,
2003-10,65.599,
2004-01,65.125,
2004-04,65.486,
2004-07,65.883,
2004-10,67.505,
2005-01,67.551,
2005-04,68.037,
2005-07,68.918,
2005-10,69.564,
2006-01,69.881,
2006-04,70.596,
2006-07,71.251,
2006-10,71.174,
2007-01,71.112,
2007-04,71.640,
2007-07,72.221,
2007-10,72.633,
2008-01,72.345,
2008-04,72.848,
2008-07,73.458,
2008-10,73.653,
2009-01,73.721,
2009-04,74.839,
2009-07,76.135,
2009-10,77.124,
2010-01,77.616,
2010-04,79.365,
2010-07,80.455,
2010-10,81.378,
2011-01,82.084,
2011-04,83.651,
2011-07,85.051,
2011-10,86.292,
2012-01,87.253,
2012-04,90.416,
2012-07,91.438,
2012-10,92.546,
2013-01,93.095,
2013-04,94.650,
2013-07,96.323,
2013-10,97.298,
2014-01,97.791,
2014-04,99.184,
2014-07,100.814,
