"",BBK01.OEAH36M,BBK01.OEAH36M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:50,
2002-01,2.085,
2002-04,2.091,
2002-07,2.056,
2002-10,2.023,
2003-01,1.989,
2003-04,1.936,
2003-07,1.992,
2003-10,1.920,
2004-01,1.926,
2004-04,1.943,
2004-07,1.997,
2004-10,1.954,
2005-01,1.933,
2005-04,1.904,
2005-07,1.887,
2005-10,1.851,
2006-01,1.839,
2006-04,1.786,
2006-07,1.764,
2006-10,1.711,
2007-01,1.724,
2007-04,1.714,
2007-07,1.681,
2007-10,1.679,
2008-01,1.718,
2008-04,1.636,
2008-07,1.616,
2008-10,1.620,
2009-01,1.618,
2009-04,1.594,
2009-07,1.718,
2009-10,1.849,
2010-01,1.891,
2010-04,1.967,
2010-07,2.009,
2010-10,2.014,
2011-01,2.070,
2011-04,2.067,
2011-07,1.999,
2011-10,1.987,
2012-01,1.991,
2012-04,2.005,
2012-07,1.980,
2012-10,2.001,
2013-01,1.876,
2013-04,1.820,
2013-07,1.734,
2013-10,1.750,
2014-01,1.666,
2014-04,1.624,
2014-07,1.596,
