"",BBK01.QUV982,BBK01.QUV982_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Lithuania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:53,
2001-12,0.229,
2002-01,0.088,
2002-02,0.223,
2002-03,0.095,
2002-04,0.154,
2002-05,0.124,
2002-06,0.245,
2002-07,0.197,
2002-08,0.296,
2002-09,0.265,
2002-10,0.360,
2002-11,0.303,
2002-12,0.370,
2003-01,0.242,
2003-02,0.236,
2003-03,0.161,
2003-04,0.254,
2003-05,0.292,
2003-06,0.200,
2003-07,0.184,
2003-08,0.199,
2003-09,0.378,
2003-10,0.306,
2003-11,0.159,
2003-12,0.243,
2004-01,0.179,
2004-02,0.227,
2004-03,0.111,
2004-04,0.148,
2004-05,0.185,
2004-06,0.191,
2004-07,0.161,
2004-08,0.163,
2004-09,0.181,
2004-10,0.159,
2004-11,0.181,
2004-12,0.436,
2005-01,0.297,
2005-02,0.314,
2005-03,0.461,
2005-04,0.418,
2005-05,0.454,
2005-06,0.328,
2005-07,0.344,
2005-08,0.410,
2005-09,0.477,
2005-10,0.383,
2005-11,0.407,
2005-12,0.468,
2006-01,0.517,
2006-02,0.458,
2006-03,0.381,
2006-04,0.537,
2006-05,0.627,
2006-06,0.369,
2006-07,0.481,
2006-08,0.459,
2006-09,0.288,
2006-10,0.318,
2006-11,0.305,
2006-12,0.224,
2007-01,0.248,
2007-02,0.250,
2007-03,0.231,
2007-04,0.230,
2007-05,0.201,
2007-06,0.236,
2007-07,0.132,
2007-08,0.135,
2007-09,0.157,
2007-10,0.131,
2007-11,0.160,
2007-12,0.271,
2008-01,0.164,
2008-02,0.169,
2008-03,0.194,
2008-04,0.212,
2008-05,0.160,
2008-06,0.179,
2008-07,0.130,
2008-08,0.193,
2008-09,0.109,
2008-10,0.087,
2008-11,0.095,
2008-12,0.106,
2009-01,0.120,
2009-02,0.123,
2009-03,0.126,
2009-04,0.131,
2009-05,0.088,
2009-06,0.110,
2009-07,0.135,
2009-08,0.349,
2009-09,0.160,
2009-10,0.161,
2009-11,0.211,
2009-12,0.262,
2010-01,0.137,
2010-02,0.164,
2010-03,0.156,
2010-04,0.122,
2010-05,0.124,
2010-06,0.152,
2010-07,0.182,
2010-08,0.193,
2010-09,0.147,
2010-10,0.162,
2010-11,0.182,
2010-12,0.140,
2011-01,0.148,
2011-02,0.163,
2011-03,0.121,
2011-04,0.315,
2011-05,0.308,
2011-06,0.141,
2011-07,0.170,
2011-08,0.101,
2011-09,0.353,
2011-10,0.173,
2011-11,0.072,
2011-12,0.155,
2012-01,0.096,
2012-02,0.090,
2012-03,0.178,
2012-04,0.188,
2012-05,0.130,
2012-06,0.142,
2012-07,0.080,
2012-08,0.097,
2012-09,0.085,
2012-10,0.094,
2012-11,0.087,
2012-12,0.083,
2013-01,0.089,
2013-02,0.090,
2013-03,0.082,
2013-04,0.107,
2013-05,0.076,
2013-06,0.226,
2013-07,0.090,
2013-08,0.098,
2013-09,0.092,
2013-10,0.190,
2013-11,0.099,
2013-12,0.127,
2014-01,0.301,
2014-02,0.186,
2014-03,0.081,
2014-04,0.155,
2014-05,0.152,
2014-06,0.096,
2014-07,0.253,
2014-08,0.087,
2014-09,0.093,
2014-10,0.111,
2014-11,0.106,
2014-12,0.133,
