"",BBK01.TVD434,BBK01.TVD434_FLAGS
"",Deposits of non-banks in the euro area / in the home country / With agreed maturities / of which up to 2 years / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:11,
1980-01,0,
1980-02,2231,
1980-03,-125,
1980-04,616,
1980-05,3133,
1980-06,-2228,
1980-07,2217,
1980-08,2291,
1980-09,-3309,
1980-10,2615,
1980-11,2250,
1980-12,7417,
1981-01,-2375,
1981-02,2275,
1981-03,958,
1981-04,4937,
1981-05,3683,
1981-06,-1618,
1981-07,4846,
1981-08,3990,
1981-09,-204,
1981-10,1861,
1981-11,-1183,
1981-12,5706,
1982-01,-1488,
1982-02,704,
1982-03,-1794,
1982-04,880,
1982-05,2022,
1982-06,-3085,
1982-07,3063,
1982-08,1900,
1982-09,-1445,
1982-10,1692,
1982-11,-4380,
1982-12,5617,
1983-01,-5388,
1983-02,-369,
1983-03,-3611,
1983-04,-1808,
1983-05,681,
1983-06,-3033,
1983-07,1990,
1983-08,2408,
1983-09,-683,
1983-10,1860,
1983-11,-2145,
1983-12,5329,
1984-01,-3238,
1984-02,1464,
1984-03,-2890,
1984-04,1357,
1984-05,3372,
1984-06,-1700,
1984-07,2290,
1984-08,3827,
1984-09,-1108,
1984-10,1941,
1984-11,-1817,
1984-12,2282,
1985-01,-1006,
1985-02,1688,
1985-03,-2415,
1985-04,1518,
1985-05,2902,
1985-06,-1007,
1985-07,434,
1985-08,1480,
1985-09,-3611,
1985-10,1026,
1985-11,-999,
1985-12,5620,
1986-01,850,
1986-02,-435,
1986-03,-5600,
1986-04,-2632,
1986-05,2298,
1986-06,-313,
1986-07,2034,
1986-08,4201,
1986-09,-2576,
1986-10,3503,
1986-11,583,
1986-12,2594,
1987-01,1578,
1987-02,-752,
1987-03,-4868,
1987-04,-607,
1987-05,3192,
1987-06,-5187,
1987-07,1747,
1987-08,2283,
1987-09,-3056,
1987-10,3264,
1987-11,438,
1987-12,6709,
1988-01,-2013,
1988-02,-2096,
1988-03,-5237,
1988-04,841,
1988-05,1237,
1988-06,-3424,
1988-07,-352,
1988-08,4000,
1988-09,1642,
1988-10,2116,
1988-11,1431,
1988-12,4430,
1989-01,-2334,
1989-02,1619,
1989-03,278,
1989-04,2935,
1989-05,2078,
1989-06,228,
1989-07,4031,
1989-08,5085,
1989-09,822,
1989-10,2746,
1989-11,3918,
1989-12,10900,
1990-01,3314,
1990-02,3843,
1990-03,-362,
1990-04,1676,
1990-05,5406,
1990-06,17,
1990-07,1225,
1990-08,10063,
1990-09,3336,
1990-10,5200,
1990-11,1769,
1990-12,8373,
1991-01,6087,
1991-02,5737,
1991-03,-2097,
1991-04,1288,
1991-05,5250,
1991-06,-850,
1991-07,1141,
1991-08,7692,
1991-09,-800,
1991-10,3624,
1991-11,3267,
1991-12,10159,
1992-01,8044,
1992-02,4777,
1992-03,-1560,
1992-04,2099,
1992-05,5119,
1992-06,-1394,
1992-07,5931,
1992-08,5346,
1992-09,7890,
1992-10,-1784,
1992-11,-6892,
1992-12,-1064,
1993-01,7799,
1993-02,1846,
1993-03,-51,
1993-04,2155,
1993-05,4507,
1993-06,-2048,
1993-07,5034,
1993-08,1125,
1993-09,-4808,
1993-10,1841,
1993-11,-2195,
1993-12,17993,
1994-01,4205,
1994-02,1126,
1994-03,-52,
1994-04,-734,
1994-05,-1291,
1994-06,-8878,
1994-07,-2506,
1994-08,-3026,
1994-09,-9053,
1994-10,-5808,
1994-11,-10743,
1994-12,-3767,
1995-01,-1463,
1995-02,-4555,
1995-03,-5002,
1995-04,-5694,
1995-05,158,
1995-06,-8172,
1995-07,-2982,
1995-08,3029,
1995-09,-4989,
1995-10,-5452,
1995-11,-4605,
1995-12,611,
1996-01,2635,
1996-02,-1848,
1996-03,-6593,
1996-04,-4649,
1996-05,371,
1996-06,-6125,
1996-07,-1496,
1996-08,2922,
1996-09,-5422,
1996-10,-3294,
1996-11,-4840,
1996-12,7155,
1997-01,4702,
1997-02,-3266,
