"",BBK01.TVD434,BBK01.TVD434_FLAGS
1997-03,-4934,
1997-04,-1582,
1997-05,1446,
1997-06,-7750,
1997-07,-158,
1997-08,2276,
1997-09,-3975,
1997-10,1597,
1997-11,1248,
1997-12,8461,
1998-01,103,
1998-02,-399,
1998-03,-5850,
1998-04,-421,
1998-05,4741,
1998-06,-6339,
1998-07,3751,
1998-08,2098,
1998-09,-3496,
1998-10,1898,
1998-11,-560,
1998-12,22267,
1999-01,5355,
1999-02,-914,
1999-03,352,
1999-04,-5468,
1999-05,15,
1999-06,-6593,
1999-07,1584,
1999-08,2069,
1999-09,-2745,
1999-10,5036,
1999-11,1822,
1999-12,12966,
2000-01,-8053,
2000-02,1262,
2000-03,-889,
2000-04,-3003,
2000-05,9348,
2000-06,-2066,
2000-07,1105,
2000-08,6648,
2000-09,4502,
2000-10,778,
2000-11,5232,
2000-12,12126,
2001-01,1933,
2001-02,1924,
2001-03,3469,
2001-04,-2796,
2001-05,3021,
2001-06,1587,
2001-07,2242,
2001-08,3254,
2001-09,-41,
2001-10,-1656,
2001-11,-3258,
2001-12,6533,
2002-01,-9232,
2002-02,-2587,
2002-03,-467,
2002-04,-3819,
2002-05,3188,
2002-06,1250,
2002-07,-377,
2002-08,2727,
2002-09,-8534,
2002-10,6393,
2002-11,-5824,
2002-12,6257,
2003-01,-4221,
2003-02,-3720,
2003-03,-5863,
2003-04,-1372,
2003-05,6269,
2003-06,-10785,
2003-07,-1099,
2003-08,2264,
2003-09,-13131,
2003-10,-4213,
2003-11,854,
2003-12,3416,
2004-01,-14522,
2004-02,-4237,
2004-03,703,
2004-04,-5057,
2004-05,6580,
2004-06,-7736,
2004-07,4327,
2004-08,219,
2004-09,-3200,
2004-10,116,
2004-11,-7207,
2004-12,21671,
2005-01,-14407,
2005-02,-5059,
2005-03,-5491,
2005-04,5612,
2005-05,2909,
2005-06,-4640,
2005-07,2191,
2005-08,814,
2005-09,195,
2005-10,1450,
2005-11,707,
2005-12,8813,
2006-01,428,
2006-02,1865,
2006-03,1886,
2006-04,8811,
2006-05,3815,
2006-06,6315,
2006-07,5246,
2006-08,9529,
2006-09,9151,
2006-10,6519,
2006-11,7116,
2006-12,16457,
2007-01,2845,
2007-02,4449,
2007-03,7023,
2007-04,17868,
2007-05,7657,
2007-06,10489,
2007-07,6615,
2007-08,26422,
2007-09,12635,
2007-10,14515,
2007-11,10197,
2007-12,47131,
2008-01,-1296,
2008-02,14946,
2008-03,1157,
2008-04,24656,
2008-05,16260,
2008-06,-3234,
2008-07,33486,
2008-08,13738,
2008-09,598,
2008-10,18904,
2008-11,7797,
2008-12,-3517,
2009-01,-42086,
2009-02,-22680,
2009-03,-18542,
2009-04,-23569,
2009-05,-14138,
2009-06,-33073,
2009-07,-19665,
2009-08,-17569,
2009-09,-26140,
2009-10,-30645,
2009-11,-14389,
2009-12,3175,
2010-01,-26017,
2010-02,-6772,
2010-03,1471,
2010-04,-25029,
2010-05,-2085,
2010-06,-1548,
2010-07,-726,
2010-08,3877,
2010-09,1444,
2010-10,802,
2010-11,-5868,
2010-12,8221,
2011-01,-4437,
2011-02,4646,
2011-03,1700,
2011-04,10364,
2011-05,10824,
2011-06,-18,
2011-07,12492,
2011-08,8790,
2011-09,9872,
2011-10,-2157,
2011-11,1228,
2011-12,5527,
2012-01,-1697,
2012-02,-3292,
2012-03,1881,
2012-04,2449,
2012-05,3775,
2012-06,5970,
2012-07,-434,
2012-08,-498,
2012-09,-11786,
2012-10,-11284,
2012-11,-8662,
2012-12,-26617,
2013-01,-9729,
2013-02,-7186,
2013-03,3768,
2013-04,-1433,
2013-05,706,
2013-06,-4634,
2013-07,-3961,
2013-08,223,
2013-09,-4642,
2013-10,-2293,
2013-11,-1227,
2013-12,3800,
2014-01,-1190,
2014-02,4046,
2014-03,1363,
2014-04,-2447,
2014-05,6277,
2014-06,673,
2014-07,560,
2014-08,855,
2014-09,-4497,
2014-10,-9690,
2014-11,-198,
2014-12,3879,
2015-01,-3417,
