"",BBK01.PQB351,BBK01.PQB351_FLAGS
"",Lending to domestic enterprises and resident individuals / Short-term / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:45,
1958-10,9.657,
1959-01,-,Nothing exists
1959-04,9.730,
1959-07,-,Nothing exists
1959-10,10.548,
1960-01,-,Nothing exists
1960-04,11.093,
1960-07,-,Nothing exists
1960-10,12.338,
1961-01,-,Nothing exists
1961-04,13.623,
1961-07,-,Nothing exists
1961-10,14.455,
1962-01,-,Nothing exists
1962-04,15.102,
1962-07,-,Nothing exists
1962-10,15.088,
1963-01,-,Nothing exists
1963-04,15.638,
1963-07,-,Nothing exists
1963-10,15.841,
1964-01,-,Nothing exists
1964-04,16.485,
1964-07,-,Nothing exists
1964-10,17.338,
1965-01,17.442,
1965-04,18.582,
1965-07,18.538,
1965-10,18.797,
1966-01,19.065,
1966-04,19.695,
1966-07,19.541,
1966-10,19.500,
1967-01,18.808,
1967-04,19.345,
1967-07,19.733,
1967-10,20.280,
1968-01,19.608,
1968-04,20.450,
1968-07,21.119,
1968-10,22.238,
1969-01,23.134,
1969-04,23.856,
1969-07,24.715,
1969-10,28.088,
1970-01,27.543,
1970-04,29.077,
1970-07,29.211,
1970-10,30.429,
1971-01,30.545,
1971-04,32.075,
1971-07,32.769,
1971-10,34.852,
1972-01,36.254,
1972-04,39.084,
1972-07,39.197,
1972-10,41.547,
1973-01,40.668,
1973-04,41.168,
1973-07,42.539,
1973-10,42.349,
1974-01,43.080,
1974-04,45.293,
1974-07,45.136,
1974-10,45.736,
1975-01,43.402,
1975-04,42.604,
1975-07,41.129,
1975-10,42.888,
1976-01,40.043,
1976-04,42.296,
1976-07,41.877,
1976-10,45.005,
1977-01,42.641,
1977-04,44.261,
1977-07,44.338,
1977-10,47.035,
1978-01,43.626,
1978-04,45.625,
1978-07,46.131,
1978-10,49.054,
1979-01,46.594,
1979-04,49.689,
1979-07,49.033,
1979-10,52.742,
1980-01,50.092,
1980-04,53.078,
1980-07,53.126,
1980-10,58.436,
1981-01,57.394,
1981-04,58.665,
1981-07,59.156,
1981-10,61.843,
1982-01,59.827,
1982-04,61.751,
1982-07,62.414,
1982-10,64.980,
1983-01,62.480,
1983-04,64.889,
1983-07,66.081,
1983-10,68.800,
1984-01,67.414,
1984-04,70.080,
1984-07,71.804,
1984-10,74.642,
1985-01,74.008,
1985-04,75.845,
1985-07,74.057,
1985-10,77.082,
1986-01,76.373,
1986-04,78.864,
1986-07,77.892,
1986-10,83.074,
1987-01,80.300,
1987-04,78.807,
1987-07,79.900,
1987-10,79.459,
1988-01,79.645,
1988-04,81.858,
1988-07,80.520,
1988-10,85.156,
1989-01,85.278,
1989-04,89.046,
1989-07,91.058,
1989-10,94.675,
1990-01,98.246,
1990-04,135.317,
1990-07,146.131,
1990-10,149.857,
1991-01,152.189,
1991-04,157.964,
1991-07,157.095,
1991-10,160.693,
1992-01,157.533,
1992-04,160.184,
1992-07,155.629,
1992-10,148.523,
1993-01,133.771,
1993-04,133.307,
1993-07,131.640,
1993-10,129.980,
1994-01,126.356,
1994-04,125.561,
1994-07,126.471,
1994-10,130.188,
1995-01,129.740,
1995-04,134.205,
1995-07,134.587,
1995-10,134.783,
1996-01,136.593,
1996-04,140.269,
1996-07,138.346,
1996-10,143.434,
1997-01,142.037,
1997-04,146.836,
1997-07,142.354,
1997-10,144.490,
1998-01,142.647,
1998-04,145.319,
1998-07,144.467,
1998-10,150.632,
1999-01,141.872,
1999-04,147.362,
1999-07,142.734,
1999-10,149.182,
2000-01,160.129,
2000-04,160.450,
2000-07,160.044,
2000-10,156.565,
2001-01,167.290,
2001-04,162.837,
2001-07,156.235,
2001-10,159.405,
2002-01,155.433,
2002-04,149.006,
2002-07,146.703,
2002-10,141.292,
2003-01,142.240,
2003-04,136.843,
2003-07,137.018,
2003-10,130.656,
2004-01,126.897,
2004-04,120.810,
2004-07,120.975,
2004-10,120.087,
2005-01,123.929,
2005-04,126.098,
2005-07,133.080,
2005-10,120.817,
2006-01,134.655,
2006-04,136.320,
2006-07,141.416,
2006-10,116.815,
2007-01,135.975,
2007-04,137.817,
2007-07,136.340,
2007-10,133.523,
2008-01,154.564,
2008-04,158.059,
2008-07,162.196,
2008-10,155.098,
2009-01,168.917,
2009-04,161.382,
2009-07,160.336,
2009-10,136.189,
2010-01,126.484,
2010-04,140.128,
2010-07,125.151,
2010-10,122.708,
2011-01,130.596,
2011-04,138.693,
2011-07,143.044,
2011-10,140.192,
2012-01,141.215,
2012-04,141.804,
2012-07,147.741,
2012-10,139.123,
2013-01,152.739,
2013-04,162.783,
2013-07,100.046,
2013-10,97.193,
2014-01,100.090,
2014-04,102.555,
2014-07,103.436,
2014-10,99.918,
