"",BBK01.PQA361,BBK01.PQA361_FLAGS
"",Lending to domestic self-employed persons / Long-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:21,
1968-10,19.694,
1969-01,20.179,
1969-04,20.752,
1969-07,21.456,
1969-10,22.259,
1970-01,22.664,
1970-04,23.135,
1970-07,23.691,
1970-10,24.933,
1971-01,25.325,
1971-04,25.952,
1971-07,26.818,
1971-10,27.882,
1972-01,28.623,
1972-04,29.487,
1972-07,30.605,
1972-10,31.992,
1973-01,33.098,
1973-04,34.027,
1973-07,34.860,
1973-10,36.050,
1974-01,36.411,
1974-04,36.861,
1974-07,37.499,
1974-10,38.360,
1975-01,38.968,
1975-04,39.763,
1975-07,40.895,
1975-10,42.297,
1976-01,43.039,
1976-04,43.967,
1976-07,45.160,
1976-10,46.705,
1977-01,47.467,
1977-04,48.664,
1977-07,50.168,
1977-10,52.046,
1978-01,53.167,
1978-04,54.903,
1978-07,57.093,
1978-10,59.641,
1979-01,61.250,
1979-04,63.354,
1979-07,65.557,
1979-10,68.028,
1980-01,69.496,
1980-04,70.972,
1980-07,72.563,
1980-10,74.766,
1981-01,76.852,
1981-04,78.395,
1981-07,80.120,
1981-10,82.477,
1982-01,83.253,
1982-04,84.883,
1982-07,87.485,
1982-10,90.943,
1983-01,92.549,
1983-04,95.577,
1983-07,98.519,
1983-10,102.384,
1984-01,103.866,
1984-04,105.663,
1984-07,108.131,
1984-10,112.013,
1985-01,113.956,
1985-04,115.822,
1985-07,118.290,
1985-10,124.962,
1986-01,126.215,
1986-04,128.404,
1986-07,131.132,
1986-10,134.516,
1987-01,135.434,
1987-04,137.176,
1987-07,140.232,
1987-10,142.815,
1988-01,143.940,
1988-04,145.593,
1988-07,148.592,
1988-10,151.222,
1989-01,153.162,
1989-04,155.417,
1989-07,156.874,
1989-10,161.057,
1990-01,163.187,
1990-04,165.275,
1990-07,167.337,
1990-10,171.204,
1991-01,173.326,
1991-04,176.654,
1991-07,181.018,
1991-10,188.134,
1992-01,191.981,
1992-04,196.759,
1992-07,202.197,
1992-10,207.949,
1993-01,212.147,
1993-04,218.175,
1993-07,225.830,
1993-10,237.217,
1994-01,244.286,
1994-04,250.580,
1994-07,257.202,
1994-10,265.988,
1995-01,267.586,
1995-04,271.097,
1995-07,276.130,
1995-10,284.591,
1996-01,288.742,
1996-04,292.379,
1996-07,297.450,
1996-10,307.459,
1997-01,311.193,
1997-04,315.974,
1997-07,319.773,
1997-10,325.952,
1998-01,328.811,
1998-04,332.742,
1998-07,337.152,
1998-10,346.583,
1999-01,344.267,
1999-04,351.033,
1999-07,355.482,
1999-10,360.147,
2000-01,360.824,
2000-04,363.474,
2000-07,366.842,
2000-10,368.713,
2001-01,368.962,
2001-04,370.127,
2001-07,370.446,
2001-10,371.297,
2002-01,369.848,
2002-04,369.623,
2002-07,368.330,
2002-10,366.840,
2003-01,364.415,
2003-04,361.751,
2003-07,360.410,
2003-10,357.156,
2004-01,352.749,
2004-04,351.955,
2004-07,351.058,
2004-10,345.034,
2005-01,341.265,
2005-04,339.953,
2005-07,339.492,
2005-10,337.592,
2006-01,337.230,
2006-04,336.250,
2006-07,334.293,
2006-10,332.127,
2007-01,328.946,
2007-04,326.937,
2007-07,325.202,
2007-10,323.537,
2008-01,321.769,
2008-04,321.483,
2008-07,320.595,
2008-10,319.323,
2009-01,316.036,
2009-04,318.056,
2009-07,317.878,
2009-10,318.008,
2010-01,316.864,
2010-04,319.138,
2010-07,320.048,
2010-10,320.086,
2011-01,318.349,
2011-04,319.180,
2011-07,319.764,
2011-10,321.304,
2012-01,320.044,
2012-04,325.045,
2012-07,325.995,
2012-10,326.168,
2013-01,325.303,
2013-04,326.094,
2013-07,327.630,
2013-10,327.682,
2014-01,327.609,
2014-04,328.284,
2014-07,329.984,
2014-10,331.222,
