"",BBK01.OUL175,BBK01.OUL175_FLAGS
"",Deposits and borrowing from resident households / Total / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:25,
1999-01,307.382,
1999-02,308.226,
1999-03,306.476,
1999-04,306.875,
1999-05,306.711,
1999-06,306.217,
1999-07,305.630,
1999-08,304.893,
1999-09,303.839,
1999-10,304.357,
1999-11,306.997,
1999-12,307.314,
2000-01,305.493,
2000-02,305.006,
2000-03,302.775,
2000-04,300.908,
2000-05,297.718,
2000-06,296.194,
2000-07,294.835,
2000-08,293.728,
2000-09,292.754,
2000-10,292.697,
2000-11,296.884,
2000-12,298.380,
2001-01,297.285,
2001-02,298.716,
2001-03,299.611,
2001-04,300.498,
2001-05,300.192,
2001-06,301.748,
2001-07,301.535,
2001-08,302.274,
2001-09,303.604,
2001-10,304.823,
2001-11,311.116,
2001-12,316.194,
2002-01,314.079,
2002-02,314.279,
2002-03,314.571,
2002-04,313.096,
2002-05,312.455,
2002-06,313.069,
2002-07,311.950,
2002-08,312.469,
2002-09,311.991,
2002-10,313.535,
2002-11,319.161,
2002-12,320.186,
2003-01,319.682,
2003-02,320.504,
2003-03,320.336,
2003-04,320.002,
2003-05,319.608,
2003-06,318.815,
2003-07,318.069,
2003-08,318.814,
2003-09,317.112,
2003-10,318.606,
2003-11,324.372,
2003-12,323.627,
2004-01,323.545,
2004-02,324.326,
2004-03,323.612,
2004-04,324.153,
2004-05,324.737,
2004-06,323.950,
2004-07,323.417,
2004-08,321.907,
2004-09,322.101,
2004-10,324.358,
2004-11,327.864,
2004-12,328.403,
2005-01,327.407,
2005-02,328.088,
2005-03,327.924,
2005-04,328.515,
2005-05,327.876,
2005-06,327.880,
2005-07,328.648,
2005-08,327.534,
2005-09,326.914,
2005-10,328.310,
2005-11,331.191,
2005-12,333.529,
2006-01,332.458,
2006-02,333.129,
2006-03,333.551,
2006-04,334.374,
2006-05,333.526,
2006-06,333.695,
2006-07,333.255,
2006-08,333.080,
2006-09,332.446,
2006-10,332.926,
2006-11,334.344,
2006-12,335.978,
2007-01,333.548,
2007-02,333.760,
2007-03,333.764,
2007-04,334.063,
2007-05,333.454,
2007-06,334.504,
2007-07,334.584,
2007-08,335.677,
2007-09,335.689,
2007-10,336.134,
2007-11,340.340,
2007-12,344.328,
2008-01,341.970,
2008-02,341.960,
2008-03,341.389,
2008-04,342.495,
2008-05,342.712,
2008-06,340.875,
2008-07,341.067,
2008-08,341.702,
2008-09,339.359,
2008-10,352.363,
2008-11,358.370,
2008-12,361.690,
2009-01,361.248,
2009-02,362.263,
2009-03,361.176,
2009-04,363.086,
2009-05,364.527,
2009-06,363.522,
2009-07,364.224,
2009-08,364.961,
2009-09,363.975,
2009-10,366.881,
2009-11,371.502,
2009-12,374.122,
2010-01,376.866,
2010-02,380.450,
2010-03,379.242,
2010-04,382.423,
2010-05,383.111,
2010-06,383.386,
2010-07,385.743,
2010-08,385.557,
2010-09,384.740,
2010-10,387.774,
2010-11,390.495,
2010-12,393.074,
2011-01,392.126,
2011-02,392.655,
2011-03,392.097,
2011-04,394.676,
2011-05,394.438,
2011-06,394.455,
2011-07,396.944,
2011-08,396.318,
2011-09,395.944,
2011-10,398.526,
2011-11,404.032,
2011-12,406.193,
2012-01,405.101,
2012-02,406.180,
2012-03,404.747,
2012-04,406.434,
2012-05,406.264,
2012-06,407.004,
2012-07,407.961,
2012-08,409.169,
2012-09,409.308,
2012-10,410.431,
2012-11,415.130,
2012-12,417.062,
2013-01,415.404,
2013-02,416.556,
2013-03,416.064,
2013-04,416.857,
2013-05,418.054,
2013-06,418.077,
2013-07,418.876,
2013-08,420.808,
2013-09,419.625,
2013-10,423.200,
2013-11,429.364,
2013-12,430.123,
2014-01,429.462,
2014-02,431.566,
2014-03,429.323,
2014-04,431.868,
2014-05,433.491,
2014-06,432.572,
2014-07,434.766,
2014-08,437.167,
2014-09,435.443,
2014-10,438.756,
2014-11,444.906,
2014-12,444.785,Provisional value
