"",BBK01.OEAH26H,BBK01.OEAH26H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:52,
2002-01,81.086,
2002-04,79.548,
2002-07,79.379,
2002-10,82.456,
2003-01,84.617,
2003-04,85.856,
2003-07,88.183,
2003-10,90.742,
2004-01,91.969,
2004-04,92.801,
2004-07,93.345,
2004-10,95.642,
2005-01,101.830,
2005-04,102.103,
2005-07,102.630,
2005-10,103.349,
2006-01,102.374,
2006-04,100.386,
2006-07,97.346,
2006-10,95.555,
2007-01,92.751,
2007-04,90.115,
2007-07,87.199,
2007-10,86.605,
2008-01,84.537,
2008-04,83.071,
2008-07,80.655,
2008-10,81.644,
2009-01,84.637,
2009-04,86.797,
2009-07,88.793,
2009-10,92.217,
2010-01,95.476,
2010-04,97.960,
2010-07,100.327,
2010-10,103.402,
2011-01,104.594,
2011-04,103.649,
2011-07,102.881,
2011-10,105.143,
2012-01,107.541,
2012-04,107.759,
2012-07,108.382,
2012-10,110.277,
2013-01,110.435,
2013-04,109.813,
2013-07,108.787,
2013-10,109.052,
2014-01,107.769,
2014-04,106.862,
2014-07,106.339,
