"",BBK01.OUC320,BBK01.OUC320_FLAGS
"",Time deposits of foreign non-banks / for up and including 1 year / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:26,
1999-01,21.207,
1999-02,23.510,
1999-03,23.011,
1999-04,23.587,
1999-05,24.067,
1999-06,21.638,
1999-07,21.174,
1999-08,20.827,
1999-09,19.900,
1999-10,21.993,
1999-11,24.122,
1999-12,22.478,
2000-01,22.137,
2000-02,20.555,
2000-03,23.722,
2000-04,22.010,
2000-05,27.265,
2000-06,21.728,
2000-07,22.490,
2000-08,24.565,
2000-09,22.541,
2000-10,25.376,
2000-11,29.857,
2000-12,21.019,
2001-01,32.912,
2001-02,34.260,
2001-03,36.852,
2001-04,46.905,
2001-05,49.392,
2001-06,33.328,
2001-07,44.451,
2001-08,53.142,
2001-09,48.391,
2001-10,60.611,
2001-11,58.477,
2001-12,48.478,
2002-01,52.134,
2002-02,54.598,
2002-03,56.829,
2002-04,58.185,
2002-05,62.189,
2002-06,45.476,
2002-07,49.318,
2002-08,55.870,
2002-09,57.023,
2002-10,50.924,
2002-11,52.885,
2002-12,39.549,
2003-01,50.716,
2003-02,59.309,
2003-03,61.004,
2003-04,64.229,
2003-05,63.769,
2003-06,53.911,
2003-07,62.697,
2003-08,57.866,
2003-09,64.875,
2003-10,69.318,
2003-11,74.451,
2003-12,56.282,
2004-01,57.636,
2004-02,63.435,
2004-03,58.395,
2004-04,61.890,
2004-05,55.690,
2004-06,46.175,
2004-07,52.929,
2004-08,59.872,
2004-09,60.839,
2004-10,66.690,
2004-11,73.718,
2004-12,79.014,
2005-01,78.242,
2005-02,83.728,
2005-03,66.721,
2005-04,89.265,
2005-05,85.214,
2005-06,64.220,
2005-07,67.211,
2005-08,66.302,
2005-09,67.822,
2005-10,74.819,
2005-11,73.426,
2005-12,68.571,
2006-01,68.435,
2006-02,62.069,
2006-03,62.462,
2006-04,66.575,
2006-05,60.939,
2006-06,58.607,
2006-07,64.076,
2006-08,62.040,
2006-09,69.228,
2006-10,71.497,
2006-11,72.682,
2006-12,65.621,
2007-01,66.535,
2007-02,72.291,
2007-03,64.362,
2007-04,70.387,
2007-05,66.914,
2007-06,65.502,
2007-07,59.271,
2007-08,60.897,
2007-09,57.299,
2007-10,57.193,
2007-11,69.261,
2007-12,66.960,
2008-01,65.682,
2008-02,80.964,
2008-03,74.356,
2008-04,81.450,
2008-05,73.004,
2008-06,54.037,
2008-07,67.860,
2008-08,67.932,
2008-09,53.126,
2008-10,54.032,
2008-11,46.886,
2008-12,43.339,
2009-01,32.983,
2009-02,30.426,
2009-03,24.517,
2009-04,37.946,
2009-05,23.343,
2009-06,24.886,
2009-07,25.108,
2009-08,26.256,
2009-09,27.434,
2009-10,25.812,
2009-11,36.401,
2009-12,25.623,
2010-01,24.639,
2010-02,25.842,
2010-03,26.033,
2010-04,29.108,
2010-05,29.775,
2010-06,26.800,
2010-07,26.240,
2010-08,29.982,
2010-09,29.284,
2010-10,32.993,
2010-11,31.524,
2010-12,27.376,
2011-01,27.528,
2011-02,27.698,
2011-03,27.653,
2011-04,26.693,
2011-05,23.954,
2011-06,27.048,
2011-07,23.042,
2011-08,26.072,
2011-09,25.774,
2011-10,26.241,
2011-11,23.965,
2011-12,24.302,
2012-01,23.936,
2012-02,23.038,
2012-03,24.949,
2012-04,27.723,
2012-05,27.931,
2012-06,25.061,
2012-07,26.180,
2012-08,26.773,
2012-09,26.524,
2012-10,26.995,
2012-11,27.362,
2012-12,26.244,
2013-01,29.149,
2013-02,28.997,
2013-03,27.818,
2013-04,33.070,
2013-05,30.956,
2013-06,33.218,
2013-07,30.951,
2013-08,27.713,
2013-09,28.203,
2013-10,28.137,
2013-11,34.067,
2013-12,40.777,
2014-01,35.745,
2014-02,33.948,
2014-03,29.811,
2014-04,28.572,
2014-05,26.781,
2014-06,24.299,
2014-07,30.889,
2014-08,36.337,
2014-09,33.869,
2014-10,30.125,
2014-11,31.497,
2014-12,19.199,Provisional value
