"",BBK01.OUL295,BBK01.OUL295_FLAGS
"",Savings deposits of domestic households / At a period of notice of more than three months / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:10:19,
1968-12,5.835,
1969-01,5.968,
1969-02,6.045,
1969-03,6.123,
1969-04,6.203,
1969-05,6.272,
1969-06,6.359,
1969-07,6.363,
1969-08,6.432,
1969-09,6.495,
1969-10,6.582,
1969-11,6.648,
1969-12,7.052,
1970-01,7.146,
1970-02,7.280,
1970-03,7.365,
1970-04,7.461,
1970-05,7.524,
1970-06,7.605,
1970-07,7.537,
1970-08,7.599,
1970-09,7.681,
1970-10,7.774,
1970-11,7.864,
1970-12,8.419,
1971-01,8.466,
1971-02,8.567,
1971-03,8.654,
1971-04,8.743,
1971-05,8.841,
1971-06,8.957,
1971-07,8.935,
1971-08,9.038,
1971-09,9.117,
1971-10,9.238,
1971-11,9.333,
1971-12,9.972,
1972-01,10.005,
1972-02,10.152,
1972-03,10.275,
1972-04,10.440,
1972-05,10.574,
1972-06,10.727,
1972-07,10.731,
1972-08,10.840,
1972-09,10.940,
1972-10,11.090,
1972-11,11.196,
1972-12,11.884,
1973-01,12.136,
1973-02,12.246,
1973-03,12.320,
1973-04,12.387,
1973-05,12.429,
1973-06,12.453,
1973-07,12.431,
1973-08,12.434,
1973-09,12.435,
1973-10,12.481,
1973-11,12.525,
1973-12,14.274,
1974-01,14.237,
1974-02,14.285,
1974-03,14.286,
1974-04,14.329,
1974-05,14.395,
1974-06,14.461,
1974-07,14.390,
1974-08,14.443,
1974-09,14.501,
1974-10,14.600,
1974-11,14.688,
1974-12,15.818,
1975-01,15.925,
1975-02,16.184,
1975-03,16.512,
1975-04,17.077,
1975-05,17.405,
1975-06,17.648,
1975-07,17.674,
1975-08,17.888,
1975-09,18.037,
1975-10,18.244,
1975-11,18.408,
1975-12,19.609,
1976-01,19.619,
1976-02,19.810,
1976-03,19.908,
1976-04,20.041,
1976-05,20.162,
1976-06,20.318,
1976-07,20.182,
1976-08,20.316,
1976-09,20.426,
1976-10,20.617,
1976-11,20.747,
1976-12,21.948,
1977-01,21.527,
1977-02,21.737,
1977-03,21.885,
1977-04,22.004,
1977-05,22.121,
1977-06,22.258,
1977-07,21.408,
1977-08,21.601,
1977-09,21.745,
1977-10,21.968,
1977-11,22.139,
1977-12,23.335,
1978-01,22.865,
1978-02,23.034,
1978-03,23.154,
1978-04,23.309,
1978-05,23.460,
1978-06,23.632,
1978-07,23.403,
1978-08,23.569,
1978-09,23.715,
1978-10,23.911,
1978-11,24.062,
1978-12,25.216,
1979-01,25.125,
1979-02,25.311,
1979-03,25.387,
1979-04,25.458,
1979-05,25.537,
1979-06,25.544,
1979-07,25.285,
1979-08,25.314,
1979-09,25.278,
1979-10,25.311,
1979-11,25.276,
1979-12,26.363,
1980-01,25.839,
1980-02,25.738,
1980-03,25.619,
1980-04,25.445,
1980-05,25.392,
1980-06,25.392,
1980-07,25.081,
1980-08,25.116,
1980-09,25.098,
1980-10,25.174,
1980-11,25.192,
1980-12,26.385,
1981-01,25.845,
1981-02,25.702,
1981-03,25.330,
1981-04,25.129,
1981-05,24.970,
1981-06,24.882,
1981-07,24.276,
1981-08,24.143,
1981-09,24.019,
1981-10,24.000,
1981-11,24.010,
1981-12,25.544,
1982-01,24.652,
1982-02,24.563,
1982-03,24.481,
1982-04,24.445,
1982-05,24.448,
1982-06,24.461,
1982-07,23.979,
1982-08,23.977,
1982-09,23.991,
1982-10,24.053,
1982-11,24.124,
1982-12,25.707,
1983-01,24.867,
1983-02,24.929,
1983-03,25.013,
1983-04,25.123,
1983-05,25.236,
1983-06,25.300,
1983-07,24.314,
1983-08,24.357,
1983-09,24.382,
1983-10,24.457,
1983-11,24.508,
1983-12,25.754,
1984-01,24.638,
1984-02,24.610,
1984-03,24.586,
1984-04,24.608,
1984-05,24.624,
1984-06,24.682,
1984-07,24.053,
1984-08,24.106,
1984-09,24.168,
1984-10,24.298,
1984-11,24.431,
1984-12,25.740,
1985-01,25.164,
1985-02,25.217,
1985-03,25.238,
1985-04,25.283,
1985-05,25.340,
