"",BBFN1.M.DE.N.1.A.W00200.S1P.H1.T.NV00.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W00200.S1P.H1.T.NV00.Z01.BGA.X001.D_FLAGS
"",Claims of enterprises on foreign affiliated enterprises arising from credit terms granted / Total / Industrial countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:06:36,
1994-11,.,No value available
1994-12,.,No value available
1995-01,24.343,
1995-02,24.097,
1995-03,25.383,
1995-04,24.767,
1995-05,25.086,
1995-06,25.490,
1995-07,24.690,
1995-08,24.000,
1995-09,25.213,
1995-10,24.601,
1995-11,24.912,
1995-12,24.210,
1996-01,24.133,
1996-02,24.130,
1996-03,24.928,
1996-04,24.771,
1996-05,24.852,
1996-06,25.217,
1996-07,25.398,
1996-08,23.976,
1996-09,25.130,
1996-10,25.591,
1996-11,26.826,
1996-12,26.607,
1997-01,26.501,
1997-02,26.365,
1997-03,27.389,
1997-04,27.911,
1997-05,26.735,
1997-06,27.757,
1997-07,27.759,
1997-08,25.733,
1997-09,28.586,
1997-10,29.689,
1997-11,30.039,
1997-12,28.780,
1998-01,28.870,
1998-02,29.545,
1998-03,30.998,
1998-04,31.137,
1998-05,30.825,
1998-06,30.719,
1998-07,30.799,
1998-08,29.204,
1998-09,30.568,
1998-10,31.066,
1998-11,31.595,
1998-12,30.517,
1999-01,29.868,
1999-02,30.645,
1999-03,32.206,
1999-04,31.974,
1999-05,32.062,
1999-06,33.516,
1999-07,32.688,
1999-08,32.086,
1999-09,33.631,
1999-10,35.047,
1999-11,36.169,
1999-12,35.512,
2000-01,35.858,
2000-02,36.954,
2000-03,39.129,
2000-04,38.194,
2000-05,38.961,
2000-06,38.963,
2000-07,38.355,
2000-08,37.939,
2000-09,39.772,
2000-10,40.763,
2000-11,41.516,
2000-12,40.423,
2001-01,40.751,
2001-02,39.871,
2001-03,41.836,
2001-04,40.078,
2001-05,41.079,
2001-06,41.679,
2001-07,41.393,
2001-08,39.665,
2001-09,40.850,
2001-10,42.260,
2001-11,42.159,
2001-12,40.108,
2002-01,40.708,
2002-02,39.742,
2002-03,39.276,
2002-04,40.011,
2002-05,39.315,
2002-06,40.800,
2002-07,40.373,
2002-08,37.865,
2002-09,39.814,
2002-10,41.863,
2002-11,41.099,
2002-12,39.227,
2003-01,39.870,
2003-02,38.699,
2003-03,40.411,
2003-04,40.641,
2003-05,38.574,
2003-06,39.401,
2003-07,39.069,
2003-08,36.809,
2003-09,38.488,
2003-10,39.798,
2003-11,40.730,
2003-12,39.597,
2004-01,38.042,
2004-02,38.782,
2004-03,41.192,
2004-04,40.074,
2004-05,42.654,
2004-06,45.681,
2004-07,43.955,
2004-08,41.835,
2004-09,44.621,
2004-10,45.175,
2004-11,47.225,
2004-12,43.790,
2005-01,43.674,
2005-02,43.428,
2005-03,46.358,
2005-04,44.674,
2005-05,44.473,
2005-06,46.481,
2005-07,45.910,
2005-08,44.853,
2005-09,48.364,
2005-10,48.576,
2005-11,49.699,
2005-12,48.399,
2006-01,49.760,
2006-02,48.792,
2006-03,51.560,
2006-04,49.141,
2006-05,49.937,
2006-06,51.057,
2006-07,48.796,
2006-08,47.362,
2006-09,50.701,
2006-10,50.920,
2006-11,53.275,
2006-12,51.234,
2007-01,53.432,
2007-02,53.146,
2007-03,55.923,
2007-04,52.639,
2007-05,53.060,
2007-06,54.526,
2007-07,52.422,
2007-08,50.946,
2007-09,53.180,
2007-10,54.432,
2007-11,55.757,
2007-12,51.982,
2008-01,52.282,
2008-02,54.669,
2008-03,56.012,
2008-04,55.730,
2008-05,55.599,
2008-06,56.636,
2008-07,54.262,
2008-08,51.618,
2008-09,54.771,
2008-10,55.311,
2008-11,54.969,
2008-12,51.026,
2009-01,49.586,
2009-02,48.268,
2009-03,49.839,
2009-04,47.248,
2009-05,47.095,
2009-06,49.088,
2009-07,48.092,
2009-08,45.529,
2009-09,46.925,
2009-10,47.132,
2009-11,49.111,
2009-12,46.989,
2010-01,44.934,
2010-02,46.295,
2010-03,50.463,
2010-04,47.622,
2010-05,48.814,
2010-06,51.609,
2010-07,49.891,
2010-08,47.554,
2010-09,52.039,
2010-10,51.605,
2010-11,52.947,
2010-12,52.519,
2011-01,50.612,
2011-02,53.088,
2011-03,54.751,
2011-04,53.277,
2011-05,53.764,
2011-06,56.100,
2011-07,53.576,
2011-08,51.566,
2011-09,56.163,
2011-10,56.218,
2011-11,56.169,
2011-12,54.963,
2012-01,54.183,
2012-02,55.530,
2012-03,57.982,
2012-04,55.371,
2012-05,55.786,
2012-06,58.952,
2012-07,57.657,
2012-08,55.300,
2012-09,58.033,
2012-10,58.322,
2012-11,60.994,
2012-12,57.852,
2013-01,55.633,
2013-02,56.735,
2013-03,58.529,
2013-04,56.438,
2013-05,53.758,
2013-06,56.288,
2013-07,53.358,
2013-08,53.475,
2013-09,56.784,
2013-10,55.936,
2013-11,58.346,
2013-12,58.265,
2014-01,55.001,
2014-02,55.929,
2014-03,59.657,
2014-04,57.344,
2014-05,55.810,
2014-06,58.934,
2014-07,57.510,
2014-08,55.144,
2014-09,59.749,
2014-10,59.477,
2014-11,60.880,
2014-12,59.724,
"","General: Up to 1994, including the former Yugoslavia and South Africa; from May 2004, including Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, the Slovak Republic and Slovenia; from January 2007, including Bulgaria and Romania.",
