"",BBK01.QUW460,BBK01.QUW460_FLAGS
"",Foreign branches: Short-term loans and advances to non- residents / Other European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:48:00,
2001-12,12.183,
2002-01,14.682,
2002-02,12.435,
2002-03,10.248,
2002-04,8.814,
2002-05,9.474,
2002-06,8.304,
2002-07,9.552,
2002-08,8.035,
2002-09,7.834,
2002-10,8.231,
2002-11,8.189,
2002-12,6.691,
2003-01,8.543,
2003-02,10.171,
2003-03,8.961,
2003-04,10.242,
2003-05,10.276,
2003-06,9.145,
2003-07,11.143,
2003-08,11.872,
2003-09,12.743,
2003-10,13.140,
2003-11,14.709,
2003-12,15.776,
2004-01,17.196,
2004-02,16.662,
2004-03,16.884,
2004-04,19.024,
2004-05,17.601,
2004-06,16.790,
2004-07,16.978,
2004-08,15.803,
2004-09,14.342,
2004-10,20.212,
2004-11,18.051,
2004-12,17.927,
2005-01,20.302,
2005-02,22.699,
2005-03,20.537,
2005-04,19.480,
2005-05,23.289,
2005-06,20.917,
2005-07,22.789,
2005-08,25.416,
2005-09,21.939,
2005-10,24.130,
2005-11,26.433,
2005-12,20.801,
2006-01,25.016,
2006-02,28.803,
2006-03,26.522,
2006-04,31.694,
2006-05,27.155,
2006-06,18.657,
2006-07,31.250,
2006-08,34.177,
2006-09,29.208,
2006-10,29.519,
2006-11,39.931,
2006-12,38.944,
2007-01,30.924,
2007-02,26.990,
2007-03,26.471,
2007-04,24.250,
2007-05,26.654,
2007-06,28.046,
2007-07,34.707,
2007-08,33.259,
2007-09,35.919,
2007-10,37.931,
2007-11,36.175,
2007-12,36.381,
2008-01,35.375,
2008-02,34.816,
2008-03,32.833,
2008-04,33.183,
2008-05,35.268,
2008-06,29.280,
2008-07,32.430,
2008-08,33.132,
2008-09,36.111,
2008-10,39.673,
2008-11,36.175,
2008-12,24.825,
2009-01,24.938,
2009-02,27.615,
2009-03,18.784,
2009-04,20.852,
2009-05,19.720,
2009-06,21.211,
2009-07,24.923,
2009-08,17.775,
2009-09,17.571,
2009-10,17.619,
2009-11,15.719,
2009-12,14.575,
2010-01,12.832,
2010-02,14.706,
2010-03,14.623,
2010-04,14.668,
2010-05,16.834,
2010-06,15.103,
2010-07,13.430,
2010-08,13.961,
2010-09,15.826,
2010-10,15.758,
2010-11,14.007,
2010-12,13.557,
2011-01,12.139,
2011-02,12.587,
2011-03,10.772,
2011-04,10.980,
2011-05,10.653,
2011-06,13.251,
2011-07,11.974,
2011-08,14.013,
2011-09,19.209,
2011-10,13.835,
2011-11,19.964,
2011-12,12.114,
2012-01,12.546,
2012-02,12.525,
2012-03,13.485,
2012-04,13.229,
2012-05,14.959,
2012-06,17.151,
2012-07,19.941,
2012-08,21.613,
2012-09,24.326,
2012-10,18.660,
2012-11,14.333,
2012-12,15.157,
2013-01,16.568,
2013-02,18.840,
2013-03,18.518,
2013-04,17.236,
2013-05,16.375,
2013-06,17.208,
2013-07,14.233,
2013-08,13.590,
2013-09,11.673,
2013-10,11.920,
2013-11,9.435,
2013-12,10.715,
2014-01,12.906,
2014-02,11.948,
2014-03,10.860,
2014-04,10.881,
2014-05,11.863,
2014-06,11.107,
2014-07,11.721,
2014-08,15.011,
2014-09,13.374,
2014-10,12.454,
2014-11,12.432,
