"",BBK01.OEAH20H,BBK01.OEAH20H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:50,
2002-01,1.002,
2002-04,1.026,
2002-07,1.075,
2002-10,1.251,
2003-01,1.226,
2003-04,1.217,
2003-07,1.193,
2003-10,1.382,
2004-01,1.392,
2004-04,1.279,
2004-07,1.164,
2004-10,1.206,
2005-01,1.309,
2005-04,1.254,
2005-07,1.266,
2005-10,1.300,
2006-01,1.396,
2006-04,1.423,
2006-07,1.762,
2006-10,2.281,
2007-01,2.574,
2007-04,3.083,
2007-07,3.593,
2007-10,5.612,
2008-01,6.384,
2008-04,7.364,
2008-07,7.777,
2008-10,6.846,
2009-01,6.205,
2009-04,5.787,
2009-07,5.844,
2009-10,6.249,
2010-01,5.700,
2010-04,5.346,
2010-07,5.062,
2010-10,5.967,
2011-01,6.066,
2011-04,6.049,
2011-07,7.027,
2011-10,6.170,
2012-01,5.910,
2012-04,5.494,
2012-07,5.446,
2012-10,4.620,
2013-01,4.089,
2013-04,4.176,
2013-07,3.889,
2013-10,4.165,
2014-01,4.010,
2014-04,3.743,
2014-07,3.474,
