"",BBK01.OUK048,BBK01.OUK048_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / Total / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:51,
1968-12,0.018,
1969-01,0.020,
1969-02,0.020,
1969-03,0.019,
1969-04,0.018,
1969-05,0.018,
1969-06,0.018,
1969-07,0.018,
1969-08,0.018,
1969-09,0.016,
1969-10,0.018,
1969-11,0.015,
1969-12,0.018,
1970-01,0.018,
1970-02,0.017,
1970-03,0.021,
1970-04,0.019,
1970-05,0.020,
1970-06,0.021,
1970-07,0.021,
1970-08,0.020,
1970-09,0.021,
1970-10,0.021,
1970-11,0.019,
1970-12,0.018,
1971-01,0.011,
1971-02,0.012,
1971-03,0.012,
1971-04,0.012,
1971-05,0.010,
1971-06,0.012,
1971-07,0.016,
1971-08,0.015,
1971-09,0.015,
1971-10,0.015,
1971-11,0.015,
1971-12,0.013,
1972-01,0.020,
1972-02,0.014,
1972-03,0.014,
1972-04,0.011,
1972-05,0.010,
1972-06,0.009,
1972-07,0.011,
1972-08,0.012,
1972-09,0.012,
1972-10,0.013,
1972-11,0.009,
1972-12,0.011,
1973-01,0.013,
1973-02,0.011,
1973-03,0.013,
1973-04,0.017,
1973-05,0.017,
1973-06,0.019,
1973-07,0.025,
1973-08,0.027,
1973-09,0.028,
1973-10,0.027,
1973-11,0.025,
1973-12,0.028,
1974-01,0.032,
1974-02,0.029,
1974-03,0.030,
1974-04,0.028,
1974-05,0.028,
1974-06,0.029,
1974-07,0.031,
1974-08,0.030,
1974-09,0.030,
1974-10,0.030,
1974-11,0.029,
1974-12,0.028,
1975-01,0.027,
1975-02,0.023,
1975-03,0.021,
1975-04,0.014,
1975-05,0.012,
1975-06,0.010,
1975-07,0.010,
1975-08,0.008,
1975-09,0.008,
1975-10,0.007,
1975-11,0.006,
1975-12,0.006,
1976-01,0.006,
1976-02,0.006,
1976-03,0.006,
1976-04,0.005,
1976-05,0.004,
1976-06,0.004,
1976-07,0.004,
1976-08,0.005,
1976-09,0.004,
1976-10,0.004,
1976-11,0.004,
1976-12,0.005,
1977-01,0.004,
1977-02,0.005,
1977-03,0.006,
1977-04,0.006,
1977-05,0.006,
1977-06,0.006,
1977-07,0.007,
1977-08,0.006,
1977-09,0.006,
1977-10,0.005,
1977-11,0.006,
1977-12,0.006,
1978-01,0.007,
1978-02,0.006,
1978-03,0.007,
1978-04,0.008,
1978-05,0.010,
1978-06,0.009,
1978-07,0.010,
1978-08,0.010,
1978-09,0.010,
1978-10,0.010,
1978-11,0.010,
1978-12,0.010,
1979-01,0.013,
1979-02,0.010,
1979-03,0.012,
1979-04,0.012,
1979-05,0.014,
1979-06,0.017,
1979-07,0.018,
1979-08,0.021,
1979-09,0.023,
1979-10,0.027,
1979-11,0.038,
1979-12,0.033,
1980-01,0.034,
1980-02,0.035,
1980-03,0.034,
1980-04,0.038,
1980-05,0.040,
1980-06,0.040,
1980-07,0.044,
1980-08,0.043,
1980-09,0.041,
1980-10,0.046,
1980-11,0.040,
1980-12,0.047,
1981-01,0.050,
1981-02,0.052,
1981-03,0.057,
1981-04,0.059,
1981-05,0.057,
1981-06,0.054,
1981-07,0.059,
1981-08,0.059,
1981-09,0.060,
1981-10,0.064,
1981-11,0.059,
1981-12,0.062,
1982-01,0.064,
1982-02,0.065,
1982-03,0.063,
1982-04,0.065,
1982-05,0.066,
1982-06,0.059,
1982-07,0.065,
1982-08,0.065,
1982-09,0.061,
1982-10,0.061,
1982-11,0.058,
1982-12,0.054,
1983-01,0.052,
1983-02,0.057,
1983-03,0.054,
1983-04,0.054,
1983-05,0.055,
1983-06,0.057,
1983-07,0.058,
1983-08,0.058,
1983-09,0.057,
1983-10,0.059,
1983-11,0.065,
1983-12,0.063,
1984-01,0.069,
1984-02,0.070,
1984-03,0.071,
1984-04,0.071,
1984-05,0.070,
1984-06,0.069,
1984-07,0.072,
1984-08,0.073,
1984-09,0.072,
1984-10,0.070,
1984-11,0.070,
1984-12,0.072,
1985-01,0.075,
1985-02,0.078,
1985-03,0.080,
1985-04,0.081,
1985-05,0.082,
1985-06,0.082,
1985-07,0.083,
1985-08,0.084,
1985-09,0.081,
1985-10,0.080,
1985-11,0.077,
1985-12,0.065,
1986-01,0.067,
1986-02,0.066,
1986-03,0.066,
1986-04,0.067,
1986-05,0.067,
1986-06,0.064,
1986-07,0.071,
1986-08,0.070,
1986-09,0.073,
1986-10,0.075,
1986-11,0.075,
1986-12,0.062,
1987-01,0.069,
1987-02,0.064,
1987-03,0.062,
1987-04,0.054,
1987-05,0.056,
1987-06,0.057,
1987-07,0.060,
1987-08,0.061,
1987-09,0.062,
1987-10,0.064,
1987-11,0.063,
1987-12,0.063,
1988-01,0.065,
1988-02,0.063,
1988-03,0.063,
1988-04,0.062,
1988-05,0.061,
1988-06,0.064,
1988-07,0.066,
1988-08,0.087,
1988-09,0.071,
1988-10,0.068,
1988-11,0.070,
1988-12,0.055,
1989-01,0.062,
1989-02,0.062,
1989-03,0.070,
1989-04,0.070,
1989-05,0.061,
1989-06,0.063,
1989-07,0.065,
1989-08,0.066,
1989-09,0.066,
1989-10,0.067,
1989-11,0.066,
1989-12,0.069,
1990-01,0.073,
1990-02,0.073,
1990-03,0.073,
1990-04,0.071,
1990-05,0.073,
1990-06,0.072,
1990-07,0.081,
1990-08,0.086,
1990-09,0.090,
1990-10,0.088,
1990-11,0.061,
1990-12,0.066,
1991-01,0.071,
1991-02,0.070,
1991-03,0.067,
1991-04,0.069,
1991-05,0.067,
1991-06,0.052,
1991-07,0.052,
1991-08,0.052,
1991-09,0.047,
1991-10,0.043,
1991-11,0.019,
1991-12,0.019,
1992-01,0.019,
1992-02,0.018,
1992-03,0.018,
1992-04,0.019,
1992-05,0.019,
1992-06,0.019,
1992-07,0.019,
1992-08,0.019,
1992-09,0.020,
1992-10,0.019,
1992-11,0.019,
1992-12,0.015,
1993-01,0.018,
1993-02,0.016,
1993-03,0.014,
1993-04,0.015,
1993-05,0.014,
1993-06,0.014,
1993-07,0.014,
1993-08,0.017,
1993-09,0.014,
1993-10,0.014,
1993-11,0.015,
1993-12,0.014,
1994-01,0.011,
1994-02,0.009,
1994-03,0.010,
1994-04,0.011,
1994-05,0.010,
1994-06,0.009,
1994-07,0.009,
1994-08,0.008,
1994-09,0.008,
1994-10,0.008,
1994-11,0.008,
1994-12,0.008,
1995-01,0.008,
1995-02,0.007,
1995-03,0.009,
1995-04,0.007,
1995-05,0.008,
1995-06,0.008,
1995-07,0.008,
1995-08,0.006,
1995-09,0.007,
1995-10,0.007,
1995-11,0.007,
1995-12,0.022,
1996-01,0.020,
1996-02,0.019,
1996-03,0.014,
1996-04,0.016,
1996-05,0.015,
1996-06,0.010,
1996-07,0.010,
1996-08,0.011,
1996-09,0.010,
1996-10,0.010,
1996-11,0.008,
1996-12,0.005,
1997-01,0.005,
1997-02,0.006,
1997-03,0.006,
1997-04,0.006,
1997-05,0.007,
1997-06,0.007,
1997-07,0.006,
1997-08,0.008,
1997-09,0.008,
1997-10,0.008,
1997-11,0.007,
1997-12,0.007,
1998-01,0.008,
1998-02,0.008,
1998-03,0.009,
1998-04,0.008,
1998-05,0.007,
1998-06,0.007,
1998-07,0.009,
1998-08,0.007,
1998-09,0.009,
1998-10,0.008,
1998-11,0.009,
1998-12,0.008,
1999-01,0.035,
1999-02,0.021,
1999-03,0.027,
1999-04,0.041,
1999-05,0.025,
1999-06,0.028,
1999-07,0.028,
1999-08,0.028,
1999-09,0.015,
1999-10,0.020,
1999-11,0.017,
1999-12,0.531,
2000-01,0.053,
2000-02,0.052,
2000-03,0.053,
2000-04,0.050,
2000-05,0.050,
2000-06,0.051,
2000-07,0.014,
2000-08,0.019,
2000-09,0.015,
2000-10,0.013,
2000-11,0.013,
2000-12,0.011,
2001-01,0.011,
2001-02,0.016,
2001-03,0.014,
2001-04,0.016,
2001-05,0.013,
2001-06,0.015,
2001-07,0.022,
2001-08,0.018,
2001-09,0.020,
2001-10,0.013,
2001-11,0.014,
2001-12,0.016,
2002-01,0.016,
2002-02,0.016,
2002-03,0.016,
2002-04,0.016,
2002-05,0.017,
2002-06,0.017,
2002-07,0.014,
2002-08,0.012,
2002-09,0.009,
2002-10,0.007,
2002-11,0.007,
2002-12,0.005,
2003-01,0.006,
2003-02,0.006,
2003-03,0.005,
2003-04,0.005,
2003-05,0.004,
2003-06,0.004,
2003-07,0.004,
2003-08,0.004,
2003-09,0.004,
2003-10,0.012,
2003-11,0.003,
2003-12,0.001,
2004-01,0.001,
2004-02,0.001,
2004-03,0.001,
2004-04,0.001,
2004-05,0.002,
2004-06,0.002,
2004-07,0.006,
2004-08,0.006,
2004-09,0.005,
2004-10,0.005,
2004-11,0.002,
2004-12,0.002,
2005-01,0.002,
2005-02,0.002,
2005-03,0.002,
2005-04,0.002,
2005-05,0.009,
2005-06,0.009,
2005-07,-,Nothing exists
2005-08,-,Nothing exists
2005-09,-,Nothing exists
2005-10,-,Nothing exists
2005-11,-,Nothing exists
2005-12,-,Nothing exists
2006-01,-,Nothing exists
2006-02,-,Nothing exists
2006-03,-,Nothing exists
2006-04,0.002,
2006-05,0.002,
2006-06,0.002,
2006-07,0.002,
2006-08,0.002,
2006-09,0.002,
2006-10,0.002,
2006-11,0.002,
2006-12,-,Nothing exists
2007-01,-,Nothing exists
2007-02,-,Nothing exists
2007-03,-,Nothing exists
2007-04,-,Nothing exists
2007-05,0.001,
2007-06,0.001,
2007-07,0.001,
2007-08,0.001,
2007-09,0.001,
2007-10,0.001,
2007-11,0.001,
2007-12,0.001,
2008-01,0.001,
2008-02,0.001,
2008-03,0.001,
2008-04,0.001,
2008-05,0.001,
2008-06,0.001,
2008-07,0.001,
2008-08,0.001,
2008-09,0.001,
2008-10,0.003,
2008-11,0.003,
2008-12,0.023,
2009-01,0.001,
2009-02,0.001,
2009-03,-,Nothing exists
2009-04,-,Nothing exists
2009-05,-,Nothing exists
2009-06,-,Nothing exists
2009-07,-,Nothing exists
2009-08,-,Nothing exists
2009-09,-,Nothing exists
2009-10,-,Nothing exists
2009-11,-,Nothing exists
2009-12,0.026,
2010-01,-,Nothing exists
2010-02,-,Nothing exists
2010-03,-,Nothing exists
2010-04,-,Nothing exists
2010-05,-,Nothing exists
2010-06,-,Nothing exists
2010-07,-,Nothing exists
2010-08,-,Nothing exists
2010-09,-,Nothing exists
2010-10,-,Nothing exists
2010-11,0.001,
2010-12,0.020,
2011-01,-,Nothing exists
2011-02,-,Nothing exists
2011-03,-,Nothing exists
2011-04,-,Nothing exists
2011-05,-,Nothing exists
2011-06,-,Nothing exists
2011-07,-,Nothing exists
2011-08,-,Nothing exists
2011-09,-,Nothing exists
2011-10,-,Nothing exists
2011-11,-,Nothing exists
2011-12,-,Nothing exists
2012-01,-,Nothing exists
2012-02,-,Nothing exists
2012-03,-,Nothing exists
2012-04,-,Nothing exists
2012-05,-,Nothing exists
2012-06,-,Nothing exists
2012-07,-,Nothing exists
2012-08,-,Nothing exists
2012-09,-,Nothing exists
2012-10,-,Nothing exists
2012-11,-,Nothing exists
2012-12,-,Nothing exists
2013-01,0.013,
2013-02,-,Nothing exists
2013-03,-,Nothing exists
2013-04,0.005,
2013-05,0.005,
2013-06,-,Nothing exists
2013-07,-,Nothing exists
2013-08,0.025,
2013-09,-,Nothing exists
2013-10,-,Nothing exists
2013-11,-,Nothing exists
2013-12,-,Nothing exists
2014-01,-,Nothing exists
2014-02,-,Nothing exists
2014-03,-,Nothing exists
2014-04,-,Nothing exists
2014-05,-,Nothing exists
