"",BBK01.QUK941,BBK01.QUK941_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Zimbabwe / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:02,
2002-03,0.328,
2002-04,0.287,
2002-05,0.287,
2002-06,0.288,
2002-07,0.289,
2002-08,0.289,
2002-09,0.284,
2002-10,0.284,
2002-11,0.284,
2002-12,0.283,
2003-01,0.284,
2003-02,0.283,
2003-03,0.284,
2003-04,0.279,
2003-05,0.279,
2003-06,0.281,
2003-07,0.282,
2003-08,0.282,
2003-09,0.277,
2003-10,0.277,
2003-11,0.276,
2003-12,0.278,
2004-01,0.279,
2004-02,0.307,
2004-03,0.303,
2004-04,0.300,
2004-05,0.300,
2004-06,0.302,
2004-07,0.304,
2004-08,0.303,
2004-09,0.299,
2004-10,0.296,
2004-11,0.296,
2004-12,0.334,
2005-01,0.332,
2005-02,0.335,
2005-03,0.335,
2005-04,0.335,
2005-05,0.335,
2005-06,0.339,
2005-07,0.336,
2005-08,0.337,
2005-09,0.337,
2005-10,0.337,
2005-11,0.337,
2005-12,0.335,
2006-01,0.334,
2006-02,0.335,
2006-03,0.336,
2006-04,0.336,
2006-05,0.336,
2006-06,0.340,
2006-07,0.338,
2006-08,0.338,
2006-09,0.335,
2006-10,0.335,
2006-11,0.335,
2006-12,0.339,
2007-01,0.338,
2007-02,0.338,
2007-03,0.338,
2007-04,0.339,
2007-05,0.339,
2007-06,0.343,
2007-07,0.340,
2007-08,0.340,
2007-09,0.341,
2007-10,0.341,
2007-11,0.341,
2007-12,0.345,
2008-01,0.343,
2008-02,0.343,
2008-03,0.343,
2008-04,0.343,
2008-05,0.343,
2008-06,0.347,
2008-07,0.346,
2008-08,0.346,
2008-09,0.347,
2008-10,0.347,
2008-11,0.347,
2008-12,0.351,
2009-01,0.350,
2009-02,0.350,
2009-03,0.351,
2009-04,0.351,
2009-05,0.317,
2009-06,0.319,
2009-07,0.318,
2009-08,0.017,
2009-09,0.018,
2009-10,0.017,
2009-11,0.017,
2009-12,0.017,
2010-01,0.017,
2010-02,0.017,
2010-03,0.018,
2010-04,0.018,
2010-05,0.018,
2010-06,0.018,
2010-07,0.018,
2010-08,0.018,
2010-09,0.018,
2010-10,0.018,
2010-11,0.018,
2010-12,0.019,
2011-01,0.018,
2011-02,0.018,
2011-03,0.019,
2011-04,0.019,
2011-05,0.019,
2011-06,0.020,
2011-07,0.012,
2011-08,0.012,
2011-09,0.013,
2011-10,0.013,
2011-11,0.013,
2011-12,0.013,
2012-01,0.013,
2012-02,0.013,
2012-03,0.014,
2012-04,0.014,
2012-05,0.014,
2012-06,0.014,
2012-07,0.014,
2012-08,0.014,
2012-09,0.015,
2012-10,0.015,
2012-11,0.015,
2012-12,0.015,
2013-01,0.015,
2013-02,0.015,
2013-03,0.016,
2013-04,0.016,
2013-05,0.016,
2013-06,0.016,
2013-07,0.016,
2013-08,0.016,
2013-09,0.017,
2013-10,0.017,
2013-11,0.017,
2013-12,0.017,
2014-01,0.017,
2014-02,0.017,
2014-03,0.032,
2014-04,0.032,
2014-05,0.032,
2014-06,0.032,
2014-07,0.033,
2014-08,0.033,
2014-09,0.034,
2014-10,0.040,
