"",BBK01.OUN192,BBK01.OUN192_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for up and including 1 year / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:17:12,
1968-12,0.741,
1969-01,0.538,
1969-02,0.584,
1969-03,0.583,
1969-04,0.708,
1969-05,0.686,
1969-06,0.618,
1969-07,0.645,
1969-08,0.653,
1969-09,0.670,
1969-10,0.719,
1969-11,0.708,
1969-12,1.113,
1970-01,0.646,
1970-02,0.608,
1970-03,0.593,
1970-04,0.638,
1970-05,0.654,
1970-06,0.952,
1970-07,0.618,
1970-08,0.612,
1970-09,0.668,
1970-10,0.706,
1970-11,0.745,
1970-12,0.942,
1971-01,0.684,
1971-02,0.691,
1971-03,0.735,
1971-04,0.825,
1971-05,0.828,
1971-06,1.241,
1971-07,0.998,
1971-08,1.005,
1971-09,1.031,
1971-10,1.176,
1971-11,1.122,
1971-12,1.382,
1972-01,0.836,
1972-02,0.804,
1972-03,0.881,
1972-04,0.922,
1972-05,0.930,
1972-06,1.129,
1972-07,0.939,
1972-08,1.082,
1972-09,1.127,
1972-10,1.057,
1972-11,1.122,
1972-12,2.055,
1973-01,1.843,
1973-02,1.591,
1973-03,1.557,
1973-04,1.762,
1973-05,1.358,
1973-06,1.725,
1973-07,1.414,
1973-08,1.700,
1973-09,1.612,
1973-10,1.731,
1973-11,1.751,
1973-12,2.170,
1974-01,1.845,
1974-02,1.780,
1974-03,1.500,
1974-04,1.517,
1974-05,1.657,
1974-06,2.004,
1974-07,1.655,
1974-08,2.016,
1974-09,2.167,
1974-10,2.230,
1974-11,2.753,
1974-12,3.084,
1975-01,2.448,
1975-02,2.000,
1975-03,2.180,
1975-04,2.033,
1975-05,2.030,
1975-06,2.248,
1975-07,2.003,
1975-08,1.946,
1975-09,2.011,
1975-10,2.338,
1975-11,1.955,
1975-12,3.731,
1976-01,4.399,
1976-02,2.793,
1976-03,2.702,
1976-04,2.802,
1976-05,2.248,
1976-06,2.538,
1976-07,2.228,
1976-08,2.654,
1976-09,2.762,
1976-10,2.713,
1976-11,2.556,
1976-12,2.231,
1977-01,2.271,
1977-02,2.355,
1977-03,2.548,
1977-04,2.468,
1977-05,2.169,
1977-06,2.269,
1977-07,2.053,
1977-08,2.261,
1977-09,2.232,
1977-10,2.173,
1977-11,2.016,
1977-12,2.690,
