"",BBK01.TUD406,BBK01.TUD406_FLAGS
1992-04,232180,
1992-05,232098,
1992-06,233031,
1992-07,234966,
1992-08,236610,
1992-09,243151,
1992-10,239704,
1992-11,240484,
1992-12,240500,
1993-01,242823,
1993-02,246091,
1993-03,255975,
1993-04,255538,
1993-05,255747,
1993-06,257303,
1993-07,258875,
1993-08,261651,
1993-09,262857,
1993-10,266965,
1993-11,271778,
1993-12,278582,
1994-01,283445,
1994-02,285045,
1994-03,288662,
1994-04,288913,
1994-05,292123,
1994-06,290436,
1994-07,292689,
1994-08,294660,
1994-09,293230,
1994-10,293349,
1994-11,292396,
1994-12,290957,
1995-01,284493,
1995-02,284706,
1995-03,282943,
1995-04,284246,
1995-05,286702,
1995-06,287072,
1995-07,288127,
1995-08,292893,
1995-09,298301,
1995-10,301533,
1995-11,311656,
1995-12,316634,
1996-01,321830,
1996-02,323734,
1996-03,331078,
1996-04,336316,
1996-05,339583,
1996-06,339794,
1996-07,341485,
1996-08,344093,
1996-09,353595,
1996-10,357549,
1996-11,364701,
1996-12,365771,
1997-01,371899,
1997-02,378142,
1997-03,388212,
1997-04,391869,
1997-05,396215,
1997-06,399617,
1997-07,409236,
1997-08,413548,
1997-09,416373,
1997-10,419755,
1997-11,421807,
1997-12,420341,
1998-01,427442,
1998-02,432049,
1998-03,436408,
1998-04,444303,
1998-05,450732,
1998-06,454037,
1998-07,465311,
1998-08,475918,
1998-09,475978,
1998-10,486628,
1998-11,492059,
1998-12,491868,
1999-01,501053,
1999-02,506444,
1999-03,516142,
1999-04,525178,
1999-05,530092,
1999-06,534935,
1999-07,536052,
1999-08,540975,
1999-09,548414,
1999-10,554706,
1999-11,559099,
1999-12,553582,
2000-01,558309,
2000-02,564039,
2000-03,578789,
2000-04,588876,
2000-05,601660,
2000-06,598616,
2000-07,609371,
2000-08,612007,
2000-09,614023,
2000-10,615981,
2000-11,614536,
2000-12,615343,
2001-01,625269,
2001-02,630761,
2001-03,638382,
2001-04,649111,
2001-05,650483,
2001-06,641113,
2001-07,647738,
2001-08,638857,
2001-09,635930,
2001-10,638719,
2001-11,635286,
2001-12,634859,
2002-01,634358,
2002-02,640968,
2002-03,647920,
2002-04,650659,
2002-05,652231,
2002-06,647640,
2002-07,637065,
2002-08,633954,
2002-09,632053,
2002-10,623468,
2002-11,630188,
2002-12,617168,
2003-01,614466,
2003-02,611697,
2003-03,614439,
2003-04,613641,
2003-05,613230,
2003-06,610899,
2003-07,618395,
2003-08,615790,
2003-09,616910,
2003-10,619858,
2003-11,624938,
2003-12,615269,
2004-01,612350,
2004-02,620830,
2004-03,626881,
2004-04,634603,
2004-05,643967,
2004-06,633560,
2004-07,634743,
2004-08,633230,
2004-09,635780,
2004-10,631439,
2004-11,634058,
2004-12,627258,
2005-01,624370,
2005-02,628086,
2005-03,633394,
2005-04,639131,
2005-05,640875,
2005-06,646804,
2005-07,647849,
2005-08,643793,
2005-09,640349,
2005-10,631290,
2005-11,627144,
2005-12,614102,
2006-01,610944,
2006-02,613363,
2006-03,613447,
2006-04,611677,
2006-05,616458,
2006-06,607644,
2006-07,600127,
2006-08,596653,
2006-09,593280,
2006-10,589421,
2006-11,586176,
2006-12,579955,
2007-01,573008,
2007-02,570945,
2007-03,569292,
2007-04,569736,
2007-05,576942,
2007-06,567893,
2007-07,562452,
2007-08,557202,
2007-09,555619,
2007-10,562413,
2007-11,565051,
2007-12,557516,
2008-01,558464,
2008-02,556700,
2008-03,556374,
2008-04,560720,
2008-05,570854,
2008-06,573337,
2008-07,570820,
2008-08,576151,
2008-09,566574,
2008-10,562466,
2008-11,586761,
2008-12,585832,
2009-01,592545,
2009-02,593735,
2009-03,610700,
2009-04,607144,
2009-05,605539,
2009-06,610419,
2009-07,613739,
2009-08,616206,
2009-09,609586,
2009-10,605360,
2009-11,602008,
2009-12,594828,
2010-01,586173,
2010-02,580544,
2010-03,581700,
2010-04,579798,
2010-05,571195,
2010-06,558151,
2010-07,542754,
2010-08,540619,
2010-09,534985,
2010-10,513443,
2010-11,516535,
2010-12,510892,
2011-01,509145,
2011-02,508390,
2011-03,501623,
2011-04,498806,
2011-05,500661,
2011-06,490465,
2011-07,486214,
2011-08,484926,
2011-09,481827,
2011-10,482346,
2011-11,479513,
2011-12,482248,
2012-01,477257,
2012-02,481346,
2012-03,478186,
2012-04,475525,
2012-05,474518,
2012-06,469789,
2012-07,469527,
2012-08,468882,
2012-09,466021,
2012-10,460054,
2012-11,455862,
2012-12,449385,
2013-01,446203,
2013-02,443825,
2013-03,437589,
2013-04,434325,
2013-05,433853,
2013-06,432537,
2013-07,426872,
2013-08,425319,
2013-09,424033,
2013-10,418417,
2013-11,418327,
2013-12,415696,
2014-01,412587,
2014-02,408579,
2014-03,405280,
2014-04,404063,
2014-05,402743,
2014-06,398892,
2014-07,396402,
2014-08,394750,
2014-09,394502,
2014-10,390361,
2014-11,388779,
2014-12,383336,
2015-01,384268,
