"",BBK01.OEAC16M,BBK01.OEAC16M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:19,
2002-01,22.398,
2002-04,22.861,
2002-07,22.048,
2002-10,20.987,
2003-01,21.494,
2003-04,21.231,
2003-07,20.422,
2003-10,19.083,
2004-01,19.180,
2004-04,19.655,
2004-07,19.318,
2004-10,18.441,
2005-01,19.568,
2005-04,19.595,
2005-07,17.631,
2005-10,16.544,
2006-01,17.335,
2006-04,17.636,
2006-07,17.438,
2006-10,17.699,
2007-01,17.620,
2007-04,18.628,
2007-07,18.832,
2007-10,19.167,
2008-01,20.015,
2008-04,19.674,
2008-07,19.356,
2008-10,20.024,
2009-01,21.276,
2009-04,20.613,
2009-07,18.851,
2009-10,17.395,
2010-01,18.187,
2010-04,16.174,
2010-07,16.075,
2010-10,16.682,
2011-01,16.893,
2011-04,18.486,
2011-07,17.171,
2011-10,17.277,
2012-01,16.591,
2012-04,16.451,
2012-07,16.823,
2012-10,15.813,
2013-01,16.577,
2013-04,16.380,
2013-07,16.106,
2013-10,15.549,
2014-01,15.389,
2014-04,15.826,
2014-07,17.133,
