"",BBK01.OEAD01L,BBK01.OEAD01L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:58:50,
2002-01,21.048,
2002-04,20.684,
2002-07,19.921,
2002-10,18.128,
2003-01,18.006,
2003-04,17.727,
2003-07,17.480,
2003-10,16.547,
2004-01,17.162,
2004-04,16.077,
2004-07,16.026,
2004-10,15.677,
2005-01,14.893,
2005-04,16.828,
2005-07,17.838,
2005-10,16.481,
2006-01,17.092,
2006-04,18.325,
2006-07,18.740,
2006-10,17.402,
2007-01,20.238,
2007-04,20.108,
2007-07,19.498,
2007-10,21.450,
2008-01,24.891,
2008-04,26.152,
2008-07,25.299,
2008-10,25.136,
2009-01,26.287,
2009-04,26.641,
2009-07,25.462,
2009-10,21.429,
2010-01,19.838,
2010-04,19.766,
2010-07,19.161,
2010-10,18.503,
2011-01,19.076,
2011-04,17.524,
2011-07,16.591,
2011-10,16.528,
2012-01,16.693,
2012-04,15.759,
2012-07,14.557,
2012-10,13.884,
2013-01,13.642,
2013-04,13.377,
2013-07,12.894,
2013-10,12.639,
2014-01,12.559,
2014-04,12.489,
2014-07,12.258,
