"",BBK01.OUK323,BBK01.OUK323_FLAGS
"",Time deposits of foreign non-banks / for more than two years / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:38,
1999-01,0.367,
1999-02,0.368,
1999-03,0.370,
1999-04,0.472,
1999-05,0.472,
1999-06,0.471,
1999-07,0.469,
1999-08,0.469,
1999-09,0.472,
1999-10,0.468,
1999-11,0.483,
1999-12,0.525,
2000-01,0.530,
2000-02,0.577,
2000-03,0.583,
2000-04,0.595,
2000-05,0.575,
2000-06,0.629,
2000-07,0.635,
2000-08,0.654,
2000-09,0.662,
2000-10,0.672,
2000-11,0.806,
2000-12,0.822,
2001-01,0.825,
2001-02,1.915,
2001-03,1.977,
2001-04,1.977,
2001-05,0.897,
2001-06,0.893,
2001-07,0.883,
2001-08,0.873,
2001-09,0.906,
2001-10,0.975,
2001-11,0.980,
2001-12,0.928,
2002-01,0.932,
2002-02,0.931,
2002-03,0.939,
2002-04,0.934,
2002-05,0.935,
2002-06,0.927,
2002-07,0.938,
2002-08,0.948,
2002-09,0.951,
2002-10,1.056,
2002-11,0.942,
2002-12,0.872,
2003-01,0.797,
2003-02,0.795,
2003-03,0.788,
2003-04,0.777,
2003-05,0.701,
2003-06,0.712,
2003-07,0.706,
2003-08,0.756,
2003-09,0.750,
2003-10,0.761,
2003-11,0.683,
2003-12,0.655,
2004-01,0.621,
2004-02,0.625,
2004-03,0.653,
2004-04,0.602,
2004-05,0.604,
2004-06,0.641,
2004-07,0.643,
2004-08,0.641,
2004-09,0.617,
2004-10,0.613,
2004-11,0.616,
2004-12,0.749,
2005-01,0.754,
2005-02,0.880,
2005-03,0.984,
2005-04,0.888,
2005-05,1.285,
2005-06,1.290,
2005-07,1.282,
2005-08,1.292,
2005-09,1.295,
2005-10,1.296,
2005-11,1.297,
2005-12,1.295,
2006-01,1.725,
2006-02,1.516,
2006-03,1.512,
2006-04,1.498,
2006-05,1.505,
2006-06,1.505,
2006-07,1.508,
2006-08,1.504,
2006-09,1.523,
2006-10,1.518,
2006-11,1.507,
2006-12,1.522,
2007-01,1.524,
2007-02,1.525,
2007-03,1.466,
2007-04,1.460,
2007-05,1.434,
2007-06,1.413,
2007-07,1.417,
2007-08,1.349,
2007-09,1.336,
2007-10,1.336,
2007-11,1.277,
2007-12,1.282,
2008-01,1.277,
2008-02,1.236,
2008-03,1.220,
2008-04,1.361,
2008-05,1.318,
2008-06,1.320,
2008-07,1.323,
2008-08,1.304,
2008-09,1.294,
2008-10,1.305,
2008-11,1.258,
2008-12,1.175,
2009-01,1.197,
2009-02,1.126,
2009-03,1.111,
2009-04,1.118,
2009-05,0.501,
2009-06,0.502,
2009-07,0.502,
2009-08,0.445,
2009-09,0.446,
2009-10,0.446,
2009-11,0.392,
2009-12,0.397,
2010-01,0.369,
2010-02,0.370,
2010-03,0.336,
2010-04,0.346,
2010-05,0.265,
2010-06,0.265,
2010-07,0.265,
2010-08,0.233,
2010-09,0.230,
2010-10,0.231,
2010-11,0.205,
2010-12,0.211,
2011-01,0.211,
2011-02,0.192,
2011-03,0.171,
2011-04,0.171,
2011-05,0.213,
2011-06,0.212,
2011-07,0.171,
2011-08,0.154,
2011-09,0.173,
2011-10,0.154,
2011-11,0.112,
2011-12,0.115,
2012-01,0.115,
2012-02,0.115,
2012-03,0.115,
2012-04,0.115,
2012-05,0.116,
2012-06,0.116,
2012-07,0.136,
2012-08,0.127,
2012-09,0.134,
2012-10,0.123,
2012-11,0.123,
2012-12,0.128,
2013-01,0.128,
2013-02,0.128,
2013-03,0.129,
2013-04,0.129,
2013-05,0.129,
2013-06,0.134,
2013-07,0.129,
2013-08,0.121,
2013-09,0.110,
2013-10,0.110,
2013-11,0.110,
2013-12,0.115,
2014-01,0.115,
2014-02,0.115,
2014-03,0.115,
2014-04,0.116,
2014-05,0.116,
2014-06,0.116,
2014-07,0.116,
2014-08,0.116,
2014-09,0.116,
2014-10,0.116,
2014-11,0.116,
2014-12,0.121,Provisional value
