"",BBK01.OEAH60G,BBK01.OEAH60G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:27,
2002-01,18.084,
2002-04,17.205,
2002-07,17.142,
2002-10,16.809,
2003-01,15.998,
2003-04,15.180,
2003-07,14.178,
2003-10,13.567,
2004-01,12.783,
2004-04,12.204,
2004-07,11.851,
2004-10,11.597,
2005-01,9.074,
2005-04,8.811,
2005-07,8.679,
2005-10,9.214,
2006-01,9.577,
2006-04,9.595,
2006-07,9.992,
2006-10,10.914,
2007-01,11.935,
2007-04,13.130,
2007-07,14.764,
2007-10,17.572,
2008-01,19.611,
2008-04,22.003,
2008-07,24.296,
2008-10,28.152,
2009-01,26.810,
2009-04,22.251,
2009-07,17.352,
2009-10,13.855,
2010-01,9.547,
2010-04,8.460,
2010-07,7.912,
2010-10,7.769,
2011-01,7.224,
2011-04,7.497,
2011-07,7.745,
2011-10,8.228,
2012-01,8.136,
2012-04,7.916,
2012-07,7.431,
2012-10,6.827,
2013-01,6.124,
2013-04,5.538,
2013-07,5.201,
2013-10,5.041,
2014-01,4.658,
2014-04,4.714,
2014-07,4.541,
