"",BBK01.WZ3418,BBK01.WZ3418_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 19.0 years / end of month",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:38,
1986-06,6.20,
1986-07,6.18,
1986-08,6.00,
1986-09,6.40,
1986-10,6.66,
1986-11,6.28,
1986-12,6.32,
1987-01,6.31,
1987-02,6.50,
1987-03,6.12,
1987-04,6.15,
1987-05,6.21,
1987-06,6.67,
1987-07,6.90,
1987-08,7.02,
1987-09,7.34,
1987-10,6.92,
1987-11,6.93,
1987-12,7.05,
1988-01,7.22,
1988-02,6.91,
1988-03,6.97,
1988-04,7.15,
1988-05,7.34,
1988-06,7.29,
1988-07,7.37,
1988-08,7.30,
1988-09,7.08,
1988-10,6.85,
1988-11,6.98,
1988-12,6.94,
1989-01,6.98,
1989-02,7.13,
1989-03,7.14,
1989-04,7.00,
1989-05,7.11,
1989-06,6.89,
1989-07,6.77,
1989-08,6.94,
1989-09,7.08,
1989-10,7.16,
1989-11,7.27,
1989-12,7.27,
1990-01,7.65,
1990-02,8.37,
1990-03,8.30,
1990-04,8.81,
1990-05,8.66,
1990-06,8.56,
1990-07,8.41,
1990-08,8.79,
1990-09,8.92,
1990-10,8.79,
1990-11,8.58,
1990-12,9.09,
1991-01,8.33,
1991-02,8.11,
1991-03,8.20,
1991-04,8.08,
1991-05,8.03,
1991-06,8.24,
1991-07,8.43,
1991-08,8.15,
1991-09,8.11,
1991-10,8.01,
1991-11,7.86,
1991-12,7.71,
1992-01,7.53,
1992-02,7.58,
1992-03,7.60,
1992-04,7.79,
1992-05,7.77,
1992-06,7.87,
1992-07,7.87,
1992-08,7.65,
1992-09,7.24,
1992-10,7.24,
1992-11,7.17,
1992-12,7.11,
1993-01,7.03,
1993-02,6.84,
1993-03,6.92,
1993-04,6.94,
1993-05,7.01,
1993-06,6.84,
1993-07,6.70,
1993-08,6.37,
1993-09,6.42,
1993-10,6.23,
1993-11,6.25,
1993-12,6.12,
1994-01,6.17,
1994-02,6.70,
1994-03,6.87,
1994-04,7.13,
1994-05,7.43,
1994-06,7.36,
1994-07,7.35,
1994-08,7.63,
1994-09,7.87,
1994-10,7.84,
1994-11,7.66,
1994-12,7.84,
1995-01,7.65,
1995-02,7.57,
1995-03,7.62,
1995-04,7.45,
1995-05,7.13,
1995-06,7.45,
1995-07,7.32,
1995-08,7.24,
1995-09,7.28,
1995-10,7.09,
1995-11,6.83,
1995-12,6.67,
1996-01,6.51,
1996-02,7.03,
1996-03,7.05,
1996-04,6.91,
1996-05,7.07,
1996-06,7.10,
1996-07,6.92,
1996-08,6.99,
1996-09,6.72,
1996-10,6.63,
1996-11,6.41,
1996-12,6.49,
1997-01,6.45,
1997-02,6.10,
1997-03,6.49,
1997-04,6.45,
1997-05,6.57,
1997-06,6.30,
1997-07,6.04,
1997-08,6.21,
1997-09,5.99,
1997-10,6.07,
1997-11,5.92,
1997-12,5.73,
1998-01,5.48,
1998-02,5.35,
1998-03,5.33,
1998-04,5.47,
1998-05,5.30,
1998-06,5.19,
1998-07,5.10,
1998-08,4.82,
1998-09,4.64,
1998-10,4.87,
1998-11,4.62,
1998-12,4.59,
1999-01,4.33,
1999-02,4.70,
1999-03,4.76,
1999-04,4.60,
1999-05,4.88,
1999-06,5.16,
1999-07,5.32,
1999-08,5.50,
1999-09,5.64,
1999-10,5.61,
1999-11,5.60,
1999-12,5.75,
2000-01,5.90,
2000-02,5.76,
2000-03,5.51,
2000-04,5.60,
2000-05,5.44,
2000-06,5.46,
2000-07,5.41,
2000-08,5.43,
2000-09,5.48,
2000-10,5.48,
2000-11,5.36,
2000-12,5.25,
2001-01,5.23,
2001-02,5.17,
2001-03,5.20,
2001-04,5.45,
2001-05,5.63,
2001-06,5.53,
2001-07,5.39,
2001-08,5.32,
2001-09,5.39,
2001-10,5.01,
2001-11,5.05,
2001-12,5.31,
2002-01,5.24,
2002-02,5.27,
2002-03,5.53,
2002-04,5.44,
2002-05,5.45,
2002-06,5.26,
2002-07,5.20,
2002-08,4.95,
2002-09,4.83,
2002-10,5.06,
2002-11,5.01,
2002-12,4.77,
2003-01,4.59,
2003-02,4.62,
2003-03,4.71,
2003-04,4.77,
2003-05,4.39,
2003-06,4.58,
2003-07,4.73,
2003-08,4.73,
2003-09,4.69,
2003-10,4.89,
2003-11,4.93,
2003-12,4.81,
2004-01,4.84,
2004-02,4.67,
2004-03,4.61,
2004-04,4.80,
2004-05,4.85,
2004-06,4.83,
2004-07,4.74,
2004-08,4.59,
2004-09,4.51,
2004-10,4.41,
2004-11,4.29,
2004-12,4.19,
2005-01,3.95,
2005-02,4.08,
2005-03,4.09,
2005-04,3.87,
2005-05,3.73,
2005-06,3.60,
2005-07,3.60,
2005-08,3.54,
2005-09,3.57,
2005-10,3.75,
2005-11,3.74,
2005-12,3.56,
2006-01,3.73,
2006-02,3.73,
2006-03,3.97,
2006-04,4.21,
2006-05,4.20,
2006-06,4.31,
2006-07,4.17,
2006-08,4.02,
2006-09,3.84,
2006-10,3.90,
2006-11,3.86,
2006-12,4.06,
2007-01,4.22,
2007-02,4.09,
2007-03,4.22,
2007-04,4.37,
2007-05,4.52,
2007-06,4.69,
2007-07,4.51,
2007-08,4.52,
2007-09,4.59,
2007-10,4.46,
2007-11,4.46,
2007-12,4.65,
2008-01,4.43,
2008-02,4.44,
2008-03,4.49,
2008-04,4.61,
2008-05,4.79,
2008-06,4.88,
2008-07,4.77,
2008-08,4.56,
2008-09,4.55,
2008-10,4.40,
2008-11,3.89,
2008-12,3.70,
2009-01,4.05,
2009-02,3.99,
2009-03,3.99,
2009-04,4.10,
2009-05,4.40,
2009-06,4.24,
2009-07,4.10,
2009-08,3.95,
2009-09,3.93,
2009-10,4.06,
2009-11,3.93,
2009-12,4.11,
2010-01,3.94,
2010-02,3.88,
2010-03,3.82,
2010-04,3.69,
2010-05,3.34,
2010-06,3.28,
2010-07,3.38,
2010-08,2.69,
2010-09,2.90,
2010-10,3.12,
2010-11,3.27,
2010-12,3.55,
2011-01,3.68,
2011-02,3.67,
2011-03,3.86,
2011-04,3.78,
2011-05,3.59,
