"",BBK01.OUB316,BBK01.OUB316_FLAGS
"",Time deposits of social security funds / for more than two years / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:43,
1999-01,1.329,
1999-02,1.315,
1999-03,1.321,
1999-04,1.039,
1999-05,1.046,
1999-06,1.026,
1999-07,0.946,
1999-08,0.951,
1999-09,1.078,
1999-10,1.088,
1999-11,1.050,
1999-12,1.078,
2000-01,1.116,
2000-02,1.103,
2000-03,1.001,
2000-04,0.996,
2000-05,1.320,
2000-06,1.288,
2000-07,1.229,
2000-08,1.239,
2000-09,1.226,
2000-10,1.241,
2000-11,1.246,
2000-12,1.264,
2001-01,1.193,
2001-02,1.189,
2001-03,1.222,
2001-04,1.198,
2001-05,1.191,
2001-06,1.190,
2001-07,1.218,
2001-08,1.216,
2001-09,1.226,
2001-10,1.209,
2001-11,1.265,
2001-12,1.267,
2002-01,1.237,
2002-02,1.198,
2002-03,1.197,
2002-04,1.154,
2002-05,1.161,
2002-06,1.151,
2002-07,1.017,
2002-08,0.983,
2002-09,0.962,
2002-10,0.951,
2002-11,0.964,
2002-12,0.961,
2003-01,0.954,
2003-02,0.943,
2003-03,0.944,
2003-04,0.934,
2003-05,0.953,
2003-06,0.929,
2003-07,0.946,
2003-08,0.943,
2003-09,0.944,
2003-10,0.927,
2003-11,0.948,
2003-12,0.974,
2004-01,0.961,
2004-02,0.986,
2004-03,0.996,
2004-04,0.992,
2004-05,1.004,
2004-06,1.009,
2004-07,1.048,
2004-08,1.122,
2004-09,0.822,
2004-10,0.882,
2004-11,0.867,
2004-12,0.813,
2005-01,0.802,
2005-02,0.832,
2005-03,0.850,
2005-04,0.848,
2005-05,0.865,
2005-06,0.909,
2005-07,0.926,
2005-08,0.807,
2005-09,0.802,
2005-10,0.778,
2005-11,0.791,
2005-12,0.809,
2006-01,0.856,
2006-02,0.786,
2006-03,1.042,
2006-04,1.053,
2006-05,1.094,
2006-06,1.110,
2006-07,1.074,
2006-08,1.083,
2006-09,1.117,
2006-10,1.162,
2006-11,1.197,
2006-12,1.143,
2007-01,1.199,
2007-02,1.206,
2007-03,1.229,
2007-04,1.211,
2007-05,1.208,
2007-06,1.256,
2007-07,1.261,
2007-08,1.293,
2007-09,1.715,
2007-10,1.789,
2007-11,1.836,
2007-12,1.989,
2008-01,2.280,
2008-02,2.516,
2008-03,2.648,
2008-04,2.689,
2008-05,2.808,
2008-06,2.942,
2008-07,3.000,
2008-08,2.998,
2008-09,2.994,
2008-10,3.169,
2008-11,3.538,
2008-12,3.568,
2009-01,3.658,
2009-02,3.703,
2009-03,4.031,
2009-04,4.224,
2009-05,4.070,
2009-06,4.063,
2009-07,4.093,
2009-08,4.103,
2009-09,4.044,
2009-10,4.174,
2009-11,4.225,
2009-12,4.226,
2010-01,4.171,
2010-02,4.186,
2010-03,4.200,
2010-04,4.209,
2010-05,4.013,
2010-06,3.771,
2010-07,3.828,
2010-08,4.008,
2010-09,4.099,
2010-10,4.189,
2010-11,4.250,
2010-12,4.274,
2011-01,4.279,
2011-02,4.266,
2011-03,4.313,
2011-04,4.402,
2011-05,4.317,
2011-06,4.298,
2011-07,4.264,
2011-08,4.103,
2011-09,4.089,
2011-10,4.137,
2011-11,4.177,
2011-12,4.186,
2012-01,4.264,
2012-02,4.414,
2012-03,4.350,
2012-04,4.136,
2012-05,4.373,
2012-06,4.576,
2012-07,4.754,
2012-08,4.763,
2012-09,4.779,
2012-10,4.882,
2012-11,4.965,
2012-12,5.017,
2013-01,5.100,
2013-02,5.088,
2013-03,5.081,
2013-04,5.067,
2013-05,5.092,
2013-06,4.981,
2013-07,5.166,
2013-08,5.141,
2013-09,5.144,
2013-10,5.182,
2013-11,5.252,
2013-12,5.125,
2014-01,5.292,
2014-02,5.219,
2014-03,5.202,
2014-04,5.177,
2014-05,5.118,
2014-06,5.049,
2014-07,5.050,
2014-08,4.983,
2014-09,4.966,
2014-10,4.941,
2014-11,4.818,
2014-12,4.937,Provisional value
